ENST00000000233	2b6hA
ENST00000396153	2ec4A
ENST00000396197	2i6tA
ENST00000396307	6hufA
ENST00000396368	6fdlA
ENST00000396373	5l0pA
ENST00000396398	4do4A
ENST00000396402	4kq8A
ENST00000396418	2l1lA
ENST00000396432	2j59N
ENST00000396444	3n3kA
ENST00000396516	2d9mA
ENST00000396573	6irfB
ENST00000396578	5nb0D
ENST00000396593	3aqqA
ENST00000396625	5nb1A
ENST00000396641	5emaB
ENST00000396651	5aj0BI
ENST00000396659	1jdwA
ENST00000396741	4kaxB
ENST00000396807	4aflC
ENST00000396832	4hniB
ENST00000396895	1a9wE
ENST00000396946	4lwdA
ENST00000396954	4ap8A
ENST00000396974	5hvzC
ENST00000396981	6d68A
ENST00000396992	1w0rA
ENST00000397033	3v4vA
ENST00000397062	2lz1A
ENST00000397086	4a8xA
ENST00000397119	6f1tp
ENST00000397149	5o9zL
ENST00000397163	6bdtB
ENST00000397174	2p0kA
ENST00000397262	6b3qa
ENST00000397280	2l73A
ENST00000397292	3ebbA
ENST00000397299	5nfoA
ENST00000397326	3rgkA
ENST00000397356	1qh5A
ENST00000397501	4ekuA
ENST00000397525	6f9wB
ENST00000397527	
ENST00000397541	5vdkA
ENST00000397542	
ENST00000397560	3kv6D
ENST00000397572	2yy0A
ENST00000397596	4q21A
ENST00000397638	1x2pA
ENST00000397640	4joiC
ENST00000397641	5of9B
ENST00000397747	
ENST00000397762	2a5jA
ENST00000397801	6pokA
ENST00000397821	2o2oA
ENST00000397843	1txdA
ENST00000397885	4wzwA
ENST00000397901	2jq9B
ENST00000397942	2vifA
ENST00000397962	4ns5A
ENST00000397967	2e0jB
ENST00000398027	2e61A
ENST00000398052	4yhjA
ENST00000398073	2q5eA
ENST00000398075	4v0hD
ENST00000398148	2jvzA
ENST00000398153	4l1jB
ENST00000398158	4l3vA
ENST00000398226	5kiuA
ENST00000398285	3ehsA
ENST00000398411	6rpvA
ENST00000398417	1dd1A
ENST00000398452	4c9yB
ENST00000398532	4b86B
ENST00000398576	2d85A
ENST00000398600	3szrA
ENST00000398606	2a2rA
ENST00000398665	4wvlA
ENST00000398712	4emoC
ENST00000398733	4ddgA
ENST00000398795	5bnqA
ENST00000398805	3kvoA
ENST00000398844	2nutB
ENST00000398864	5y0uA
ENST00000398868	5vgrA
ENST00000399022	4jxtA
ENST00000399050	3l6xA
ENST00000399069	3ieiA
ENST00000399138	4o7xA
ENST00000399167	5o9vC
ENST00000399231	4j5lA
ENST00000399262	2ypdA
ENST00000399275	
ENST00000399312	3j9mAE
ENST00000399395	4b4oA
ENST00000399410	4c3zA
ENST00000399464	2e63A
ENST00000399583	3ec8A
ENST00000399788	5v9pA
ENST00000399799	3v8sB
ENST00000399837	3lgdA
ENST00000399881	4hpfA
ENST00000399982	2dl6A
ENST00000400017	4qamB
ENST00000400191	3zfmA
ENST00000400199	2gppD
ENST00000400206	4hniB
ENST00000400256	2ox8A
ENST00000400288	2k2iB
ENST00000400324	5uwpD
ENST00000400382	4gdxA
ENST00000400485	6o1eA
ENST00000400520	3u8iA
ENST00000400546	2jllA
ENST00000400577	2ywkA
ENST00000400590	6bmnA
ENST00000400897	1zjkA
ENST00000400926	
ENST00000401061	3sbyA
ENST00000401558	5disA
ENST00000401695	5aj0BO
ENST00000401707	6ahrB
ENST00000401743	4glpA
ENST00000401827	3g3nA
ENST00000401867	6evnA
ENST00000402010	3iecA
ENST00000402038	4b1jA
ENST00000402219	3ksyA
ENST00000402255	2m65A
ENST00000402280	6mksA
ENST00000402285	5ydkC
ENST00000402399	1jsgA
ENST00000402693	2dgrA
ENST00000402696	3qytA
ENST00000402739	6duwA
ENST00000403359	5vmdB
ENST00000403528	4zj8A
ENST00000403593	2rkbA
ENST00000403625	2w7rA
ENST00000403633	5mqfQ
ENST00000403665	5i25A
ENST00000403683	3av1E
ENST00000403807	2h32A
ENST00000403888	5a6rA
ENST00000404072	6bjnA
ENST00000404115	4a0cC
ENST00000404125	
ENST00000404141	3sqdA
ENST00000404241	1ci6A
ENST00000404366	1q7lA
ENST00000404377	2q1mA
ENST00000404424	2z0wA
ENST00000404535	3bhdA
ENST00000404537	2wwkO
ENST00000404590	3socA
ENST00000404625	4cniC
ENST00000404739	6ddqA
ENST00000404816	1ksqA
ENST00000404885	2esbA
ENST00000404914	2z0dA
ENST00000404933	3c6kB
ENST00000405154	2cs4A
ENST00000405201	2ltpA
ENST00000405315	1snlA
ENST00000405322	5do7A
ENST00000405431	1fzvA
ENST00000405440	5bqdA
ENST00000405486	5d2mC
ENST00000405975	5t6yC
ENST00000406189	5wwwA
ENST00000406246	2o61A
ENST00000406438	
ENST00000406462	4wndA
ENST00000406697	4j1yA
ENST00000406870	6c3nA
ENST00000406875	6p5sA
ENST00000406877	5yi9A
ENST00000406925	6c95D
ENST00000406938	2ig7B
ENST00000406961	4j5xA
ENST00000407010	4cvhA
ENST00000407025	6hkwA
ENST00000407315	3ia8A
ENST00000407418	3gv6A
ENST00000407479	4awnA
ENST00000407559	
ENST00000407572	6nepB
ENST00000407573	1ronA
ENST00000407597	2xtcA
ENST00000407627	6gd1A
ENST00000407689	5i2cA
ENST00000407693	2y05A
ENST00000407977	4kngE
ENST00000407991	5fjvB
ENST00000407997	6bwyA
ENST00000408923	2jnuA
ENST00000408993	2dnqA
ENST00000409018	6k17A
ENST00000409085	5te0A
ENST00000409105	2vrgA
ENST00000409155	1pv8A
ENST00000409176	6jutA
ENST00000409177	2miuA
ENST00000409262	4z3cC
ENST00000409265	3un9A
ENST00000409379	5ja4D
ENST00000409381	6gbiA
ENST00000409402	2yleA
ENST00000409469	1u6gA
ENST00000409470	6ah0W
ENST00000409512	2hzpA
ENST00000409544	
ENST00000409581	2yufA
ENST00000409645	5zibA
ENST00000409678	6r8rA
ENST00000409682	5gjqV
ENST00000409709	5mv9A
ENST00000409792	5jlbA
ENST00000409830	6ituA
ENST00000409839	4mthA
ENST00000409852	1jdpH
ENST00000409900	3cxlA
ENST00000409947	2nptB
ENST00000409993	5o5eA
ENST00000410009	3kqgA
ENST00000410022	2ltmA
ENST00000410023	1iraY
ENST00000410040	3wo3B
ENST00000410053	6ff7T
ENST00000410115	2aotA
ENST00000411486	3r45C
ENST00000411826	3bd9A
ENST00000412168	2i3yA
ENST00000412585	5txsA
ENST00000413366	3iw4C
ENST00000413830	5wb8C
ENST00000414305	6c01A
ENST00000414487	6id1e
ENST00000415136	
ENST00000415229	4o0cB
ENST00000416274	5tuvB
ENST00000416608	1ttxA
ENST00000417098	1wizA
ENST00000417133	4irhA
ENST00000417368	5o1pA
ENST00000417551	5j5zA
ENST00000417647	6q8iG
ENST00000417856	3edtB
ENST00000418040	2hhjA
ENST00000418115	5c2kA
ENST00000418153	2puyA
ENST00000418390	4hfxB
ENST00000418703	4dx1A
ENST00000418842	2l63A
ENST00000418931	4p5mD
ENST00000419113	5xtcU
ENST00000419198	
ENST00000419277	4p5mA
ENST00000419583	5k7bB
ENST00000419821	6bdnA
ENST00000420124	4pziA
ENST00000420428	2dgpA
ENST00000420510	2kwiA
ENST00000420517	1jo6A
ENST00000420652	3q72B
ENST00000420696	1pufB
ENST00000420826	2awtA
ENST00000420843	2iv8P
ENST00000420999	2z14A
ENST00000421054	4d5mA
ENST00000421184	1ituA
ENST00000421544	3qxmA
ENST00000421865	4yepA
ENST00000422440	4p60B
ENST00000422670	4wfeB
ENST00000422843	4hctA
ENST00000423381	2v7oA
ENST00000423485	4fm9A
ENST00000423557	1ilkA
ENST00000423656	5jk7C
ENST00000423902	2v0fA
ENST00000424014	3ecsA
ENST00000424266	2lgrA
ENST00000424542	2he4A
ENST00000425354	2lbdA
ENST00000425368	2xwbF
ENST00000425699	4cqoB
ENST00000425792	1y6lA
ENST00000426005	2frgP
ENST00000426126	3eu9A
ENST00000426263	5eqgA
ENST00000426333	5mqfB
ENST00000426836	5lskD
ENST00000427177	5cyoB
ENST00000427199	2m1wA
ENST00000427314	5c2kA
ENST00000427363	1a66A
ENST00000428216	2vgqA
ENST00000428314	5mv7A
ENST00000428638	3pp2A
ENST00000428726	2i83A
ENST00000428849	5wdhA
ENST00000428956	4fxgB
ENST00000429149	4dkcA
ENST00000429299	4mxwY
ENST00000429344	6qdvF
ENST00000429538	2k27A
ENST00000429644	5cltB
ENST00000429709	
ENST00000430046	2v0oA
ENST00000430124	1lbjA
ENST00000430297	6ewcC
ENST00000430334	5dprB
ENST00000430350	1fkcA
ENST00000431067	3apuA
ENST00000431365	2fhwB
ENST00000432085	2k21A
ENST00000432128	1qzpA
ENST00000432176	5dseD
ENST00000432233	2d3vA
ENST00000432329	5zk1A
ENST00000432561	2xoyB
ENST00000432992	2lx7A
ENST00000433154	6j07B
ENST00000433197	4z7gA
ENST00000433386	1xqrA
ENST00000433389	2dhaA
ENST00000433529	2mjnA
ENST00000433765	5dsgB
ENST00000433866	3ci9A
ENST00000434423	5t6wC
ENST00000434436	6ccgA
ENST00000434505	1qk1A
ENST00000434704	4xrsG
ENST00000434753	1c9qA
ENST00000434937	2fbeA
ENST00000435050	5b2gA
ENST00000435363	4xamA
ENST00000435505	5uu1A
ENST00000435607	6agfA
ENST00000435634	6d6qF
ENST00000435765	5l4gH
ENST00000435819	5lgdA
ENST00000436346	6mhfC
ENST00000436636	5cwzA
ENST00000436693	4om7A
ENST00000437043	5ab0A
ENST00000437150	1k94A
ENST00000437355	1l8lA
ENST00000437626	5ed1D
ENST00000437669	4z9mC
ENST00000438032	2rqpA
ENST00000438167	5g3mA
ENST00000438284	3rzeA
ENST00000438552	1d3bL
ENST00000438650	1sgoA
ENST00000438666	2dl1A
ENST00000438763	4i0pD
ENST00000439108	2fy1A
ENST00000439151	3ooiA
ENST00000439211	6davA
ENST00000439373	6dubA
ENST00000439590	4ug0Lk
ENST00000439602	4ug0SS
ENST00000439617	5v4bC
ENST00000439977	1wgdA
ENST00000440023	
ENST00000440460	3pz7A
ENST00000440650	1e8yA
ENST00000440973	5dkeB
ENST00000441174	2wzoA
ENST00000441222	5l8hA
ENST00000441310	2cs1A
ENST00000441493	5szgA
ENST00000442011	5nv6A
ENST00000442080	5c9nA
ENST00000442234	6bkgA
ENST00000442510	1ygrA
ENST00000442544	4urtB
ENST00000442788	5ln3B
ENST00000443314	3e6uA
ENST00000443617	4o2wA
ENST00000443649	4tx5B
ENST00000443950	2kg1A
ENST00000444129	2wwyA
ENST00000444204	4douA
ENST00000444455	3szaB
ENST00000444659	2e5rA
ENST00000444739	
ENST00000444836	
ENST00000444842	4twkA
ENST00000445067	4ay1A
ENST00000445164	
ENST00000445193	6ahrH
ENST00000445355	4dd8D
ENST00000445369	
ENST00000445560	1ci4A
ENST00000445907	3uonA
ENST00000445964	6ibdA
ENST00000446044	3fhrA
ENST00000446050	3fgqA
ENST00000446176	2eflA
ENST00000446231	
ENST00000446632	3va2C
ENST00000446868	1bc9A
ENST00000446985	6ferL
ENST00000447079	4cxaC
ENST00000447619	2latA
ENST00000447648	4tq1B
ENST00000447654	2ezdA
ENST00000447944	3u1kA
ENST00000448226	4c7nA
ENST00000448456	1qfwB
ENST00000448507	2qq8A
ENST00000448616	4m7fA
ENST00000448864	4ug0Lf
ENST00000449103	4e71A
ENST00000449264	3it8A
ENST00000449291	4yubB
ENST00000449590	6fj3A
ENST00000449662	1zxqA
ENST00000449726	5kdiA
ENST00000449759	5ayxA
ENST00000449771	
ENST00000449886	2cshA
ENST00000449934	6ddmC
ENST00000450114	1x8bA
ENST00000450136	5feyA
ENST00000450169	3jcr5
ENST00000450295	1olzA
ENST00000450521	
ENST00000450565	2d2pA
ENST00000450602	5y7dA
ENST00000450979	2w2iC
ENST00000451311	4pl7A
ENST00000452085	
ENST00000452135	3npcA
ENST00000452400	5i4vA
ENST00000453096	6o9l1
ENST00000453097	5jhoA
ENST00000453190	3e0gA
ENST00000453318	2junA
ENST00000453386	2kxnB
ENST00000453867	2c30A
ENST00000454177	5yksA
ENST00000454309	4jq0A
ENST00000454345	5elqC
ENST00000454376	6nt2A
ENST00000454402	
ENST00000454783	1tnrA
ENST00000455100	3judA
ENST00000455191	4lzxB
ENST00000455511	4ui9Y
ENST00000455537	4uy0C
ENST00000455827	4iopA
ENST00000455880	4x5tA
ENST00000456315	2ysrA
ENST00000456349	4mriB
ENST00000457354	1x5eA
ENST00000457692	2arrA
ENST00000457928	4lg9A
ENST00000458013	4hasA
ENST00000458573	4rwtD
ENST00000458640	1xtiA
ENST00000460843	3hnaA
ENST00000461096	1bh9A
ENST00000461304	4hlqC
ENST00000462686	1kqoA
ENST00000463117	3e6iA
ENST00000464233	5opeA
ENST00000464300	3bljB
ENST00000464506	1wmsA
ENST00000464845	6c9mB
ENST00000464942	4tx5B
ENST00000465139	4xosA
ENST00000465530	4bitA
ENST00000465784	2dhkA
ENST00000465804	5n5wP
ENST00000465995	2l6lA
ENST00000466409	4dwnA
ENST00000466444	2ebmA
ENST00000466681	5oolu
ENST00000467963	5twxA
ENST00000468410	3qveA
ENST00000468695	5yz1A
ENST00000468812	4n1mA
ENST00000469083	2dmxA
ENST00000469408	5kkpA
ENST00000469655	1b4gA
ENST00000471521	4oryF
ENST00000471841	5go4A
ENST00000472091	1y4mA
ENST00000472487	2dceA
ENST00000474629	3vfqA
ENST00000474889	2nlkA
ENST00000475157	3djuB
ENST00000475243	2mdkA
ENST00000476279	5xtcY
ENST00000476371	3j9mAK
ENST00000476781	3j7yY
ENST00000476873	2m0rA
ENST00000477305	3ir3A
ENST00000477853	
ENST00000478244	4gaoA
ENST00000478399	6g28A
ENST00000479035	4ug0LV
ENST00000479054	3p0cA
ENST00000479141	4r0bA
ENST00000479665	5z7gC
ENST00000480058	6cnhA
ENST00000480796	4uucA
ENST00000480798	2ch9A
ENST00000480945	4rghA
ENST00000481195	3fgaC
ENST00000481739	4nqaH
ENST00000483233	1imjA
ENST00000484259	5kz5A
ENST00000484457	6o60C
ENST00000485303	4fomA
ENST00000485972	3o0gA
ENST00000487519	3tmmA
ENST00000488034	2zfhA
ENST00000488423	2jr7A
ENST00000488594	6c56A
ENST00000488633	3fm0A
ENST00000488683	2d2zA
ENST00000489442	6cwsA
ENST00000489671	1cf7B
ENST00000489711	6eziB
ENST00000490107	3pdnA
ENST00000491148	1kwmA
ENST00000491306	4ug0Lp
ENST00000491935	2kr0A
ENST00000492590	1fitA
ENST00000492622	1wk0A
ENST00000492661	4cthA
ENST00000493196	2daxA
ENST00000493422	2vctB
ENST00000493678	5sy9A
ENST00000494426	3fy7A
ENST00000495075	3j9mAR
ENST00000495186	6ohtA
ENST00000495461	6do3C
ENST00000495880	4y2eC
ENST00000496391	6qdvD
ENST00000496455	2vxoA
ENST00000496811	2n16A
ENST00000498273	2lr6A
ENST00000498508	2lmdA
ENST00000498907	6dc0B
ENST00000498926	5mufA
ENST00000499023	5mqfD
ENST00000499247	5ci9A
ENST00000499666	5yk3H
ENST00000501597	4ug0Ln
ENST00000502492	3cuqA
ENST00000502732	3hmiA
ENST00000502798	5moyB
ENST00000502906	4qqcA
ENST00000503176	4v25A
ENST00000503731	4m91A
ENST00000503752	5l2xA
ENST00000503787	3kijB
ENST00000503997	5xtcf
ENST00000504102	3hqiA
ENST00000504123	5dv4A
ENST00000504156	4g84B
ENST00000505059	5ool4
ENST00000505459	1jidA
ENST00000506237	1pcfA
ENST00000506447	6fviA
ENST00000506455	4ni2A
ENST00000506736	6f3tF
ENST00000507110	6nu2s
ENST00000507866	1wgoA
ENST00000508190	2msyA
ENST00000508342	4bbnA
ENST00000508487	1qnkA
ENST00000508540	5mx1A
ENST00000508780	1jhbA
ENST00000508803	5lsuA
ENST00000508821	
ENST00000509910	4nawA
ENST00000510585	
ENST00000510636	5czrA
ENST00000510994	4ui9M
ENST00000511206	2r4fA
ENST00000511367	5b16A
ENST00000511689	5iitA
ENST00000512369	1fb8A
ENST00000512453	2w4oA
ENST00000512467	6qb7B
ENST00000512783	4c45A
ENST00000512805	5a2qg
ENST00000513010	5hydA
ENST00000513312	4bryB
ENST00000513612	6csvA
ENST00000514226	2egpA
ENST00000514251	6e93A
ENST00000514264	1nskL
ENST00000515311	6qw666
ENST00000515359	5llkA
ENST00000515683	1u3wA
ENST00000517399	6j4sA
ENST00000517649	2vm5A
ENST00000517671	5ehdF
ENST00000517746	4jyoX
ENST00000517970	6j1xB
ENST00000518127	1vcbB
ENST00000518137	4nspA
ENST00000518448	4urjD
ENST00000518498	1e9tA
ENST00000518659	6cmxA
ENST00000518671	2e9xD
ENST00000518721	2da0A
ENST00000519065	5ix0A
ENST00000519289	6edxA
ENST00000519292	1zbuA
ENST00000519728	5xy1A
ENST00000519937	1sszA
ENST00000520429	4f6uB
ENST00000520539	3pt3B
ENST00000520810	4kikB
ENST00000520908	3b13A
ENST00000521022	5v8wA
ENST00000521157	3t30C
ENST00000521198	6edxA
ENST00000521291	5aj0Ac
ENST00000521374	
ENST00000521381	4yknA
ENST00000521400	4haiA
ENST00000521578	1v3aA
ENST00000521604	5iy6U
ENST00000521688	4dhxC
ENST00000521978	2cssA
ENST00000522317	6ghpP
ENST00000522447	4ad9A
ENST00000522495	4u72A
ENST00000522934	5z62I
ENST00000523111	4onlA
ENST00000523873	4deqA
ENST00000523953	6hwzA
ENST00000524189	3gbjB
ENST00000524240	6gl7C
ENST00000524377	2ifgA
ENST00000524782	2p57A
ENST00000524871	5e52A
ENST00000525144	2cryA
ENST00000525566	2j3nA
ENST00000525634	4ug0SN
ENST00000525754	2dgtA
ENST00000526319	3j7yg
ENST00000526451	2dgyA
ENST00000526683	3dxbA
ENST00000526991	6e8gAA
ENST00000526995	4z8mB
ENST00000527432	3v53A
ENST00000527616	6f2rC
ENST00000527670	5lwnA
ENST00000527673	5aj0BZ
ENST00000527786	2ytuA
ENST00000527958	1vyhA
ENST00000528157	2kvdA
ENST00000528368	4f3jA
ENST00000528718	
ENST00000528838	5d5vB
ENST00000529006	2yu1A
ENST00000529047	3bg3A
ENST00000529064	4e5yB
ENST00000529196	
ENST00000529202	4c5wA
ENST00000529230	4qmjA
ENST00000529308	5txkA
ENST00000529689	6h9mA
ENST00000529983	6h0bA
ENST00000530167	3sqdC
ENST00000530752	6hk9A
ENST00000530758	4n78E
ENST00000530950	1dgnA
ENST00000531114	2v90A
ENST00000531120	6fec8
ENST00000531273	3u0rA
ENST00000531380	6bd4A
ENST00000532485	6g7oA
ENST00000532636	4h5rA
ENST00000532917	1sy6A
ENST00000533099	5obnA
ENST00000533211	6anua
ENST00000533244	6fonA
ENST00000533400	3e4cB
ENST00000533626	3j8bF
ENST00000533820	2aryA
ENST00000534030	5iy6J
ENST00000534061	3fedA
ENST00000534261	2zg1A
ENST00000534797	1z7xW
ENST00000534898	4xgmA
ENST00000534980	4ct4B
ENST00000535040	4cnmA
ENST00000535240	
ENST00000535401	2iipA
ENST00000535540	4iopB
ENST00000535601	2ditA
ENST00000535923	
ENST00000536354	5tiaC
ENST00000536364	2vkpA
ENST00000536769	5b83A
ENST00000537328	
ENST00000537505	4n3yB
ENST00000537686	1juqB
ENST00000538004	5de2A
ENST00000538183	5t30A
ENST00000538666	3dlqI
ENST00000539068	5njxA
ENST00000539111	5c51B
ENST00000539276	5ztfA
ENST00000539393	3g7vB
ENST00000539517	2annA
ENST00000539826	2ee5A
ENST00000539827	2p8vA
ENST00000539909	4o1lB
ENST00000539935	2d46A
ENST00000540134	2n2fA
ENST00000540200	
ENST00000540651	3o47A
ENST00000541043	2b3yA
ENST00000541107	1x68A
ENST00000541412	2losA
ENST00000541477	4za0A
ENST00000541640	5isoB
ENST00000541790	5gt0D
ENST00000541806	4yyxA
ENST00000542035	2bkrA
ENST00000542353	4zesB
ENST00000542507	4wqnA
ENST00000542547	5iu2B
ENST00000542575	6gctA
ENST00000542869	6cz4A
ENST00000543155	4d10G
ENST00000543341	6o9l4
ENST00000543571	5brkB
ENST00000543872	
ENST00000543915	1iarB
ENST00000543948	2i99A
ENST00000544301	3uf1B
ENST00000544440	5o6cA
ENST00000544604	4ufsC
ENST00000544844	6k0xB
ENST00000544848	4eduT
ENST00000544916	2l8eA
ENST00000544935	4dinB
ENST00000545145	2dgwA
ENST00000545279	
ENST00000545314	2bbwA
ENST00000545336	1om9P
ENST00000545606	4a0cA
ENST00000545712	6d5xB
ENST00000545797	5a6oA
ENST00000545968	5k6pA
ENST00000546910	2yhfA
ENST00000546954	4xzsA
ENST00000547379	
ENST00000547776	2kivA
ENST00000549396	3tacB
ENST00000549518	2xphB
ENST00000549920	4ug0LQ
ENST00000549921	1xr0B
ENST00000550104	3ktrB
ENST00000550536	4uj5D
ENST00000551018	6nr85
ENST00000551150	5aj0AK
ENST00000551295	3s97C
ENST00000551379	1oshA
ENST00000551568	1uwyA
ENST00000551812	5agqA
ENST00000551964	3j2tA
ENST00000552283	5a9q2
ENST00000552695	4u0uA
ENST00000553066	1w7iB
ENST00000553106	6hycB
ENST00000553116	2heiB
ENST00000553532	5mqiA
ENST00000553612	5iy6N
ENST00000553780	2hi9C
ENST00000554411	1d4bA
ENST00000554455	2mxyA
ENST00000554581	6hhhA
ENST00000554659	2v8sV
ENST00000554943	
ENST00000555003	
ENST00000555228	2zb7A
ENST00000555414	6bowA
ENST00000555835	1rnfA
ENST00000556881	4if8A
ENST00000556994	5l3qA
ENST00000557004	6f02A
ENST00000557016	1w9gA
ENST00000557565	4xgmA
ENST00000557943	2a1tR
ENST00000558311	3ow8C
ENST00000558468	5edvB
ENST00000559082	5ln3C
ENST00000559390	4nqjA
ENST00000559488	3ijeB
ENST00000559658	4zk4A
ENST00000560031	2a2cA
ENST00000560626	6bhcA
ENST00000560741	1wljA
ENST00000561208	4xrmB
ENST00000561424	6apnB
ENST00000561648	2mdgA
ENST00000561734	5vbbA
ENST00000562336	5z62D
ENST00000563924	5gniB
ENST00000564089	4nzdA
ENST00000564138	2k2jA
ENST00000565488	4zcuA
ENST00000566157	4nhxA
ENST00000566501	3j8bC
ENST00000566780	1wmvA
ENST00000567134	3gjxB
ENST00000567435	2cwbA
ENST00000568305	1y7jA
ENST00000568606	6mo6A
ENST00000569547	2dgqA
ENST00000569554	1ls6A
ENST00000569591	5xtsA
ENST00000571244	3ba0A
ENST00000572272	4ifpA
ENST00000573034	5i6rA
ENST00000573283	5jlhA
ENST00000573759	5lsjA
ENST00000573854	3b7wA
ENST00000575301	5xeqA
ENST00000575882	3rruA
ENST00000576222	5k8rA
ENST00000576479	3q13A
ENST00000577830	2dhyA
ENST00000578186	6buzB
ENST00000579436	4lgdE
ENST00000579534	3h4dA
ENST00000579649	4v6xCi
ENST00000579795	6el8A
ENST00000579847	4ruhA
ENST00000579991	2xqqA
ENST00000581216	5olaA
ENST00000581310	2mouA
ENST00000581312	5lruA
ENST00000581492	5i05A
ENST00000582401	4ll4C
ENST00000582621	6o3oA
ENST00000583313	2j0qD
ENST00000583509	4jodA
ENST00000583931	4cayC
ENST00000585482	6qwvB
ENST00000585603	6ahrD
ENST00000585916	4fo9A
ENST00000585937	5xteG
ENST00000586178	6nfxA
ENST00000586534	1oqyA
ENST00000586569	1lb5B
ENST00000586895	1p0rA
ENST00000587230	4dndA
ENST00000587303	4pbxA
ENST00000587424	2dnmA
ENST00000588258	4bxoB
ENST00000588649	3spaA
ENST00000589037	4ug0LZ
ENST00000590151	6qfbD
ENST00000590230	5abwA
ENST00000590341	
ENST00000590474	3vn9A
ENST00000590918	6dkjD
ENST00000591470	1siqA
ENST00000591513	2lonA
ENST00000591517	6nfyA
ENST00000591601	2ac3A
ENST00000591607	1y96B
ENST00000591899	5xteG
ENST00000592524	3shwB
ENST00000592554	5wrrA
ENST00000592641	
ENST00000592782	1rxtA
ENST00000593466	6dszC
ENST00000593537	1hcfA
ENST00000593729	5xtbI
ENST00000593731	2xs6A
ENST00000593756	5vaqC
ENST00000593829	3jcr4
ENST00000594136	2o52A
ENST00000594436	1i1jA
ENST00000594617	2qymA
ENST00000594800	2o52A
ENST00000595090	6htsD
ENST00000595224	2djtA
ENST00000595358	
ENST00000595661	2emcA
ENST00000595820	2qxiA
ENST00000596304	4ug0Lm
ENST00000597551	1eteA
ENST00000597595	3l50A
ENST00000597921	4j6pD
ENST00000598245	4v0pA
ENST00000598383	5ay8A
ENST00000598398	1m4fA
ENST00000598441	4pkdB
ENST00000598884	5xtbI
ENST00000599117	5oikZ
ENST00000599359	4kg8A
ENST00000599649	2zg1A
ENST00000599672	5faiA
ENST00000599848	2wjyA
ENST00000600467	6g18T
ENST00000600659	4ug0Sc
ENST00000601423	
ENST00000602142	3ky9A
ENST00000602402	2y4tA
ENST00000602676	4zgyB
ENST00000602725	5k23A
ENST00000603053	5ha6A
ENST00000603548	2ovrB
ENST00000604567	3uvoB
ENST00000605844	2mmyA
ENST00000606117	5bwlA
ENST00000606214	4z6yA
ENST00000607016	2fvvA
ENST00000607124	5veyA
ENST00000607197	4ayzA
ENST00000607355	6se0C
ENST00000607778	2jnjA
ENST00000608933	2iq1A
ENST00000609686	5ewmD
ENST00000609879	4h75B
ENST00000610213	4b6hA
ENST00000610495	6ez8B
ENST00000610664	1jmtA
ENST00000610745	6iq5A
ENST00000610897	4pnkB
ENST00000611050	4ug0LN
ENST00000611208	2al7A
ENST00000611228	1yrvA
ENST00000611405	6f7sC
ENST00000611543	3emlA
ENST00000611621	3gg6A
ENST00000611665	6n6kA
ENST00000611905	5ltlB
ENST00000611927	6buzB
ENST00000611957	4reyB
ENST00000612223	2mx7A
ENST00000612337	1s3oA
ENST00000612423	2xpgC
ENST00000612661	1iwqB
ENST00000612684	2ew1A
ENST00000612899	3dkbA
ENST00000612966	5kklB
ENST00000613122	1onvB
ENST00000613174	5kgfC
ENST00000613411	4q7zA
ENST00000613466	5a31L
ENST00000613478	6avjA
ENST00000613677	6b0bA
ENST00000613694	2nryD
ENST00000613854	5kklB
ENST00000613922	3h44C
ENST00000614012	4l4vA
ENST00000614075	4nj8A
ENST00000614145	3j9mAQ
ENST00000614189	4s3oC
ENST00000614192	4bwdA
ENST00000614247	6buzB
ENST00000614341	3k1rB
ENST00000614378	5kklB
ENST00000614491	2n99A
ENST00000614557	1jo6A
ENST00000614616	4b4cA
ENST00000614739	
ENST00000614790	5yzgX
ENST00000614987	1vzoA
ENST00000615107	4avmA
ENST00000615164	6buzB
ENST00000615189	1o6uA
ENST00000615234	5iy6E
ENST00000615353	6buzB
ENST00000615358	4s0vA
ENST00000615439	6axgA
ENST00000615513	1axcB
ENST00000615853	6a7uA
ENST00000615863	1humA
ENST00000615868	5veyA
ENST00000615966	3x1uD
ENST00000616054	4mheA
ENST00000616140	6blyA
ENST00000616166	5zfwA
ENST00000616365	5kklB
ENST00000616600	3eaeA
ENST00000616645	2cs0A
ENST00000616704	1hbxG
ENST00000617316	2makB
ENST00000617429	5l85A
ENST00000617516	2wgpA
ENST00000617569	6buzB
ENST00000617575	4logA
ENST00000617811	2h8rA
ENST00000617875	5lstA
ENST00000617928	4n78A
ENST00000617979	1ek5A
ENST00000618052	5kklB
ENST00000618250	
ENST00000618305	6buzB
ENST00000618403	1xg5A
ENST00000618457	3mzgB
ENST00000618562	2x1wC
ENST00000618619	4ug0LP
ENST00000618819	2pa5A
ENST00000618852	2a40C
ENST00000618958	5kgfC
ENST00000619039	1bo1A
ENST00000619168	2jc6A
ENST00000619208	2eehA
ENST00000619232	1l8rA
ENST00000619387	5w6aE
ENST00000619426	5gjqc
ENST00000619537	
ENST00000619609	4dauB
ENST00000619918	2egeA
ENST00000620048	3tw8A
ENST00000620073	5fwkA
ENST00000620084	5oqkA
ENST00000620134	6cesM
ENST00000620438	6bizC
ENST00000620693	3haiA
ENST00000620786	2cp6A
ENST00000620793	
ENST00000621226	5ajnP
ENST00000621411	5kklB
ENST00000621437	2n52A
