uniprot_id	struct_id	struct_source
P14410	3lppA	PDB
P14416	6vmsR	PDB
P14550	2alrA	PDB
P14555	3u8iA	PDB
P14598	1uecA	PDB
P14618	6b6uA	PDB
P14635	6gu2B	PDB
P14649	1w7iB	PDB
P14678	6ff7f	PDB
P14735	2g54A	PDB
P14778	1iraY	PDB
P14780	1l6jA	PDB
P14784	5m5eB	PDB
P14854	5z62H	PDB
P14866	3to8A	PDB
P14867	6i53A	PDB
P14868	4j15A	PDB
P14902	6v52A	PDB
P14920	3znnA	PDB
P14923	3ifqA	PDB
P14927	5xteF	PDB
P15018	2q7nB	PDB
P15085	4uf4A	PDB
P15086	1kwmA	PDB
P15090	3p6dA	PDB
P15104	2ojwA	PDB
P15121	4lbsA	PDB
P15144	5lhdA	PDB
P15153	1ds6A	PDB
P15169	2nsmA	PDB
P15170	5lztjj	PDB
P15260	1fg9C	PDB
P15291	6fwtA	PDB
P15309	1nd6A	PDB
P15311	4rm8A	PDB
P15328	4lrhA	PDB
P15374	1xd3A	PDB
P15382	2k21A	PDB
P15391	6al5A	PDB
P15428	2gdzA	PDB
P15498	6nf1A	PDB
P15509	4rs1B	PDB
P15529	3o8eB	PDB
P15531	3l7uA	PDB
P15538	6m7xA	PDB
P15559	1d4aA	PDB
P15692	1katV	PDB
P15735	2y7jA	PDB
P15812	3s6cA	PDB
P15813	4ww2C	PDB
P15814	2h32B	PDB
P15848	1fsuA	PDB
P15880	4v6xAC	PDB
P15882	3cxlA	PDB
P15907	4js1A	PDB
P15927	2pqaA	PDB
P15954	5z62L	PDB
P16035	1gxdC	PDB
P16083	4fglA	PDB
P16104	6k1jC	PDB
P16118	1k6mA	PDB
P16152	4z3dA	PDB
P16219	2vigA	PDB
P16298	4or9A	PDB
P16422	4mzvA	PDB
P16444	1ituA	PDB
P16581	4c16A	PDB
P16615	6llyA	PDB
P16671	5lgdA	PDB
P16871	3up1A	PDB
P17050	4do6A	PDB
P17066	3fe1A	PDB
P17081	2atxA	PDB
P17174	3wzfA	PDB
P17181	3se4A	PDB
P17213	1ewfA	PDB
P17252	3iw4A	PDB
P17342	1jdnA	PDB
P17405	5jg8A	PDB
P17516	2fvlA	PDB
P17540	4z9mA	PDB
P17568	5xtcv	PDB
P17612	4ujbA	PDB
P17643	5m8sA	PDB
P17655	1kfuL	PDB
P17693	1ydpA	PDB
P17706	1l8kA	PDB
P17707	1msvA	PDB
P17735	3dydA	PDB
P17752	5j6dA	PDB
P17787	6cnjB	PDB
P17812	2vo1A	PDB
P17813	5hzwA	PDB
P17844	4a4dA	PDB
P17900	2ag4A	PDB
P17931	6fofA	PDB
P17948	5t89X	PDB
P17980	6msdF	PDB
P17987	7lumG	PDB
P18031	2cniA	PDB
P18054	3d3lA	PDB
P18074	6nmiB	PDB
P18077	6zmiLf	PDB
P18085	1z6xA	PDB
P18124	6olgAF	PDB
P18206	1tr2A	PDB
P18283	2he3A	PDB
P18440	2ijaA	PDB
P18510	1irpA	PDB
P18564	4um9B	PDB
P18621	6zmiLP	PDB
P18669	1yjxA	PDB
P18754	5tbkI	PDB
P18825	6kuwA	PDB
P18858	6p0cA	PDB
P19099	7m8iA	PDB
P19113	4e1oA	PDB
P19235	6mojB	PDB
P19256	1ci5A	PDB
P19367	1qhaA	PDB
P19387	5iybC	PDB
P19388	7d58E	PDB
P19397	6wvgA	PDB
P19404	5xtbO	PDB
P19429	4y99C	PDB
P19438	1extA	PDB
P19440	5v4qA	PDB
P19447	6nmiA	PDB
P19474	2iwgB	PDB
P19525	2a1aB	PDB
P19623	2o06A	PDB
P19634	7dsxA	PDB
P19652	3apxA	PDB
P19784	3e3bX	PDB
P19793	4nqaA	PDB
P19801	3hi7A	PDB
P19827	6fpyA	PDB
P19835	1f6wA	PDB
P19875	1qnkA	PDB
P19878	1wm5A	PDB
P19883	3hh2C	PDB
P19957	2relA	PDB
P19971	2wk5A	PDB
P20020	6a69A	PDB
P20036	4p5kA	PDB
P20042	6zp44	PDB
P20061	4kkiA	PDB
P20062	4zrpA	PDB
P20132	1p5jA	PDB
P20138	7aw6A	PDB
P20142	1htrB	PDB
P20151	4nffA	PDB
P20155	2jxdA	PDB
P20160	1a7sA	PDB
P20226	5iybP	PDB
P20248	4cfvB	PDB
P20273	5vkjA	PDB
P20292	6vgcA	PDB
P20333	3alqR	PDB
P20337	3dz8A	PDB
P20338	2bmeA	PDB
P20339	1r2qA	PDB
P20340	5lefA	PDB
P20472	1rjvA	PDB
P20585	3thwB	PDB
P20591	3szrA	PDB
P20592	5uot0	PDB
P20618	5le5L	PDB
P20671	5gt3C	PDB
P20674	5z62E	PDB
P20701	5e6uA	PDB
P20702	4nehA	PDB
P20711	3rchA	PDB
P20718	3tk9A	PDB
P20749	1k1aA	PDB
P20783	3bukA	PDB
P20807	6bjdA	PDB
P20809	6o4oA	PDB
P20813	4i91A	PDB
P20815	5veuA	PDB
P20827	3heiB	PDB
P20933	1apyA	PDB
P21246	2n6fA	PDB
P21266	3gtuB	PDB
P21281	6wm3D	PDB
P21283	6wm3O	PDB
P21397	2z5yA	PDB
P21399	2b3yA	PDB
P21439	6s7pA	PDB
P21453	3v2yA	PDB
P21549	5lucA	PDB
P21554	5tgzA	PDB
P21579	2r83A	PDB
P21580	3dkbA	PDB
P21589	6tveP	PDB
P21673	2b4dA	PDB
P21695	1x0xA	PDB
P21728	7jvqR	PDB
P21730	5o9hA	PDB
P21731	6iiuA	PDB
P21741	1mknA	PDB
P21796	5xdoA	PDB
P21802	4j98A	PDB
P21860	4leoC	PDB
P21917	5wivA	PDB
P21926	6k4jA	PDB
P21953	2bewB	PDB
P21964	4xucA	PDB
P21980	6a8pA	PDB
P22001	7ej1B	PDB
P22033	3bicA	PDB
P22061	1i1nA	PDB
P22087	2ipxA	PDB
P22090	6olgBE	PDB
P22102	2qk4A	PDB
P22234	6yb8A	PDB
P22301	2ilkA	PDB
P22303	4bdtA	PDB
P22304	6iozA	PDB
P22314	6dc6A	PDB
P22352	2r37A	PDB
P22362	1el0A	PDB
P22392	3bbbA	PDB
P22455	4tyjA	PDB
P22607	4k33A	PDB
P22626	5wwgA	PDB
P22680	3v8dA	PDB
P22681	2y1mA	PDB
P22692	2dspB	PDB
P22695	5xteK	PDB
P22736	3v3qA	PDB
P22748	5ipzA	PDB
P22749	1l9lA	PDB
P22830	3hcnA	PDB
P22891	3h5cB	PDB
P22894	1bzsA	PDB
P22914	6if9A	PDB
P23025	6ro4G	PDB
P23141	2hrqA	PDB
P23193	5iybU	PDB
P23219	6y3cA	PDB
P23229	7cebA	PDB
P23246	6wmzA	PDB
P23258	3cb2A	PDB
P23280	3fe4A	PDB
P23284	3iciA	PDB
P23297	2l0pA	PDB
P23368	1gz3A	PDB
P23378	6i35A	PDB
P23381	5ujjA	PDB
P23396	6zmiSD	PDB
P23435	5kcaA	PDB
P23443	4l44A	PDB
P23458	5l04A	PDB
P23469	2jjdA	PDB
P23470	2nlkA	PDB
P23510	2hevF	PDB
P23526	3nj4A	PDB
P23528	4bex1	PDB
P23560	1bndA	PDB
P23677	1w2fA	PDB
P23919	1e2fA	PDB
P23921	6auiA	PDB
P23946	4ag1A	PDB
P24071	1uctA	PDB
P24158	1fujA	PDB
P24385	2w96A	PDB
P24462	7mk8A	PDB
P24468	3cjwA	PDB
P24522	2kg4A	PDB
P24534	1b64A	PDB
P24666	4z99A	PDB
P24723	3txoA	PDB
P24752	2ib8A	PDB
P24855	4awnA	PDB
P24863	4f7nB	PDB
P24864	1w98B	PDB
P24941	6q4gA	PDB
P25024	2lnlA	PDB
P25025	6lfoR	PDB
P25090	6lw5A	PDB
P25098	4mk0A	PDB
P25103	2ks9A	PDB
P25105	5zkpA	PDB
P25116	3vw7A	PDB
P25189	3oaiA	PDB
P25205	6xtx3	PDB
P25208	4awlB	PDB
P25311	3es6A	PDB
P25325	4jgtA	PDB
P25398	4v6xAM	PDB
P25685	3agzA	PDB
P25713	2f5hA	PDB
P25774	2c0yA	PDB
P25786	6kwyE	PDB
P25787	4r3oB	PDB
P25788	4r3oG	PDB
P25789	4r3oC	PDB
P25791	4kfzA	PDB
P25815	1ozoA	PDB
P25929	5zbqA	PDB
P25942	5ihlA	PDB
P25963	1iknD	PDB
P26010	3v4vB	PDB
P26012	6ujaB	PDB
P26038	1e5wA	PDB
P26196	4ct4B	PDB
P26358	4wxxA	PDB
P26368	6tr0A	PDB
P26373	6zmiLL	PDB
P26378	1fxlA	PDB
P26441	1cnt1	PDB
P26447	1m31A	PDB
P26599	2adcA	PDB
P26639	4p3nA	PDB
P26641	5jpoA	PDB
P26678	1zllA	PDB
P26715	3bdwB	PDB
P26842	5tl5A	PDB
P26885	4nnrA	PDB
P26951	6nmyF	PDB
P26998	3qk3A	PDB
P27037	3socA	PDB
P27144	2bbwA	PDB
P27216	6b3iA	PDB
P27338	6fw0A	PDB
P27348	6bcrA	PDB
P27352	3kq4A	PDB
P27361	2zoqA	PDB
P27448	3fe3A	PDB
P27449	6wlw1	PDB
P27482	1ggzA	PDB
P27487	2bgrA	PDB
P27694	1fguA	PDB
P27695	4qheA	PDB
P27707	2no7A	PDB
P27797	5lk5A	PDB
P27815	2qykA	PDB
P27930	3o4oC	PDB
P27986	5xgjB	PDB
P28062	7aweL	PDB
P28065	7aweH	PDB
P28066	6kwyD	PDB
P28068	2bc4B	PDB
P28069	5wc9A	PDB
P28070	4r3o2	PDB
P28072	5le5N	PDB
P28074	5le5K	PDB
P28161	2c4jA	PDB
P28221	7e32R	PDB
P28222	5v54A	PDB
P28223	6a94A	PDB
P28289	4pkiG	PDB
P28325	1rn7A	PDB
P28329	2fy3A	PDB
P28331	5xtbM	PDB
P28340	6tnyA	PDB
P28472	6i53B	PDB
P28482	3sa0A	PDB
P28562	6d66A	PDB
P28566	7e33R	PDB
P28676	1k94A	PDB
P28702	1h9uA	PDB
P28827	2v5yA	PDB
P28845	3pdjA	PDB
P28907	6vuaA	PDB
P29016	1uqsA	PDB
P29017	6c09A	PDB
P29033	2zw3A	PDB
P29034	2rgiA	PDB
P29083	7nvrW	PDB
P29084	7egbV	PDB
P29218	6giuA	PDB
P29274	4uhrA	PDB
P29317	2x11A	PDB
P29350	3ps5A	PDB
P29353	1n3hA	PDB
P29372	1bnkA	PDB
P29373	6hkrA	PDB
P29375	5v9pA	PDB
P29401	4kxwA	PDB
P29460	5mj3A	PDB
P29466	3e4cA	PDB
P29474	6av7A	PDB
P29508	2zv6A	PDB
P29558	6m75A	PDB
P29597	4oliA	PDB
P29622	6f02A	PDB
P29692	2n51A	PDB
P29762	7a9yAAA	PDB
P29965	1alyA	PDB
P29972	6pojA	PDB
P29992	6oijA	PDB
P30038	3v9hA	PDB
P30040	2qc7A	PDB
P30041	5b6mA	PDB
P30043	1hdoA	PDB
P30044	3mngA	PDB
P30046	3kanA	PDB
P30047	7accA	PDB
P30048	5ucxA	PDB
P30050	4v6xCK	PDB
P30084	2hw5A	PDB
P30086	2l7wA	PDB
P30101	3f8uA	PDB
P30153	1b3uA	PDB
P30203	5a2eA	PDB
P30260	4ui9F	PDB
P30281	3g33B	PDB
P30291	5vd9A	PDB
P30307	3op3A	PDB
P30405	5a0eA	PDB
P30419	5o9uA	PDB
P30511	5knmA	PDB
P30518	7dw9R	PDB
P30519	2qppA	PDB
P30520	2v40A	PDB
P30542	5uenA	PDB
P30556	6os0A	PDB
P30559	6tpkA	PDB
P30613	4imaA	PDB
P30626	4uslA	PDB
P30740	4ga7A	PDB
P30793	1fb1A	PDB
P30838	3szaA	PDB
P30876	5iybB	PDB
P30926	6pv7B	PDB
P30968	7br3A	PDB
P30989	6up7R	PDB
P31025	5t43A	PDB
P31040	6vaxA	PDB
P31151	1psrA	PDB
P31153	7kcfA	PDB
P31321	4dinB	PDB
P31327	5douA	PDB
P31350	3oljA	PDB
P31371	1ihkA	PDB
P31415	5crgA	PDB
P31483	2mjnA	PDB
P31644	6a96A	PDB
P31645	5i6xA	PDB
P31749	6s9wA	PDB
P31751	3d0eA	PDB
P31785	4gs7C	PDB
P31930	5xteL	PDB
P31937	2gf2A	PDB
P31939	5uz0A	PDB
P31941	2m65A	PDB
P31943	6dhsA	PDB
P31946	6gn0A	PDB
P31947	3iquA	PDB
P31949	2lucA	PDB
P31994	2fcbA	PDB
P31997	2dksA	PDB
P32119	1qmvA	PDB
P32238	7mbxR	PDB
P32241	6vn7R	PDB
P32245	6w25A	PDB
P32248	6qzhA	PDB
P32297	6pv7A	PDB
P32298	4yhjA	PDB
P32320	1mq0A	PDB
P32321	2w4lA	PDB
P32322	2gerA	PDB
P32455	6lojB	PDB
P32456	7e58A	PDB
P32780	7ena1	PDB
P32881	6jhdA	PDB
P32926	5eqxA	PDB
P32927	4nkqA	PDB
P32929	6nbaA	PDB
P32969	6oleJ	PDB
P33176	1mkjA	PDB
P33316	3ehwA	PDB
P33552	5lqfC	PDB
P33681	1dr9A	PDB
P33763	2kaxA	PDB
P33764	3nsiA	PDB
P33991	6xtx4	PDB
P33992	6xtx5	PDB
P33993	6xtx7	PDB
P34059	4fdiA	PDB
P34096	1rnfA	PDB
P34130	1hcfA	PDB
P34896	6fl5A	PDB
P34897	6m5oA	PDB
P34913	4haiA	PDB
P34931	3gdqA	PDB
P34947	6pjxA	PDB
P34972	6pt0R	PDB
P34998	6pb0R	PDB
P35052	4ywtA	PDB
P35080	1d1jA	PDB
P35219	2w2jA	PDB
P35221	4iggA	PDB
P35222	2z6hA	PDB
P35226	2na1A	PDB
P35228	3e7gA	PDB
P35240	6cdsA	PDB
P35243	2d8nA	PDB
P35244	2pi2E	PDB
P35247	2ricA	PDB
P35249	6vvoD	PDB
P35250	6vvoB	PDB
P35251	6vvoA	PDB
P35268	4v6xCU	PDB
P35270	6i6pA	PDB
P35354	5f1aA	PDB
P35367	7dflR	PDB
P35398	4s15A	PDB
P35408	7d7mA	PDB
P35414	5vblB	PDB
P35442	2rhpA	PDB
P35475	3w81A	PDB
P35498	7dtdA	PDB
P35499	6agfA	PDB
P35520	4l3vA	PDB
P35523	6qvcA	PDB
P35557	6e0iA	PDB
P35558	1nhxA	PDB
P35580	4pd3A	PDB
P35609	4d1eA	PDB
P35610	6l47A	PDB
P35613	7ckoB	PDB
P35625	3ckiB	PDB
P35754	4rqrA	PDB
P35790	5ftgA	PDB
P35813	4ragA	PDB
P35914	2cw6A	PDB
P35998	6mskA	PDB
P36222	1hjxA	PDB
P36404	3doeA	PDB
P36507	1s9iA	PDB
P36543	6wm2H	PDB
P36544	7ekpA	PDB
P36578	6zmiLC	PDB
P36776	7nglA	PDB
P36871	5jn5A	PDB
P36873	1jk7A	PDB
P36888	6jqrA	PDB
P36897	1iasA	PDB
P36941	4mxwR	PDB
P36952	1wz9A	PDB
P36954	5iybI	PDB
P36955	1imvA	PDB
P36957	6h05A	PDB
P36959	2bleA	PDB
P36969	5h5rA	PDB
P36980	3zd1A	PDB
P37023	3my0A	PDB
P37088	6bqnA	PDB
P37108	5aoxB	PDB
P37173	7dv6A	PDB
P37231	3e00D	PDB
P37235	5t7cA	PDB
P37268	3vj8A	PDB
P37802	1wymA	PDB
P37837	1f05A	PDB
P37840	1xq8A	PDB
P38117	1efvB	PDB
P38484	6e3kE	PDB
P38571	6v7nA	PDB
P38606	6wlzA	PDB
P38646	6p2uA	PDB
P38935	4b3fX	PDB
P39019	6zlwU	PDB
P39023	6zmiLB	PDB
P39656	6s7oG	PDB
P39687	6xzqG	PDB
P39748	5k97A	PDB
P39905	2v5eB	PDB
P40121	1j72A	PDB
P40189	3l5hA	PDB
P40198	6avzA	PDB
P40227	7lumA	PDB
P40259	3kg5A	PDB
P40261	7bkgA	PDB
P40306	7aweI	PDB
P40337	6hayB	PDB
P40394	1d1tA	PDB
P40429	4v6xCO	PDB
P40616	1uptA	PDB
P40692	4p7aA	PDB
P40763	6tlcA	PDB
P40855	5lnfA	PDB
P40926	2dfdA	PDB
P40933	2z3qA	PDB
P40937	6vvoC	PDB
P40938	6vvoE	PDB
P40939	6dv2G	PDB
P41091	7d43P	PDB
P41143	4n6hA	PDB
P41145	4djhA	PDB
P41146	5dhhA	PDB
P41159	1ax8A	PDB
P41181	4oj2X	PDB
P41208	2ggmA	PDB
P41214	5oa30	PDB
P41220	2af0A	PDB
P41222	4os3A	PDB
P41223	6qdvL	PDB
P41227	6c9mB	PDB
P41235	4iqrA	PDB
P41238	6x91A	PDB
P41240	3d7tA	PDB
P41250	4kqeA	PDB
P41271	4x1jA	PDB
P41273	2x29A	PDB
P41279	5iu2A	PDB
P41567	2if1A	PDB
P41586	6m1iA	PDB
P41594	6n51A	PDB
P41595	5tvnA	PDB
P41743	3a8xA	PDB
P42126	1sg4A	PDB
P42224	1yvlA	PDB
P42226	5d39A	PDB
P42262	2wjwA	PDB
P42285	6iehB	PDB
P42330	2fgbA	PDB
P42336	5xgiA	PDB
P42345	6bcuA	PDB
P42356	6bq1A	PDB
P42574	2j32A	PDB
P42575	2p2cA	PDB
P42658	1xfdA	PDB
P42702	3e0gA	PDB
P42765	4c2kA	PDB
P42766	4v6xCh	PDB
P42771	1a5eA	PDB
P42773	1bu9A	PDB
P42785	3n2zB	PDB
P42830	2mgsA	PDB
P42858	6x9oA	PDB
P42892	3dwbA	PDB
P42898	6fcxA	PDB
P43003	5llmA	PDB
P43005	6s3qA	PDB
P43034	7mt1A	PDB
P43115	6m9tA	PDB
P43116	7cx2R	PDB
P43155	1nm8A	PDB
P43166	3ml5A	PDB
P43220	7lciR	PDB
P43235	5z5oA	PDB
P43246	3thwA	PDB
P43250	3nynA	PDB
P43320	1ytqA	PDB
P43351	1h2iA	PDB
P43354	5y41A	PDB
P43357	4v0pA	PDB
P43358	2wa0A	PDB
P43364	6wjhA	PDB
P43366	6r7tB	PDB
P43403	4k2rA	PDB
P43405	4fl2A	PDB
P43487	1k5dB	PDB
P43489	2hevR	PDB
P43490	6e68A	PDB
P43628	1b6uA	PDB
P43629	7k80G	PDB
P43652	6fakA	PDB
P43681	6cnjA	PDB
P43686	5l4gK	PDB
P45379	6kn8T	PDB
P45381	2o53A	PDB
P45452	4fvlA	PDB
P45877	2eslA	PDB
P45954	2jifA	PDB
P45974	3ihpA	PDB
P45983	2xrwA	PDB
P45984	7cmlA	PDB
P45985	3aloA	PDB
P46063	2wwyA	PDB
P46108	2eyzA	PDB
P46109	2lqnA	PDB
P46199	6gazBC	PDB
P46527	7b5lP	PDB
P46597	4a6dA	PDB
P46736	6h3cB	PDB
P46776	6zmiLa	PDB
P46777	6oleF	PDB
P46778	6zmiLT	PDB
P46779	4v6xCr	PDB
P46781	6zmiSJ	PDB
P46782	4ug0SF	PDB
P46926	1ne7A	PDB
P46952	2qnkA	PDB
P46976	3u2uA	PDB
P46977	6s7oA	PDB
P47224	1fwqA	PDB
P47712	1cjyA	PDB
P47736	3brwA	PDB
P47813	1d7qA	PDB
P47870	6x3tA	PDB
P47871	5yqzR	PDB
P47872	6wzgR	PDB
P47895	5fhzA	PDB
P47897	4ye6A	PDB
P47900	4xnwA	PDB
P47914	6xa1Lb	PDB
P47929	5h9qA	PDB
P47989	2e1qA	PDB
P47992	1j8iA	PDB
P48023	5l19A	PDB
P48039	6me2A	PDB
P48052	1ayeA	PDB
P48059	7lt9B	PDB
P48060	3q2uA	PDB
P48061	4uaiA	PDB
P48067	6zbvA	PDB
P48163	3wjaA	PDB
P48200	6vcdA	PDB
P48426	6ux9A	PDB
P48443	7a79A	PDB
P48449	1w6jA	PDB
P48539	2n77B	PDB
P48551	1n6uA	PDB
P48556	5l4kT	PDB
P48643	7lumD	PDB
P48728	1wsrA	PDB
P48729	6gzdA	PDB
P48730	6rcgA	PDB
P48735	5i95A	PDB
P48736	7mezA	PDB
P48740	4igdA	PDB
P48775	6pyzA	PDB
P49005	6tnyB	PDB
P49069	6so5E	PDB
P49116	3p0uA	PDB
P49137	4tyhA	PDB
P49146	7ddzA	PDB
P49207	6zmiLg	PDB
P49257	3lcpA	PDB
P49286	6me8A	PDB
P49327	3hhdA	PDB
P49336	5xs2A	PDB
P49354	2h6fA	PDB
P49356	2h6fB	PDB
P49366	1dhsA	PDB
P49368	7lumH	PDB
P49406	6vmiQ	PDB
P49407	6pwcA	PDB
P49419	6o4cA	PDB
P49427	4mdkA	PDB
P49448	6g2uA	PDB
P49450	6mupA	PDB
P49458	4uykA	PDB
P49459	6cyrA	PDB
P49588	5knnA	PDB
P49591	4l87A	PDB
P49638	1oizA	PDB
P49642	6rb4A	PDB
P49662	6nryA	PDB
P49674	4hokA	PDB
P49675	3p0lA	PDB
P49721	4r3oK	PDB
P49736	6xtx2	PDB
P49747	3fbyA	PDB
P49748	3b96A	PDB
P49753	3hlkA	PDB
P49759	6zlnA	PDB
P49760	6fykA	PDB
P49763	1fzvA	PDB
P49765	2xacA	PDB
P49768	6idfB	PDB
P49770	7d46C	PDB
P49771	1eteA	PDB
P49773	6g9zA	PDB
P49789	2fitA	PDB
P49795	1cmzA	PDB
P49815	7dl2A	PDB
P49821	5xtbA	PDB
P49841	4nm5A	PDB
P49848	7egbF	PDB
P49862	2qxiA	PDB
P49863	1mzaA	PDB
P49888	4jvlA	PDB
P49902	6ddqA	PDB
P49903	3fd6A	PDB
P49914	3hy6A	PDB
P49915	2vxoA	PDB
P49916	3l2pA	PDB
P49917	6bkgA	PDB
P49959	3t1iA	PDB
P50052	6jodA	PDB
P50053	6ul7A	PDB
P50120	7k3iA	PDB
P50135	2aotA	PDB
P50148	6vu5B	PDB
P50213	6kdeA	PDB
P50225	1z28A	PDB
P50226	1z29A	PDB
P50281	3c7xA	PDB
P50336	3nksA	PDB
P50440	1jdwA	PDB
P50542	2j9qA	PDB
P50579	5d6eA	PDB
P50583	1xsaA	PDB
P50591	1d4vB	PDB
P50607	1s31A	PDB
P50613	7ena8	PDB
P50616	2z15A	PDB
P50750	3mi9A	PDB
P50895	2petA	PDB
P50914	6zmiLM	PDB
P50990	7lumB	PDB
P50991	7lumF	PDB
P51124	2zgcA	PDB
P51148	4kyiB	PDB
P51149	1yhnA	PDB
P51151	1wmsA	PDB
P51157	2hxsA	PDB
P51159	6hufA	PDB
P51161	1o1uA	PDB
P51168	6bqnB	PDB
P51170	6bqnC	PDB
P51398	6vmiAX	PDB
P51449	3l0lA	PDB
P51452	3f81A	PDB
P51532	6ltjI	PDB
P51553	7ce3B	PDB
P51570	6zgxA	PDB
P51580	2bzgA	PDB
P51617	6bfnA	PDB
P51648	4qgkA	PDB
P51649	2w8pA	PDB
P51659	1zbqA	PDB
P51665	5l4kU	PDB
P51668	4qplB	PDB
P51671	1eotA	PDB
P51681	6meoB	PDB
P51684	6wwzR	PDB
P51688	4mhxA	PDB
P51692	6mbzA	PDB
P51787	6v00A	PDB
P51798	7jm7A	PDB
P51809	2dmwA	PDB
P51812	4d9uA	PDB
P51813	3sxsA	PDB
P51857	3buvA	PDB
P51858	1ri0A	PDB
P51911	1wypA	PDB
P51946	7egb9	PDB
P51948	7ena0	PDB
P51955	2w5bA	PDB
P51965	3bzhA	PDB
P51970	5xtcu	PDB
P52209	2jkvA	PDB
P52292	5h43A	PDB
P52294	4b18A	PDB
P52298	5oobB	PDB
P52306	5xgcA	PDB
P52434	5iybH	PDB
P52435	5iybK	PDB
P52564	3vn9A	PDB
P52565	1hh4D	PDB
P52566	1ds6B	PDB
P52630	6ux2A	PDB
P52657	5m4sA	PDB
P52701	2o8eB	PDB
P52757	1xa6A	PDB
P52758	1oniA	PDB
P52788	3c6mA	PDB
P52789	5hfuA	PDB
P52790	3hm8A	PDB
P52803	4l0pB	PDB
P52815	7o9kFF	PDB
P52888	2o36A	PDB
P52895	4xo6A	PDB
P53004	2h63A	PDB
P53041	1wao1	PDB
P53350	2rkuA	PDB
P53365	1i49A	PDB
P53370	3h95A	PDB
P53396	6uuwA	PDB
P53582	2b3hA	PDB
P53597	6wcvA	PDB
P53602	3d4jA	PDB
P53611	6j7fB	PDB
P53634	3pdfA	PDB
P53667	3s95A	PDB
P53671	5nxdA	PDB
P53673	3lwkA	PDB
P53680	6uriS	PDB
P53778	7cgaA	PDB
P53779	4h39A	PDB
P53803	7d58L	PDB
P53816	2kytA	PDB
P53985	7ckrA	PDB
P53992	3eh2A	PDB
P53999	6ycsA	PDB
P54098	3ikmA	PDB
P54132	4cgzA	PDB
P54136	4r3zB	PDB
P54274	5wirA	PDB
P54278	1h7sA	PDB
P54284	7mixC	PDB
P54289	7mixD	PDB
P54315	2pplA	PDB
P54368	4zgyB	PDB
P54577	5thhA	PDB
P54578	6iinA	PDB
P54619	5ezvE	PDB
P54646	5isoA	PDB
P54652	5fpmA	PDB
P54687	2abjA	PDB
P54710	2mkvA	PDB
P54725	1oqyA	PDB
P54764	4m4rA	PDB
P54802	4xwhA	PDB
P54829	2bv5A	PDB
P54868	2wyaA	PDB
P54886	2h5gA	PDB
P54922	6g28A	PDB
P55000	6zzeA	PDB
P55008	2g2bA	PDB
P55010	2iu1A	PDB
P55011	6pztA	PDB
P55036	5l4kW	PDB
P55040	2cjwA	PDB
P55042	3q72A	PDB
P55055	4nqaB	PDB
P55064	3d9sA	PDB
P55072	7bpaA	PDB
P55075	2fdbM	PDB
P55084	6dv2A	PDB
P55087	3gd8A	PDB
P55145	2kvdA	PDB
P55157	6i7sG	PDB
P55210	1shlA	PDB
P55211	1nw9B	PDB
P55212	4nblA	PDB
P55263	2i6aA	PDB
P55273	1bd8A	PDB
P55735	3bg1A	PDB
P55769	2jnbA	PDB
P55789	3tk0A	PDB
P55809	3dlxA	PDB
P55854	2io1B	PDB
P55884	6zmw1	PDB
P55899	6qioB	PDB
P55957	2bidA	PDB
P56159	6q2nC	PDB
P56192	5goyA	PDB
P56277	1hp8A	PDB
P56278	1qttA	PDB
P56279	1jsgA	PDB
P56282	5vbnA	PDB
P56373	5svkA	PDB
P56470	1x50A	PDB
P56524	5zooG	PDB
P56537	6lu86	PDB
P56545	2omeA	PDB
P56556	5xtbE	PDB
P56589	3ajbA	PDB
P56696	7bylA	PDB
P56703	6ahyB	PDB
P56704	7drtA	PDB
P56817	4pzwA	PDB
P57060	2daxA	PDB
P57075	5wdiA	PDB
P57105	2enoA	PDB
P57729	6hduA	PDB
P57730	1dgnA	PDB
P57735	2oilA	PDB
P57764	6n9oA	PDB
P57768	5gw1A	PDB
P57771	5do9B	PDB
P57772	5izlA	PDB
P57789	4xdlA	PDB
P58004	6n0mA	PDB
P58062	2leoA	PDB
P58335	1shuX	PDB
P58546	3aaaC	PDB
P58753	2y92A	PDB
P59095	2mouA	PDB
P59768	5uklG	PDB
P59998	6uhcF	PDB
P60006	6q6gD	PDB
P60022	2nlsA	PDB
P60033	5tcxA	PDB
P60059	6w6l2	PDB
P60174	1wyiA	PDB
P60228	6zvjE	PDB
P60484	5bzzA	PDB
P60520	7lk3A	PDB
P60568	5utzA	PDB
P60604	2cyxA	PDB
P60763	2ic5A	PDB
P60842	6zmwj	PDB
P60866	6zmiSU	PDB
P60880	2n1tC	PDB
P60891	4f8eA	PDB
P60900	5le5G	PDB
P60903	4hrgA	PDB
P60953	2ngrA	PDB
P61006	7lwbA	PDB
P61011	7nfxx	PDB
P61018	2o52A	PDB
P61019	1z0aA	PDB
P61020	2heiA	PDB
P61024	1dksA	PDB
P61026	5szjA	PDB
P61073	3oduA	PDB
P61077	5eggA	PDB
P61081	4p5oG	PDB
P61086	3e46A	PDB
P61088	7bbdC	PDB
P61106	1z0fA	PDB
P61158	6uhcA	PDB
P61160	6uhcB	PDB
P61165	6s7oC	PDB
P61201	4d10B	PDB
P61204	6ii6C	PDB
P61218	1qklA	PDB
P61221	6zvj1	PDB
P61224	4hdoB	PDB
P61244	1an2A	PDB
P61247	4v6xAB	PDB
P61254	6zmiLY	PDB
