ENST00000330271 Q5JWF8
ENST00000244573 Q02539
ENST00000285871 Q8IYE0
ENST00000163416 Q8TBA6
ENST00000293771 Q96CK0
ENST00000293261 Q96AN5
ENST00000257867 Q9GZZ8
ENST00000270517 Q9BQ95
ENST00000316403 P10909
ENST00000273359 Q9NUJ1
ENST00000280020 Q86T90
ENST00000272133 Q8TBE1
ENST00000330720 P24390
ENST00000257626 A4D1B5
ENST00000324675 Q17R55
ENST00000261275 O60320
ENST00000263269 O15399
ENST00000308796 Q96DR8
ENST00000329197 Q6PK18
ENST00000257818 P25791
ENST00000260184 Q5H9U9
ENST00000283646 P49247
ENST00000332290 Q7Z4R8
ENST00000327906 Q9BWX1
ENST00000306084 Q86VQ3
ENST00000253237 Q9BQ67
ENST00000332966 O75094
ENST00000261191 Q9NVM9
ENST00000312989 P62136
ENST00000267017 O15130
ENST00000231721 Q9NS98
ENST00000216923 Q9NTW7
ENST00000215061 Q9H607
ENST00000257700 Q6NUQ1
ENST00000263266 Q2M2I3
ENST00000259569 O60518
ENST00000321762 Q8TDM5
ENST00000222250 Q8TBH0
ENST00000265866 P31942
ENST00000241041 Q9Y5Y5
ENST00000222122 Q10586
ENST00000312438 Q9UBD9
ENST00000223026 Q2M3T9
ENST00000330710 Q96JK4
ENST00000334232 Q8WWZ3
ENST00000275235 Q9NVV5
ENST00000266754 Q86XJ1
ENST00000302125 Q8WU39
ENST00000333598 Q8IX19
ENST00000334205 O75676
ENST00000322953 Q8NDB2
ENST00000258052 O60906
ENST00000282499 P48058
ENST00000284116 Q8N9F7
ENST00000331251 P48145
ENST00000084798 O75493
ENST00000219476 P49815
ENST00000233242 P04114
ENST00000270235 Q8WTR8
ENST00000291572 Q9NRZ7
ENST00000242719 Q9Y3C5
ENST00000318083 Q6ZN01
ENST00000026218 Q9BRB3
ENST00000307198 Q8WZ04
ENST00000290552 P78412
ENST00000262903 Q8IYU2
ENST00000295757 Q96DB2
ENST00000289119 Q8WU67
ENST00000232905 O60739
ENST00000311916 Q96RR1
ENST00000332585 Q969R2
ENST00000210633 Q9NTN9
ENST00000229922 P40123
ENST00000328194 Q6IQ26
ENST00000264228 Q9H8P0
ENST00000275300 O75751
ENST00000301891 Q9NSA0
ENST00000302851 Q8N587
ENST00000303921 O15354
ENST00000263372 Q9Y257
ENST00000325385 Q8IYB7
ENST00000263663 Q53T94
ENST00000278856 Q6RFH5
ENST00000281882 P0CG36
ENST00000335523 A6NLU5
ENST00000291442 P10588
ENST00000292433 Q9BTL4
ENST00000328853 Q6UXB4
ENST00000259216 P0CG37
ENST00000261592 O94818
ENST00000281543 Q8N442
ENST00000283268 Q8TBJ5
ENST00000324589 Q96FL9
ENST00000332990 Q8N8F6
ENST00000283946 Q8NEA4
ENST00000329797 Q9UNW8
ENST00000298545 Q96MA6
ENST00000295448 Q8TDQ7
ENST00000240306 Q92988
ENST00000252597 Q8N6Y0
ENST00000313833 Q9NWN3
ENST00000157600 Q9NZU5
ENST00000301919 Q8NCY6
ENST00000312655 Q96QA6
ENST00000300145 Q9Y6H3
ENST00000325144 Q8N680
ENST00000251241 Q8IX18
ENST00000216294 Q16533
ENST00000334928 Q86UU5
ENST00000257894 Q8IYM0
ENST00000283916 O60235
ENST00000243776 Q8IZ52
ENST00000244061 Q9Y508
ENST00000262291 Q96GC9
ENST00000311923 P00540
ENST00000302060 Q9H819
ENST00000316981 Q6DJT9
ENST00000252530 Q17RN3
ENST00000226413 P30968
ENST00000304743 Q96RV3
ENST00000199708 P09105
ENST00000221399 O00295
ENST00000331173 Q9H0L4
ENST00000229395 Q9NVK5
ENST00000333127 Q8IXL9
ENST00000310914 Q8N6M8
ENST00000239374 Q8IYT3
ENST00000318493 P08581
ENST00000054650 Q8WTV1
ENST00000317735 O14718
ENST00000307169 Q96T92
ENST00000314222 Q53GA4
ENST00000331427 Q7RTS6
ENST00000221138 P62714
ENST00000221403 Q9UQ10
ENST00000282538 Q6ZQY3
ENST00000002165 Q9BTY2
ENST00000293288 Q07812
ENST00000271064 Q9GZM7
ENST00000314032 P55916
ENST00000329434 Q8WZ92
ENST00000269216 Q92908
ENST00000329468 Q9NZP6
ENST00000259963 Q9UBU6
ENST00000335154 Q8IVF7
ENST00000323798 P13807
ENST00000219066 P78549
ENST00000282249 P33402
ENST00000272342 Q9NY74
ENST00000247219 Q6SJ96
ENST00000310421 Q96JH7
ENST00000307360 Q9Y5I2
ENST00000316436 Q8N112
ENST00000226067 Q16534
ENST00000276704 Q96K31
ENST00000307971 Q8TCV5
ENST00000282146 Q9HB14
ENST00000312584 Q9UBN6
ENST00000335099 Q86UN3
ENST00000301407 A6NKQ9
ENST00000253807 Q9H158
ENST00000299596 Q5BJD5
ENST00000334000 Q86SI9
ENST00000267622 Q15643
ENST00000289272 Q9Y5I0
ENST00000317658 Q96KX2
ENST00000221444 Q96RP8
ENST00000262487 B1AKI9
ENST00000261637 O75691
ENST00000319074 Q9NWQ9
ENST00000262139 Q5MNZ9
ENST00000296125 P49221
ENST00000265295 Q96EA4
ENST00000310397 Q8TER0
ENST00000327268 O15403
ENST00000280057 Q86V42
ENST00000289269 Q9Y5I4
ENST00000322897 Q99747
ENST00000284382 Q8IU89
ENST00000295190 Q7RTX9
ENST00000334186 O75145
ENST00000311234 Q9UL03
ENST00000254765 Q9HBV1
ENST00000308105 Q5SVJ3
ENST00000243786 P05111
ENST00000314641 Q8NE79
ENST00000292579 P15622
ENST00000332397 A6NKU9
ENST00000264607 Q9Y576
ENST00000261980 P58304
ENST00000287652 Q93075
ENST00000314011 Q9C0F3
ENST00000252825 P23327
ENST00000295452 Q8N1C3
ENST00000238156 Q53HC0
ENST00000327809 O14843
ENST00000075503 Q6J9G0
ENST00000302006 P78414
ENST00000007699 Q9Y2T7
ENST00000257934 Q14674
ENST00000317370 P14672
ENST00000326181 Q6Q0C0
ENST00000236192 O75379
ENST00000319980 Q13099
ENST00000322054 Q9NZN3
ENST00000322753 Q5TGZ0
ENST00000322434 Q96LW1
ENST00000258381 Q9HB58
ENST00000293872 Q9NQ29
ENST00000230122 O43167
ENST00000216366 Q9Y587
ENST00000278426 O75387
ENST00000295453 P10696
ENST00000221498 Q9UK85
ENST00000295463 P09923
ENST00000317605 Q9Y586
ENST00000255262 Q9GZQ4
ENST00000289749 P41271
ENST00000323906 P11049
ENST00000326665 Q5RHP9
ENST00000007722 P26006
ENST00000248879 Q9BY27
ENST00000304920 Q8TAD2
ENST00000235345 Q9NTN3
ENST00000237275 Q5TFG8
ENST00000309926 Q8TDV2
ENST00000332372 Q6QHK4
ENST00000321420 Q8N944
ENST00000272367 Q8N1N0
ENST00000320129 Q8N9F8
ENST00000290663 Q96G25
ENST00000294889 Q9H7X2
ENST00000315869 P19532
ENST00000301825 O75355
ENST00000231188 O15303
ENST00000247977 Q9NXK8
ENST00000318225 Q8N5N4
ENST00000319340 Q8NET6
ENST00000300648 Q92616
ENST00000320743 Q6UXM1
ENST00000267103 Q9HB07
ENST00000272164 O14904
ENST00000284523 P56704
ENST00000315475 Q86Y25
ENST00000251582 O95450
ENST00000266744 P50553
ENST00000256707 Q9ULH0
ENST00000334126 Q4AC94
ENST00000274496 Q969M3
ENST00000266736 Q96NU7
ENST00000270631 Q96A98
ENST00000221485 Q9P2U7
ENST00000306675 P35368
ENST00000297142 Q96NK8
ENST00000301459 Q8IZ40
ENST00000322241 Q9BZJ7
ENST00000269373 Q9HA64
ENST00000305798 P62079
ENST00000309737 Q7Z5B4
ENST00000305815 Q4G0N8
ENST00000265437 Q9NRC1
ENST00000238508 P48595
ENST00000300784 Q9H479
ENST00000276055 Q9NS84
ENST00000262198 Q6IQ32
ENST00000305253 P50607
ENST00000304546 O95672
ENST00000176195 P09683
ENST00000326724 Q6ZMQ8
ENST00000225235 O60347
ENST00000314727 Q8N8I0
ENST00000234392 Q9UIW0
ENST00000319136 O14791
ENST00000316902 Q9UHI5
ENST00000269392 Q9UPN4
ENST00000277632 Q9H8M7
ENST00000293350 Q8IZ83
ENST00000305978 P57086
ENST00000331113 Q9NZV8
ENST00000237642 O95210
ENST00000322348 Q9P109
ENST00000216268 O75132
ENST00000263918 O43815
ENST00000246841 Q9NZU1
ENST00000328867 Q6ZSI9
ENST00000302550 Q9BSY9
ENST00000228567 Q6XYQ8
ENST00000272438 Q6UWH6
ENST00000294829 Q8IYT1
ENST00000260563 O00442
ENST00000298746 Q8WWH5
ENST00000334744 Q8N945
ENST00000234396 P15313
ENST00000239882 P32519
ENST00000322927 Q9H4Z2
ENST00000216061 O75170
ENST00000258385 Q07001
ENST00000316793 P30559
ENST00000330817 Q9BV10
ENST00000228251 P16989
ENST00000273596 Q9BUJ0
ENST00000243440 Q9NR55
ENST00000216602 Q9BQ24
ENST00000247306 O75638
ENST00000263087 P38570
ENST00000242994 Q9HD90
ENST00000298894 Q96BY2
ENST00000298440 Q96P68
ENST00000333590 P37287
ENST00000013070 Q8N806
ENST00000278572 P23396
ENST00000295470 O14979
ENST00000217121 O43399
ENST00000252032 Q5TEA3
ENST00000159087 Q9HCE9
ENST00000222747 O95859
ENST00000305377 Q8NGE7
ENST00000027335 Q12864
ENST00000264690 P03952
ENST00000247706 Q96I13
ENST00000332843 Q9Y6Z7
ENST00000328879 Q53GT1
ENST00000270645 Q96D15
ENST00000255305 Q9C0E2
ENST00000296129 Q9H5V8
ENST00000273258 O75915
ENST00000246794 O14669
ENST00000265361 Q99985
ENST00000266483 Q5BKT4
ENST00000259526 P48745
ENST00000269886 Q99961
ENST00000272167 P07099
ENST00000202816 Q9H501
ENST00000299847 Q494W8
ENST00000326258 Q8NGE5
ENST00000297313 O76081
ENST00000293777 Q9P086
ENST00000269289 Q9H091
ENST00000229633 Q9NQE9
ENST00000300006 Q96MC5
ENST00000327669 Q1W6H9
ENST00000316731 P86790
ENST00000254090 P49326
ENST00000304790 Q96LI6
ENST00000332395 Q9NUL7
ENST00000323169 Q8N8L2
ENST00000280187 P51674
ENST00000321600 Q8N1N2
ENST00000304060 Q8IYI8
ENST00000322893 Q8NCM2
ENST00000333190 A4D1E1
ENST00000016946 Q99666
ENST00000297203 Q8TBZ9
ENST00000233099 Q9P2D3
ENST00000318753 Q2VPJ9
ENST00000304030 Q8NDP4
ENST00000320474 O75752
ENST00000332644 Q86T26
ENST00000307300 O95299
ENST00000245414 P10914
ENST00000257829 Q9H0A0
ENST00000054666 Q15836
ENST00000261208 P42357
ENST00000272139 Q9BU76
ENST00000327271 I6L899
ENST00000274710 Q9BQI7
ENST00000238018 Q9Y2T3
ENST00000325752 Q9UJT1
ENST00000303759 Q9BUK0
ENST00000265459 Q9P2S2
ENST00000262345 Q99665
ENST00000311160 Q68CZ2
ENST00000232496 O75896
ENST00000297625 Q6NSJ0
ENST00000314529 Q6ZNG0
ENST00000285419 Q8N4L2
ENST00000320865 Q67FW5
ENST00000266254 O95922
ENST00000297623 Q8NCR6
ENST00000271277 Q9P2B4
ENST00000331493 Q8IY85
ENST00000295201 Q8WW24
ENST00000269394 Q32MQ0
ENST00000309575 Q9Y4C5
ENST00000238044 Q9H1Z8
ENST00000322527 Q8NDH2
ENST00000262919 O75882
ENST00000287908 Q8NFT2
ENST00000326735 Q9NQ11
ENST00000311450 A1L4L8
ENST00000300022 Q96NS1
ENST00000306268 Q12951
ENST00000221573 Q13487
ENST00000210313 Q16401
ENST00000194155 Q9Y5E7
ENST00000298786 Q86V20
ENST00000230124 Q92562
ENST00000304506 P35225
ENST00000304330 Q9BWH6
ENST00000306549 Q9Y5F3
ENST00000284637 Q7Z6J0
ENST00000333861 Q9NVE4
ENST00000264833 O95897
ENST00000322602 P55082
ENST00000318978 P60606
ENST00000284425 Q8N139
ENST00000289422 O14511
ENST00000320394 Q8N0W5
ENST00000270560 O14894
ENST00000230529 O95389
ENST00000333254 P0C7W6
ENST00000219837 Q1ED39
ENST00000334379 Q7Z4G4
ENST00000254323 Q9H7M6
ENST00000231134 Q9Y5E4
ENST00000231130 Q9Y5E6
ENST00000222256 P20336
ENST00000328739 Q7Z5L0
ENST00000307526 Q8IZV2
ENST00000239446 Q9UN67
ENST00000265605 Q9H2A2
ENST00000226574 P19838
ENST00000239444 Q9UN66
ENST00000239449 Q9Y5E9
ENST00000320095 Q641Q3
ENST00000231173 Q9Y5E8
ENST00000301280 Q13111
ENST00000231136 Q9Y5E3
ENST00000239450 Q9Y5F1
ENST00000316105 Q9Y5E1
ENST00000261180 Q9UKU6
ENST00000194152 Q9Y5E5
ENST00000231137 Q9Y5E2
ENST00000334983 Q96FZ5
ENST00000332783 Q9H672
ENST00000305783 Q5M7Z0
ENST00000313582 Q15653
ENST00000264828 P25940
ENST00000205636 Q9NX76
ENST00000314742 Q8NG48
ENST00000296266 Q9HBG6
ENST00000310396 A4D0V7
ENST00000319242 Q9GZZ7
ENST00000298943 Q5VWW1
ENST00000272134 O75610
ENST00000273063 P48751
ENST00000307063 Q96N64
ENST00000258229 A6NKB5
ENST00000305494 Q86UB9
ENST00000329905 Q8IU99
ENST00000318003 Q6P1N0
ENST00000287169 Q9C0B5
ENST00000309536 Q8TE54
ENST00000322444 Q14681
ENST00000316549 Q8IVB4
ENST00000301587 O75947
ENST00000331264 A6NH11
ENST00000298125 Q96P53
ENST00000275767 Q9NV12
ENST00000292853 Q8NI29
ENST00000233027 P51957
ENST00000233025 Q9Y6A9
ENST00000266014 Q68CQ7
ENST00000263655 Q96F85
ENST00000259486 Q13822
ENST00000193391 Q9BZV3
ENST00000271835 Q9UBG3
ENST00000334213 P17024
ENST00000264059 Q9BUP0
ENST00000316073 Q6XPR3
ENST00000319423 Q8NGW1
ENST00000245543 Q9H6L4
ENST00000307266 Q8WXC6
ENST00000246801 Q9UJT2
ENST00000274181 Q8TE57
ENST00000319460 Q8NHW6
ENST00000184956 Q6AI08
ENST00000316754 Q9H4E5
ENST00000292852 Q96EF6
ENST00000321725 Q9NY15
ENST00000262018 Q16586
ENST00000211076 Q9BZJ3
ENST00000308742 Q5I7T1
ENST00000331256 Q6ZNF0
ENST00000263795 Q9H967
ENST00000298198 Q6PCE3
ENST00000286692 Q6UX65
ENST00000305139 P19224
ENST00000296564 Q9Y2F5
ENST00000309988 P21145
ENST00000325017 A6NCS4
ENST00000290271 P52823
ENST00000328314 A6NM76
ENST00000264036 P43121
ENST00000322564 A6NEE1
ENST00000331835 O60613
ENST00000313777 Q9BT04
ENST00000327335 A6NIJ9
ENST00000318438 Q0VAF6
ENST00000305997 Q6ZWT7
ENST00000236979 P09430
ENST00000331982 Q8IZJ0
ENST00000267807 Q6N043
ENST00000256925 Q8TDN4
ENST00000248668 Q9P244
ENST00000333305 A6NJ69
ENST00000328654 P17031
ENST00000269081 Q8WWZ4
ENST00000313334 Q96K17
ENST00000289672 Q8TDX9
ENST00000319540 Q86SK9
ENST00000274629 Q16558
ENST00000222462 Q9UBV4
ENST00000261811 Q9H1C7
ENST00000305208 P22309
ENST00000269919 Q9NXJ5
ENST00000314471 Q5PRF9
ENST00000332680 P07355
ENST00000310109 A6NK58
ENST00000302103 Q9Y231
ENST00000303045 Q8NFW1
ENST00000332912 Q537H7
ENST00000231121 O96004
ENST00000295208 Q96K75
ENST00000334746 Q9P203
ENST00000240687 Q9NYW3
ENST00000240615 Q9NYW2
ENST00000240691 Q9NYW1
ENST00000315033 Q9GZN0
ENST00000242819 Q6NSX1
ENST00000309675 Q8NGE3
ENST00000288167 Q9NRM6
ENST00000314565 Q969J3
ENST00000284061 P52429
ENST00000240619 Q9NYW0
ENST00000228811 Q16378
ENST00000233143 P63313
ENST00000304411 Q9NS67
ENST00000293725 Q8TA94
ENST00000305883 O14901
ENST00000264318 P48169
ENST00000303786 Q8TCW9
ENST00000242804 Q9H7R0
ENST00000296051 Q969F9
ENST00000295454 P18505
ENST00000229955 Q9BZJ6
ENST00000238994 Q9UQK1
ENST00000316149 Q9P032
ENST00000243056 P31276
ENST00000311437 Q9ULM2
ENST00000243103 P31275
ENST00000289753 P50406
ENST00000281142 Q96NL6
ENST00000254770 Q9NS86
ENST00000264613 P00450
ENST00000300175 P05408
ENST00000301547 Q9Y2A4
ENST00000270061 Q9BWG4
ENST00000262096 Q9UIJ5
ENST00000281146 Q8N1A6
ENST00000262644 Q9NX62
ENST00000285518 Q9NUQ2
ENST00000040584 P31273
ENST00000312492 Q00444
ENST00000303460 Q9NYD6
ENST00000296358 Q7RTM1
ENST00000226319 Q6IE81
ENST00000303406 P09017
ENST00000266771 Q8N697
ENST00000243108 P09630
ENST00000242108 Q7L9B9
ENST00000256001 Q9P1U1
ENST00000263233 P08247
ENST00000228865 O60519
ENST00000270357 Q9HAU8
ENST00000252590 Q9BX97
ENST00000276127 Q8N123
ENST00000318351 Q8WXA8
ENST00000011473 Q16563
ENST00000257895 Q92781
ENST00000273814 P52824
ENST00000333972 Q86VW2
ENST00000250448 P55317
ENST00000219905 Q8IWI9
ENST00000302236 Q9H5L6
ENST00000334269 Q5TCM9
ENST00000307650 Q9BUT9
ENST00000225964 P02452
ENST00000320442 Q8NG04
ENST00000240316 P38432
ENST00000306390 P02750
ENST00000272462 Q13021
ENST00000205143 Q9NYJ7
ENST00000335426 P59797
ENST00000283148 Q8NBZ7
ENST00000223145 Q86VQ1
ENST00000326282 Q96D98
ENST00000311575 Q8TAT2
ENST00000333881 Q5T5A8
ENST00000219409 Q99819
ENST00000247986 Q9P2E2
ENST00000202017 Q9NUG6
ENST00000297063 Q8NCT3
ENST00000315691 Q8NDZ4
ENST00000308302 Q6ZVE7
ENST00000326765 Q96LR9
ENST00000334371 Q5T754
ENST00000297591 Q69YN4
ENST00000326233 Q5T752
ENST00000322157 P55786
ENST00000267377 P30872
ENST00000310850 Q96FN9
ENST00000265271 Q9P2N5
ENST00000224862 Q9H469
ENST00000300433 Q6UXU6
ENST00000273286 Q9HBL6
ENST00000313655 Q9BVC3
ENST00000286234 Q8TB45
ENST00000017003 Q9H1B5
ENST00000328224 P22459
ENST00000265769 Q9UKQ2
ENST00000318636 Q9Y2D0
ENST00000225538 P51575
ENST00000331366 Q86YQ8
ENST00000255108 Q9BQC3
ENST00000319212 Q8TF46
ENST00000295108 Q13562
ENST00000296721 Q8TED9
ENST00000280190 Q8IZU2
ENST00000327473 Q8WVP5
ENST00000266182 A6PVC2
ENST00000297784 Q8TDI8
ENST00000282032 Q8N8R7
ENST00000221543 Q9HA65
ENST00000275053 Q6ZRQ5
ENST00000328890 P47890
ENST00000282903 O00469
ENST00000234170 Q03701
ENST00000256412 O15204
ENST00000328205 Q5TKA1
ENST00000311308 Q8N6N2
ENST00000295226 Q96MF4
ENST00000261889 Q13596
ENST00000254190 Q86X52
ENST00000014914 Q8NFJ5
ENST00000238936 Q14CX5
ENST00000300452 Q9Y3A0
ENST00000261336 P20742
ENST00000327930 Q8NH79
ENST00000309154 Q8NGM8
ENST00000262288 Q9HB40
ENST00000228887 Q9NZD1
ENST00000319332 Q8IVL5
ENST00000014930 Q9NRV9
ENST00000260385 Q96TC7
ENST00000323404 P47881
ENST00000226317 P80162
ENST00000307771 Q15696
ENST00000332517 Q8N9V2
ENST00000297689 Q16649
ENST00000266679 Q16630
ENST00000292566 Q9NXW9
ENST00000322608 P30953
ENST00000297325 Q8TAQ9
ENST00000291231 P47888
ENST00000280191 Q8NEY3
ENST00000248384 P47887
ENST00000317091 O00748
ENST00000265990 O14981
ENST00000327245 O94823
ENST00000301365 Q8NET8
ENST00000291574 P48553
ENST00000300456 Q6P1M0
ENST00000303334 Q6UWW8
ENST00000214869 Q13445
ENST00000307033 Q8NGN0
ENST00000321252 Q8NGN1
ENST00000307002 Q8NH81
ENST00000261383 Q8TD57
ENST00000295522 O95832
ENST00000254963 Q96MM6
ENST00000282406 Q8IVE3
ENST00000247225 Q9BX95
ENST00000296525 Q8WWX0
ENST00000264734 Q9Y5I7
ENST00000304883 P29371
ENST00000272067 P24666
ENST00000262844 Q9Y4X0
ENST00000311812 Q8N9S9
ENST00000265840 Q8N336
ENST00000326080 Q96IV6
ENST00000291823 Q8NE63
ENST00000265036 Q8WUY9
ENST00000262525 Q9UEG4
ENST00000334049 P38405
ENST00000260447 P30047
ENST00000255764 Q9BTT4
ENST00000263578 Q96CU9
ENST00000264596 Q8TAT5
ENST00000281081 Q8TB37
ENST00000265260 Q8WW12
ENST00000297613 Q8N5L8
ENST00000309117 O14972
ENST00000324695 Q7Z2W7
ENST00000261574 O00410
ENST00000309733 Q8N8J7
ENST00000216190 O15371
ENST00000225972 Q96AG4
ENST00000261778 Q9C0B7
ENST00000334888 Q9P0N5
ENST00000311104 Q8TDV0
ENST00000293405 Q6UXV1
ENST00000328886 Q6UXZ0
ENST00000282111 Q9HCS4
ENST00000274000 Q63HQ0
ENST00000265140 Q9BQI6
ENST00000329271 Q8TAA5
ENST00000274545 Q16445
ENST00000274569 Q8NBM8
ENST00000265717 P31323
ENST00000228741 P41970
ENST00000292616 Q9UFC0
ENST00000285238 O15438
ENST00000296026 P19876
ENST00000307750 O15062
ENST00000261796 Q9UHF5
ENST00000296438 Q6X9E4
ENST00000244565 Q8IV45
ENST00000263379 Q6UWB1
ENST00000316534 O15259
ENST00000317135 Q5VUJ6
ENST00000002125 Q7L592
ENST00000334955 Q6PCB5
ENST00000300896 Q8NFA0
ENST00000257663 Q9H2L4
ENST00000283713 O15195
ENST00000256178 Q9Y5Y7
ENST00000216862 Q07973
ENST00000259632 O75935
ENST00000320578 Q14964
ENST00000269127 Q86WR6
ENST00000312938 O95625
ENST00000244728 Q96P44
ENST00000262879 Q86X10
ENST00000220913 Q9NRG0
ENST00000325995 Q2WGJ6
ENST00000306609 Q9Y6F8
ENST00000261739 Q8IZ07
ENST00000296059 Q96CE8
ENST00000321276 Q8IWX5
ENST00000308370 Q8N2S1
ENST00000253719 O96009
ENST00000265593 P51788
ENST00000302913 P22303
ENST00000197268 A2RU67
ENST00000083182 Q92624
ENST00000262554 O15269
ENST00000321169 Q9UJ83
ENST00000264670 Q08J23
ENST00000321264 Q8N465
ENST00000280245 Q8IWF9
ENST00000300584 Q9UPU7
ENST00000170168 Q8N1G1
ENST00000291576 Q15269
ENST00000274458 Q9Y6G5
ENST00000305921 O15297
ENST00000315658 Q96FG2
ENST00000262394 Q9Y6I7
ENST00000311413 Q9BY78
ENST00000204604 Q9H2X0
ENST00000325935 Q8WWR8
ENST00000326043 O75444
ENST00000320521 O95907
ENST00000305631 Q6QHC5
ENST00000245312 Q12908
ENST00000320033 P49703
ENST00000297848 Q05707
ENST00000309519 O60909
ENST00000267294 Q96T25
ENST00000268150 Q08431
ENST00000192314 Q9H3Q3
ENST00000273861 Q96EP9
ENST00000299415 A6NF36
ENST00000235180 O95886
ENST00000218147 Q5H9F3
ENST00000288221 O15083
ENST00000328895 Q86XP6
ENST00000306585 P0CG12
ENST00000324464 Q96D53
ENST00000300976 Q53HC5
ENST00000295702 P43308
ENST00000314423 Q969X6
ENST00000331075 Q15735
ENST00000267935 Q9H0A8
ENST00000301904 Q6AZY7
ENST00000264651 Q2M2I5
ENST00000297156 P49069
ENST00000064571 Q9NTU7
ENST00000327939 Q86SH2
ENST00000243911 P41968
ENST00000262219 P27216
ENST00000317757 Q9NPH3
ENST00000312150 Q7Z3Z0
ENST00000295802 Q6NUM9
ENST00000288025 Q8WW62
ENST00000327031 Q13045
ENST00000297423 Q14159
ENST00000250974 Q96GS6
ENST00000295767 Q8N4Q1
ENST00000248929 Q96HU1
ENST00000334850 O14926
ENST00000222511 A4D1E9
ENST00000180173 Q9Y216
ENST00000261226 Q9ULS5
ENST00000327787 Q0VG06
ENST00000335552 Q7Z3Y9
ENST00000308167 Q99607
ENST00000316386 Q9Y6W8
ENST00000294702 Q99684
ENST00000324849 Q8NEZ2
ENST00000309318 Q96C90
ENST00000271417 Q71H61
ENST00000305188 Q56NI9
ENST00000333213 Q7Z6J9
ENST00000295079 Q8WWC4
ENST00000261211 Q00537
ENST00000287916 P56749
ENST00000319974 Q8N8R5
ENST00000319420 Q6UWI4
ENST00000311669 Q9BRR6
ENST00000301656 Q7Z3Y8
ENST00000274979 Q6IWH7
ENST00000304402 Q99680
ENST00000328828 A6NKC9
ENST00000306658 Q7Z3Y7
ENST00000258930 O75838
ENST00000264951 Q8IZH2
ENST00000329214 Q6PK04
ENST00000258873 Q96GR2
ENST00000306279 Q96SQ7
ENST00000334705 Q658Y4
ENST00000222284 Q9BVK8
ENST00000305949 Q96DY7
ENST00000316843 Q15334
ENST00000301146 P20853
ENST00000279804 Q16619
ENST00000259396 P02763
ENST00000297135 Q9UP83
ENST00000262940 O43374
ENST00000318663 Q9BRQ5
ENST00000250340 Q9Y240
ENST00000251643 Q99456
ENST00000331105 P24903
ENST00000242776 O00148
ENST00000270590 O75388
ENST00000331220 P43356
ENST00000330938 P53801
ENST00000270593 Q9BZG2
ENST00000256951 P54849
ENST00000310054 Q96SQ9
ENST00000328945 Q8WUS8
ENST00000332972 Q8N142
ENST00000199936 P37059
ENST00000301391 Q8WUJ1
ENST00000333503 A6NDG6
ENST00000261881 Q9BVW5
ENST00000216733 O43281
ENST00000265720 O95620
ENST00000299957 Q6P4E1
ENST00000302622 Q8NGQ2
ENST00000329715 Q9H293
ENST00000335397 Q8NGQ5
ENST00000261588 O60303
ENST00000291536 Q8WYR4
ENST00000333677 A1IGU5
ENST00000297679 Q9H2F3
ENST00000260508 Q6YP21
ENST00000296921 O43711
ENST00000167588 P35900
ENST00000302592 Q8NGQ3
ENST00000316770 Q8NGQ4
ENST00000209718 Q9C075
ENST00000276616 Q96QS6
ENST00000285393 Q8N8Y2
ENST00000263321 P14679
ENST00000313871 Q02040
ENST00000269967 Q96F63
ENST00000285243 Q6AI12
ENST00000292330 Q8TAP8
ENST00000306077 Q9BTV4
ENST00000329309 A6NF83
ENST00000316097 Q969E2
ENST00000294638 Q68G74
ENST00000295622 Q96M34
ENST00000264234 O75841
ENST00000273317 Q9UGP4
ENST00000331555 Q6ZWK4
ENST00000267436 Q9H9P8
ENST00000297524 Q8TCU3
ENST00000297994 Q6PF06
ENST00000284240 P04216
ENST00000295414 Q8N7R7
ENST00000326172 Q9BYH8
ENST00000217420 Q9H598
ENST00000333538 Q6IS24
ENST00000312629 Q9UBS0
ENST00000305366 P30408
ENST00000256324 Q7Z3D6
ENST00000273347 Q969Y0
ENST00000329342 P43360
ENST00000311620 Q8N8V4
ENST00000240328 Q13207
ENST00000331302 Q9UNE2
ENST00000292513 P34995
ENST00000305354 P48230
ENST00000296641 O00254
ENST00000329722 Q6P5S2
ENST00000265825 Q9NQT6
ENST00000238609 Q9H2X8
ENST00000321407 Q96CN9
ENST00000333003 P13056
ENST00000314099 A4FU28
ENST00000315453 O95047
ENST00000215570 Q9Y5L4
ENST00000225371 P11678
ENST00000221166 P07197
ENST00000264218 P48645
ENST00000282611 Q86XQ3
ENST00000323571 Q8TF74
ENST00000306271 Q07627
ENST00000289373 P0CG34
ENST00000309061 Q96G46
ENST00000250351 Q9UKR0
ENST00000296600 Q6S9Z5
ENST00000335327 Q9UPY6
ENST00000321702 Q7Z7M8
ENST00000243578 Q9BPU9
ENST00000286190 Q96Q35
ENST00000268130 Q6P2C0
ENST00000307428 Q6UWI2
ENST00000317734 Q9NQQ7
ENST00000313341 Q9H2A3
ENST00000307564 Q7Z591
ENST00000261441 Q5VWQ0
ENST00000330953 P51679
ENST00000199764 P40199
ENST00000221992 P06731
ENST00000333822 Q9BYQ9
ENST00000260665 P42704
ENST00000326294 Q14761
ENST00000308208 Q8NA47
ENST00000304338 Q6NUP7
ENST00000308666 Q9UBJ2
ENST00000322764 Q15942
ENST00000228136 O00193
ENST00000324616 Q86WS4
ENST00000306176 Q8TCW7
ENST00000244241 Q9P0M4
ENST00000280871 Q96QE2
