uniprot_id	n_sites	mean_d	permuted_d	p_value
Q9NR22	86	24.78	27.56	0.0010
Q9NR28	31	22.53	31.65	0.0010
Q9NR30	19	16.89	32.07	0.0010
Q9NR31	6	11.14	16.53	0.0100
Q9NR50	1	0.00	0.00	0.0010
Q9NR61	52	38.95	51.05	0.0010
Q9NR71	204	30.59	32.66	0.0010
Q9NR80	24	16.88	31.16	0.0010
Q9NR97	57	33.70	40.22	0.0010
Q9NRD9	19	35.76	58.99	0.0010
Q9NRF8	79	28.21	32.89	0.0010
Q9NRG4	13	13.50	28.36	0.0010
Q9NRG7	1	0.00	0.00	0.0010
Q9NRH2	31	25.63	26.71	0.2318
Q9NRK6	17	12.34	44.16	0.0010
Q9NRN7	2	2.60	12.95	0.0080
Q9NRP0	2	15.51	10.84	0.8042
Q9NRR4	138	43.65	46.25	0.0130
Q9NRW1	56	15.91	19.12	0.0010
Q9NRX1	1	0.00	0.00	0.0010
Q9NRX2	5	15.67	34.09	0.0160
Q9NRX4	2	4.94	9.43	0.1349
Q9NS69	2	6.77	17.48	0.1928
Q9NS86	11	11.62	24.02	0.0010
Q9NSD9	5	31.76	34.56	0.2877
Q9NSP4	2	4.64	9.64	0.0839
Q9NSY2	5	12.58	17.52	0.0410
Q9NT68	22	45.61	49.74	0.1309
Q9NTG7	2	2.70	12.14	0.0180
Q9NTI5	67	49.87	58.64	0.0040
Q9NTK5	4	10.55	22.26	0.0020
Q9NTM9	2	6.66	12.18	0.1399
Q9NU19	8	15.32	22.87	0.0040
Q9NUI1	11	13.59	21.12	0.0010
Q9NUN7	27	13.86	34.01	0.0010
Q9NUQ9	19	30.32	30.59	0.4515
Q9NUT2	1	0.00	0.00	0.0010
Q9NUY8	1	0.00	0.00	0.0010
Q9NV88	2	3.89	21.05	0.0210
Q9NV96	6	22.41	29.06	0.1618
Q9NVA2	5	16.67	19.23	0.2607
Q9NVC6	7	41.70	55.61	0.1499
Q9NVD7	7	11.36	16.57	0.0060
Q9NVH2	13	19.98	42.28	0.0010
Q9NVI1	1	0.00	0.00	0.0010
Q9NVJ2	31	14.12	18.55	0.0010
Q9NVM9	6	20.32	36.11	0.0140
Q9NVR0	59	18.90	32.34	0.0010
Q9NVS2	2	3.71	13.51	0.0450
Q9NVU0	5	35.67	42.94	0.1778
Q9NVV4	4	15.97	22.59	0.1029
Q9NVV9	9	9.37	14.76	0.0020
Q9NW08	72	31.74	46.50	0.0010
Q9NW64	63	20.79	31.82	0.0010
Q9NW82	7	17.98	21.61	0.0779
Q9NWA0	1	0.00	0.00	0.0010
Q9NWC5	3	15.03	16.94	0.3596
Q9NWS0	1	0.00	0.00	0.0010
Q9NWT6	11	19.20	25.06	0.0120
Q9NWU2	26	16.07	23.60	0.0010
Q9NWV8	6	5.18	18.80	0.0010
Q9NWX6	2	2.78	14.33	0.0100
Q9NWY4	1	0.00	0.00	0.0010
Q9NX09	4	5.51	15.55	0.0020
Q9NX14	2	2.60	20.28	0.0140
Q9NX24	1	0.00	0.00	0.0010
Q9NX46	14	13.55	22.99	0.0010
Q9NX70	1	0.00	0.00	0.0010
Q9NX74	2	17.35	13.25	0.7712
Q9NXG6	36	16.87	28.15	0.0010
Q9NXR7	1	0.00	0.00	0.0010
Q9NXS2	4	12.65	18.22	0.0639
Q9NXV2	56	29.96	36.85	0.0020
Q9NY33	5	15.99	26.83	0.0120
Q9NY59	16	16.19	24.32	0.0010
Q9NY72	1	0.00	0.00	0.0010
Q9NY97	17	18.07	25.27	0.0010
Q9NYA1	6	10.59	21.88	0.0010
Q9NYG5	5	8.22	17.97	0.0040
Q9NYG8	7	10.00	25.67	0.0010
Q9NYK1	50	35.60	43.61	0.0010
Q9NYL2	6	12.97	21.60	0.0060
Q9NYN1	3	5.71	12.82	0.0130
Q9NYY3	39	19.89	25.18	0.0010
Q9NZ08	1	0.00	0.00	0.0010
Q9NZ42	3	6.03	16.68	0.0170
Q9NZ45	5	4.86	15.88	0.0010
Q9NZA1	1	0.00	0.00	0.0010
Q9NZD2	1	0.00	0.00	0.0010
Q9NZE8	1	0.00	0.00	0.0010
Q9NZI2	2	2.71	11.29	0.0170
Q9NZJ9	29	14.94	17.83	0.0010
Q9NZK7	1	0.00	0.00	0.0010
Q9NZL4	6	9.71	23.19	0.0010
Q9NZL9	1	0.00	0.00	0.0010
Q9NZN1	22	31.17	34.85	0.0659
Q9NZN8	23	13.98	30.00	0.0010
Q9NZQ7	5	6.08	24.61	0.0010
Q9NZT1	5	5.26	11.74	0.0010
Q9NZU0	7	20.53	26.71	0.0769
Q9NZU7	32	23.50	22.89	0.7063
Q9P013	5	17.40	32.46	0.0110
Q9P015	6	nan	31.96	0.0010
Q9P086	12	13.18	34.68	0.0010
Q9P0I2	7	11.66	33.56	0.0010
Q9P0J0	4	25.45	36.91	0.2028
Q9P0K1	15	30.46	30.21	0.5205
Q9P0L0	10	10.32	18.82	0.0010
Q9P0L2	48	22.64	28.95	0.0010
Q9P0M6	31	12.97	20.20	0.0010
Q9P0R6	1	0.00	0.00	0.0010
Q9P0U3	11	17.40	21.29	0.0410
Q9P121	6	17.19	35.71	0.0110
Q9P1W9	37	23.11	22.89	0.5794
Q9P258	69	21.77	26.55	0.0010
Q9P278	3	5.95	22.68	0.0030
Q9P286	8	9.09	22.90	0.0010
Q9P289	45	17.58	24.31	0.0010
Q9P2E7	94	82.89	96.40	0.0010
Q9P2I0	22	20.82	30.62	0.0010
Q9P2J5	5	22.40	38.54	0.0300
Q9P2M4	5	19.38	20.47	0.3646
Q9P2T1	5	5.76	20.07	0.0010
Q9P2W7	75	17.40	24.00	0.0010
Q9UBC3	23	19.07	24.16	0.0010
Q9UBD5	2	12.94	21.35	0.2348
Q9UBD6	1	0.00	0.00	0.0010
Q9UBE0	19	9.27	24.53	0.0010
Q9UBF6	21	10.67	19.52	0.0010
Q9UBF8	53	26.50	30.57	0.0010
Q9UBK8	1	0.00	0.00	0.0010
Q9UBL3	11	15.37	21.13	0.0100
Q9UBP0	23	16.23	27.59	0.0010
Q9UBP9	10	8.43	18.02	0.0010
Q9UBQ0	17	16.12	18.96	0.0230
Q9UBQ5	1	0.00	0.00	0.0010
Q9UBQ7	7	6.54	23.96	0.0010
Q9UBR2	3	13.03	15.24	0.3237
Q9UBS3	1	0.00	0.00	0.0010
Q9UBS5	172	39.92	57.02	0.0010
Q9UBT2	57	24.92	34.94	0.0010
Q9UBU8	13	11.30	20.46	0.0010
Q9UBU9	26	37.31	42.30	0.0120
Q9UBX0	1	0.00	0.00	0.0010
Q9UBZ9	5	21.24	24.93	0.1658
Q9UDW1	2	2.60	13.45	0.0160
Q9UDX3	3	5.68	21.34	0.0030
Q9UDX4	1	0.00	0.00	0.0010
Q9UEF7	42	24.03	43.61	0.0010
Q9UEU0	7	15.45	17.27	0.2747
Q9UF56	18	26.11	29.91	0.0649
Q9UGI0	34	21.66	31.17	0.0010
Q9UGJ1	16	33.51	45.47	0.0130
Q9UGM6	2	2.58	13.28	0.0060
Q9UGV2	1	0.00	0.00	0.0010
Q9UH03	20	16.32	24.20	0.0010
Q9UH73	60	23.00	23.12	0.4575
Q9UH77	66	14.93	22.41	0.0010
Q9UHA3	2	3.80	14.41	0.0579
Q9UHA4	5	5.88	14.72	0.0010
Q9UHD0	4	8.70	14.79	0.0210
Q9UHD2	9	26.93	37.36	0.0480
Q9UHD8	43	17.67	24.19	0.0010
Q9UHL0	4	7.12	14.92	0.0040
Q9UHL4	14	14.76	26.79	0.0010
Q9UHW9	77	35.76	52.53	0.0010
Q9UHX1	98	18.77	23.15	0.0010
Q9UHY7	11	10.33	23.97	0.0010
Q9UI09	3	3.59	20.62	0.0010
Q9UI10	7	13.68	24.58	0.0010
Q9UI12	3	11.67	26.64	0.0500
Q9UI30	5	10.97	16.18	0.0390
Q9UI32	3	4.72	16.01	0.0030
Q9UI95	7	7.51	19.53	0.0010
Q9UIF7	3	4.15	20.65	0.0010
Q9UII6	8	14.22	17.37	0.0689
Q9UIK4	1	0.00	0.00	0.0010
Q9UIQ6	3	14.69	25.02	0.0619
Q9UIV1	46	15.92	22.61	0.0010
Q9UIY3	1	0.00	0.00	0.0010
Q9UJ37	1	0.00	0.00	0.0010
Q9UJ41	3	6.23	23.85	0.0060
Q9UJ70	2	2.95	13.67	0.0180
Q9UJ71	1	0.00	0.00	0.0010
Q9UJA5	7	19.10	28.96	0.0280
Q9UJC5	3	11.82	12.44	0.4386
Q9UJV9	12	22.35	21.07	0.7303
Q9UJX2	54	32.65	37.67	0.0060
Q9UJX4	34	25.95	43.54	0.0010
Q9UJX5	14	30.10	39.66	0.0190
Q9UJX6	62	44.25	49.92	0.0110
Q9UK32	13	17.95	23.61	0.0060
Q9UK73	62	22.83	32.99	0.0010
Q9UK80	38	23.65	26.82	0.0160
Q9UKA1	25	15.50	24.79	0.0010
Q9UKB1	117	24.20	31.90	0.0010
Q9UKC9	44	31.47	31.43	0.4815
Q9UKF6	31	22.16	32.30	0.0010
Q9UKG1	11	59.71	53.39	0.8202
Q9UKK6	22	15.42	19.37	0.0020
Q9UKL6	2	3.37	10.97	0.0200
Q9UKM7	2	11.61	13.90	0.3596
Q9UKT5	7	5.60	25.94	0.0010
Q9UKT7	31	20.57	31.84	0.0010
Q9UKU7	1	0.00	0.00	0.0010
Q9UKU9	8	8.03	18.85	0.0010
Q9UKV8	350	33.34	39.96	0.0010
Q9UL01	11	10.80	32.37	0.0010
Q9UL03	114	23.48	38.50	0.0010
Q9UL18	246	33.85	39.67	0.0010
Q9UL25	20	11.24	18.74	0.0010
Q9UL46	5	27.35	23.76	0.7502
Q9UL52	1	0.00	0.00	0.0010
Q9UL62	143	38.10	47.46	0.0010
Q9ULA0	2	18.42	15.65	0.6713
Q9ULC4	45	17.79	21.51	0.0010
Q9ULC6	1	0.00	0.00	0.0010
Q9ULG1	85	24.86	53.37	0.0010
Q9ULK4	82	38.55	50.19	0.0010
Q9ULM6	18	14.44	35.28	0.0010
Q9ULR0	19	23.27	49.65	0.0010
Q9ULV1	3	7.29	23.42	0.0060
Q9ULW5	3	8.22	13.02	0.0739
Q9ULW8	1	0.00	0.00	0.0010
Q9ULZ3	16	10.29	29.85	0.0010
Q9UM11	136	21.48	34.74	0.0010
Q9UM82	2	3.43	11.35	0.0340
Q9UMF0	63	29.00	55.99	0.0010
Q9UMR2	26	18.82	30.35	0.0010
Q9UMR5	18	13.97	21.60	0.0010
Q9UMS4	47	20.16	23.63	0.0010
Q9UMX1	17	22.78	30.85	0.0010
Q9UMX3	27	13.72	18.89	0.0010
Q9UMY4	54	17.44	21.71	0.0010
Q9UN19	6	5.71	14.96	0.0010
Q9UN36	5	13.11	18.77	0.0380
Q9UNE7	54	15.57	19.89	0.0010
Q9UNI6	11	10.73	18.09	0.0010
Q9UNL4	4	13.47	20.03	0.1359
Q9UNN8	1	0.00	0.00	0.0010
Q9UNP9	4	4.97	18.88	0.0010
Q9UNQ0	2	4.19	21.01	0.0230
Q9UNS2	6	25.02	29.42	0.2118
Q9UP95	5	15.18	43.69	0.0020
Q9UPP1	142	26.26	29.76	0.0010
Q9UPY3	117	38.55	55.54	0.0010
Q9UPY8	3	4.43	15.07	0.0020
Q9UQ16	26	39.31	50.48	0.0010
Q9UQ80	55	21.04	27.27	0.0010
Q9UQB8	8	6.90	39.00	0.0010
Q9UQE7	146	50.93	51.67	0.3586
Q9UQM7	169	27.06	31.06	0.0010
Q9UQQ1	4	6.22	25.44	0.0010
Q9Y210	6	41.74	42.86	0.4665
Q9Y217	2	10.91	17.95	0.2348
Q9Y221	2	3.79	11.43	0.0599
Q9Y225	5	4.44	16.12	0.0010
Q9Y230	84	27.49	37.37	0.0010
Q9Y232	34	16.22	22.81	0.0010
Q9Y237	7	12.04	14.88	0.0979
Q9Y248	1	0.00	0.00	0.0010
Q9Y251	4	11.23	22.41	0.0070
Q9Y253	1	0.00	0.00	0.0010
Q9Y255	10	13.69	28.91	0.0010
Q9Y259	7	17.99	24.55	0.0230
Q9Y265	62	23.62	37.70	0.0010
Q9Y271	2	2.33	19.77	0.0010
Q9Y275	12	10.53	18.50	0.0010
Q9Y285	2	8.12	16.51	0.1778
Q9Y294	31	16.53	21.33	0.0010
Q9Y296	2	2.70	13.56	0.0220
Q9Y297	51	18.58	31.17	0.0010
Q9Y2A7	63	53.35	57.20	0.0619
Q9Y2G5	6	15.81	24.01	0.0160
Q9Y2I2	14	20.54	28.22	0.0060
Q9Y2J8	7	7.23	37.93	0.0010
Q9Y2L1	10	34.29	43.45	0.0470
Q9Y2M0	1	0.00	0.00	0.0010
Q9Y2M5	43	13.93	22.08	0.0010
Q9Y2Q0	32	34.50	46.46	0.0010
Q9Y2Q3	4	7.26	16.73	0.0010
Q9Y2Q5	17	11.43	17.76	0.0010
Q9Y2S7	26	20.10	24.21	0.0010
Q9Y2T3	11	18.38	25.85	0.0040
Q9Y2T5	1	0.00	0.00	0.0010
Q9Y2U9	21	11.67	23.00	0.0010
Q9Y2W6	1	0.00	nan	0.0010
Q9Y2X0	8	19.20	33.88	0.0020
Q9Y2Z4	22	13.74	25.27	0.0010
Q9Y303	50	24.13	26.84	0.0120
Q9Y316	56	20.66	23.50	0.0010
Q9Y333	20	13.93	18.29	0.0020
Q9Y337	1	0.00	0.00	0.0010
Q9Y343	8	7.57	17.69	0.0010
Q9Y365	6	11.98	19.37	0.0050
Q9Y376	8	17.44	29.01	0.0070
Q9Y388	33	14.47	20.37	0.0010
Q9Y3A3	34	14.88	21.67	0.0010
Q9Y3A5	2	35.10	16.78	0.9660
Q9Y3B2	4	4.35	21.41	0.0010
Q9Y3B4	7	9.05	16.60	0.0010
Q9Y3B6	5	10.93	16.15	0.0190
Q9Y3B8	2	3.20	12.17	0.0250
Q9Y3C7	13	13.19	23.44	0.0010
Q9Y3C8	3	4.07	14.94	0.0010
Q9Y3D9	3	23.11	24.05	0.3706
Q9Y3E1	32	14.36	16.91	0.0030
Q9Y3E2	2	2.73	9.00	0.0320
Q9Y3E7	2	3.38	13.31	0.0480
Q9Y3Q4	106	42.31	46.10	0.0020
Q9Y3R4	1	0.00	0.00	0.0010
Q9Y3U8	34	17.26	28.17	0.0010
Q9Y421	14	15.36	25.31	0.0010
Q9Y450	4	14.52	21.85	0.0619
Q9Y466	11	14.35	32.06	0.0010
Q9Y483	30	21.54	28.71	0.0010
Q9Y4D1	2	16.79	22.64	0.3896
Q9Y4E8	35	21.41	26.40	0.0010
Q9Y4F1	2	15.97	14.69	0.6084
Q9Y4P1	37	15.89	25.10	0.0010
Q9Y4P9	2	8.43	10.12	0.3596
Q9Y4R8	1	0.00	0.00	0.0010
Q9Y4X5	124	31.14	37.37	0.0010
Q9Y535	1	0.00	0.00	0.0010
Q9Y570	22	18.65	22.33	0.0060
Q9Y580	5	5.12	15.05	0.0010
Q9Y5B9	17	23.41	29.45	0.0090
Q9Y5G1	1	0.00	0.00	0.0010
Q9Y5J6	4	4.53	18.86	0.0010
Q9Y5K5	9	13.47	26.29	0.0010
Q9Y5K8	11	40.25	40.09	0.4985
Q9Y5L0	60	38.02	44.05	0.0010
Q9Y5P4	35	17.72	23.45	0.0010
Q9Y5P6	11	8.29	25.37	0.0010
Q9Y5P8	3	14.49	21.22	0.1708
Q9Y5U4	5	12.64	19.24	0.0340
Q9Y5W9	1	0.00	0.00	0.0010
Q9Y5X0	11	11.45	19.06	0.0010
Q9Y5X1	5	29.76	29.07	0.5465
Q9Y5Y4	47	23.94	34.95	0.0010
Q9Y5Z0	22	17.71	26.05	0.0010
Q9Y5Z4	7	18.97	18.75	0.5315
Q9Y606	1	0.00	0.00	0.0010
Q9Y617	1	0.00	0.00	0.0010
Q9Y657	62	17.45	24.22	0.0010
Q9Y663	19	15.87	24.07	0.0010
Q9Y666	15	31.22	48.16	0.0020
Q9Y689	2	9.64	10.09	0.4685
Q9Y696	2	5.21	12.02	0.0869
Q9Y697	8	16.10	25.89	0.0070
Q9Y698	34	16.28	65.79	0.0010
Q9Y6A2	30	22.00	27.66	0.0010
Q9Y6E0	14	12.93	23.44	0.0010
Q9Y6F1	2	3.56	14.04	0.0150
Q9Y6F7	158	19.88	23.05	0.0010
Q9Y6G3	2	3.27	18.56	0.0310
Q9Y6K1	52	26.94	29.96	0.0080
Q9Y6K8	2	3.00	11.60	0.0180
Q9Y6M4	22	21.01	25.03	0.0070
Q9Y6M9	2	2.55	16.68	0.0040
Q9Y6N9	3	4.71	16.53	0.0020
Q9Y6R1	39	24.27	30.79	0.0010
Q9Y6W6	4	5.84	15.15	0.0020
Q9Y6W8	4	4.95	13.98	0.0010
Q9Y6X2	2	18.05	14.83	0.6973
Q9Y6X5	1	0.00	0.00	0.0010
Q9Y6X9	91	23.27	35.13	0.0010
Q9Y6Y0	47	14.47	23.83	0.0010
