ENST00000393469 A0/AV/02/swissmodel/41_636_7d10.1.A
ENST00000262429 O7/51/85/swissmodel/56_935_2dqs.1.A
ENST00000215631 O7/52/93/swissmodel/12_159_3ffm.1.B
ENST00000227322 O7/53/12/swissmodel/47_440_2qkd.1.A
ENST00000367175 O7/53/25/swissmodel/45_514_3zyj.1.A
ENST00000319144 O7/53/42/swissmodel/2_701_4nre.1.A
ENST00000252037 O7/53/44/swissmodel/33_321_5omp.1.A
ENST00000589717 O7/53/46/swissmodel/169_475_5wjq.1.C
ENST00000374050 O7/53/48/swissmodel/3_116_6wm2.1.E
ENST00000376652 O7/53/54/swissmodel/98_482_5u7x.1.A
ENST00000301825 O7/53/55/swissmodel/53_482_4cd3.1.A
ENST00000334696 O7/53/56/swissmodel/45_426_5u7x.1.A
ENST00000257861 O7/53/66/swissmodel/7_717_6q9r.2.A
ENST00000427401 O7/53/73/swissmodel/172_476_5v3m.1.C
ENST00000236192 O7/53/79/swissmodel/51_135_3hd7.1.A
ENST00000525074 O7/53/82/swissmodel/331_740_6fpt.1.A
ENST00000397132 O7/53/86/swissmodel/176_441_1s31.1.A
ENST00000270590 O7/53/88/swissmodel/41_331_6omm.1.A
ENST00000421967 O7/54/14/swissmodel/9_160_6xp4.1.A
ENST00000437685 O7/54/19/swissmodel/1_566_5dgo.1.A
ENST00000249269 O7/54/39/swissmodel/46_488_5okd.1.A
ENST00000394128 O7/54/48/swissmodel/4_989_7emf.1.T
ENST00000536459 O7/54/67/swissmodel/176_477_5v3j.2.C
ENST00000337940 O7/54/69/swissmodel/142_432_3ctb.1.A
ENST00000370828 O7/54/87/swissmodel/27_483_4ad7.2.A
ENST00000084798 O7/54/93/swissmodel/34_304_6b00.1.A
ENST00000377453 O7/55/03/swissmodel/50_350_6r99.1.A
ENST00000258281 O7/55/29/swissmodel/58_581_7egf.1.D
ENST00000367568 O7/55/58/swissmodel/38_259_4jeh.1.B
ENST00000345317 O7/55/63/swissmodel/14_221_1u5e.1.A
ENST00000325748 O7/55/69/swissmodel/22_193_5n8l.1.A
ENST00000379480 O7/55/70/swissmodel/75_438_4v63.1.Y
ENST00000395326 O7/55/75/swissmodel/1_126_7d58.1.D
ENST00000369304 O7/55/78/swissmodel/23_962_4neh.1.A
ENST00000256379 O7/55/86/swissmodel/7_192_7ena.57.A
ENST00000299642 O7/55/96/swissmodel/44_196_1htn.1.C
ENST00000323205 O7/56/00/swissmodel/27_418_7bxq.1.A
ENST00000370110 O7/56/07/swissmodel/35_141_1xe0.1.A
ENST00000254928 O7/56/16/swissmodel/109_437_3ieu.2.A
ENST00000398019 O7/56/35/swissmodel/2_380_6kga.1.A
ENST00000290846 O7/56/48/swissmodel/2_392_2hma.1.B
ENST00000354373 O7/56/77/swissmodel/123_314_2fbe.3.A
ENST00000400237 O7/56/78/swissmodel/184_375_2fbe.3.A
ENST00000249007 O7/56/79/swissmodel/123_314_2fbe.3.A
ENST00000373366 O7/57/12/swissmodel/1_211_7jjp.1.A
ENST00000344138 O7/57/91/swissmodel/1_329_1gri.1.B
ENST00000281141 O7/57/94/swissmodel/1_331_4zgn.1.A
ENST00000339664 O7/58/20/swissmodel/147_479_5v3m.1.C
ENST00000261868 O7/58/22/swissmodel/43_235_6zmw.1.n
ENST00000476257 O7/58/30/swissmodel/22_401_3f5n.2.A
ENST00000258930 O7/58/38/swissmodel/4_186_6wu5.1.A
ENST00000308724 O7/58/43/swissmodel/4_591_6yae.1.A
ENST00000006275 O7/58/65/swissmodel/2_158_2j3t.1.B
ENST00000263985 O7/58/79/swissmodel/61_556_3al0.1.B
ENST00000310193 O7/58/81/swissmodel/39_505_3sn5.1.A
ENST00000273450 O7/58/91/swissmodel/405_902_3rhr.1.A
ENST00000332324 O7/59/07/swissmodel/66_481_6vyi.1.A
ENST00000301466 O7/59/08/swissmodel/100_520_6l47.1.A
ENST00000376223 O7/59/11/swissmodel/32_277_1yb1.1.A
ENST00000360648 O7/59/14/swissmodel/261_556_6fd3.1.A
ENST00000262406 O7/59/16/swissmodel/7_424_2pbi.2.A
ENST00000259632 O7/59/35/swissmodel/2_180_6znl.1.O
ENST00000301587 O7/59/47/swissmodel/5_160_6zpo.1.W
ENST00000585556 O7/59/51/swissmodel/20_147_5a3z.2.A
ENST00000453597 O7/59/53/swissmodel/2_346_4j80.2.A
ENST00000011898 O7/59/54/swissmodel/1_234_6wvg.1.A
ENST00000300688 O7/59/64/swissmodel/2_94_6zna.15.A
ENST00000253407 O7/59/73/swissmodel/128_258_4d7y.1.C
ENST00000368947 O7/60/27/swissmodel/11_344_5lpu.1.A
ENST00000300107 O7/60/31/swissmodel/165_604_6sfw.1.A
ENST00000291890 O7/60/36/swissmodel/26_221_6grs.1.B
ENST00000377961 O7/60/38/swissmodel/7_276_2q4u.1.A
ENST00000312932 O7/60/54/swissmodel/1_397_1olm.3.A
ENST00000279263 O7/60/62/swissmodel/17_418_4quv.1.A
ENST00000372017 O7/60/70/swissmodel/14_96_6ssx.1.I
ENST00000354960 O7/60/74/swissmodel/147_857_3ibj.1.A
ENST00000378209 O7/60/75/swissmodel/82_327_1v0d.1.A
ENST00000449131 O7/60/90/swissmodel/2_366_6vx7.1.A
ENST00000375349 O7/79/32/swissmodel/27_384_6wuf.1.A
ENST00000219660 O9/47/78/swissmodel/31_256_5c5x.1.A
ENST00000524871 O9/47/79/swissmodel/392_959_4pbx.1.A
ENST00000339950 O9/47/82/swissmodel/75_785_7ay2.1.B
ENST00000160382 O9/48/05/swissmodel/12_414_6ltj.1.J
ENST00000253778 O9/48/08/swissmodel/2_682_6r4e.1.A
ENST00000397770 O9/48/10/swissmodel/9_424_2pbi.2.A
ENST00000360578 O9/48/11/swissmodel/45_217_2jrf.1.A
ENST00000327245 O9/48/23/swissmodel/40_1338_7kya.1.A
ENST00000284320 O9/48/26/swissmodel/109_600_7dhg.1.A
ENST00000318217 O9/48/32/swissmodel/8_791_2dfs.1.H
ENST00000256194 O9/48/51/swissmodel/10_625_4txi.1.A
ENST00000328195 O9/49/03/swissmodel/8_247_3cpg.1.A
ENST00000265741 O9/49/21/swissmodel/133_446_5g6v.1.A
ENST00000448903 O9/49/73/swissmodel/9_607_4uqi.1.A
ENST00000361926 O9/49/89/swissmodel/349_827_7csp.1.A
ENST00000284136 O9/50/25/swissmodel/40_685_3ol2.1.A
ENST00000605860 O9/50/45/swissmodel/22_314_3p0f.1.B
ENST00000288207 O9/50/67/swissmodel/131_394_5lqf.1.B
ENST00000590320 O9/51/36/swissmodel/35_302_3v2w.1.A
ENST00000487847 O9/51/47/swissmodel/24_191_2wgp.1.G
ENST00000272641 O9/51/56/swissmodel/112_254_6pnq.1.B
ENST00000328741 O9/51/57/swissmodel/100_242_6pnq.1.B
ENST00000349394 O9/51/58/swissmodel/106_300_6pnq.1.B
ENST00000348261 O9/51/80/swissmodel/99_1869_6kzo.1.A
ENST00000306384 O9/51/83/swissmodel/4_79_3hd7.1.A
ENST00000326005 O9/51/90/swissmodel/57_182_4zgy.1.B
ENST00000377942 O9/52/06/swissmodel/31_712_6vg4.1.A
ENST00000394894 O9/52/35/swissmodel/62_509_5nd4.1.A
ENST00000336356 O9/52/37/swissmodel/42_173_2kyt.1.A
ENST00000205557 O9/52/55/swissmodel/27_1498_6c3o.1.H
ENST00000271751 O9/52/59/swissmodel/10_749_5k7l.1.A
ENST00000260191 O9/52/64/swissmodel/28_439_6y59.1.A
ENST00000310430 O9/52/71/swissmodel/182_893_5le2.1.A
ENST00000359534 O9/52/79/swissmodel/5_260_6wlv.1.A
ENST00000242209 O9/53/02/swissmodel/161_479_3jym.2.A
ENST00000252603 O9/53/36/swissmodel/7_249_3ico.1.A
ENST00000456849 O9/53/40/swissmodel/24_613_1x6v.1.A
ENST00000263817 O9/53/42/swissmodel/1_1315_6lr0.1.A
ENST00000260653 O9/53/43/swissmodel/81_267_4egc.1.A
ENST00000286398 O9/53/47/swissmodel/1_1168_6yvu.1.A
ENST00000354449 O9/53/52/swissmodel/9_683_3vh2.1.B
ENST00000379719 O9/53/73/swissmodel/283_998_6n88.1.A
ENST00000356401 O9/53/76/swissmodel/58_492_7b5l.1.B
ENST00000338513 O9/53/77/swissmodel/1_210_7jjp.1.A
ENST00000504771 O9/53/79/swissmodel/15_198_4q9v.1.A
ENST00000257868 O9/53/90/swissmodel/65_407_6umx.1.A
ENST00000297151 O9/53/91/swissmodel/31_363_6qdv.1.5
ENST00000506587 O9/53/94/swissmodel/6_534_5o9x.1.A
ENST00000396065 O9/53/95/swissmodel/67_434_3otk.1.A
ENST00000244051 O9/53/96/swissmodel/52_460_6yub.1.A
ENST00000449771 O9/53/98/swissmodel/90_923_4f7z.1.A
ENST00000216416 O9/54/06/swissmodel/2_143_7oca.1.C
ENST00000216479 O9/54/33/swissmodel/28_335_7dme.1.A
ENST00000356192 O9/54/52/swissmodel/2_217_2zw3.1.G
ENST00000261296 O9/54/55/swissmodel/17_335_6vlo.1.A
ENST00000360325 O9/54/71/swissmodel/5_187_6ov2.1.A
ENST00000327720 O9/54/75/swissmodel/2_189_4egc.1.A
ENST00000573600 O9/54/76/swissmodel/58_236_2ght.1.A
ENST00000296802 O9/54/78/swissmodel/2_260_7btb.1.f
ENST00000377403 O9/54/79/swissmodel/22_516_6e07.1.A
ENST00000326499 O9/54/98/swissmodel/23_487_4cyf.1.A
ENST00000399137 O9/55/00/swissmodel/1_184_6akf.2.A
ENST00000344463 O9/55/44/swissmodel/69_426_3pfn.1.A
ENST00000263857 O9/56/02/swissmodel/4_1720_4c2m.1.A
ENST00000462833 O9/56/22/swissmodel/332_1256_6r3q.1.A
ENST00000266594 O9/56/26/swissmodel/1_131_2je0.1.A
ENST00000306928 O9/56/65/swissmodel/27_377_6osa.1.A
ENST00000303892 O9/56/70/swissmodel/3_116_6vq6.1.M
ENST00000381317 O9/56/71/swissmodel/284_618_4a6d.1.B
ENST00000304546 O9/56/72/swissmodel/105_775_3dwb.1.A
ENST00000380887 O9/57/18/swissmodel/96_430_4nqa.1.A
ENST00000397016 O9/57/41/swissmodel/14_538_6kxk.3.A
ENST00000357877 O9/57/54/swissmodel/38_648_1olz.1.A
ENST00000263116 O9/57/55/swissmodel/122_297_4d0l.3.B
ENST00000296464 O9/57/57/swissmodel/1_704_3d2e.1.A
ENST00000397165 O9/57/80/swissmodel/170_476_5wjq.1.C
ENST00000359032 O9/57/82/swissmodel/9_608_4uqi.1.A
ENST00000295522 O9/58/32/swissmodel/5_187_7kp4.1.A
ENST00000587152 O9/58/34/swissmodel/10_649_4ci8.2.A
ENST00000341700 O9/58/37/swissmodel/5_354_6pt0.1.B
ENST00000262441 O9/58/38/swissmodel/66_457_7lci.1.A
ENST00000371347 O9/58/47/swissmodel/21_320_2lck.1.A
ENST00000375789 O9/58/65/swissmodel/8_281_2ci5.1.A
ENST00000264833 O9/58/97/swissmodel/181_445_6qm3.1.A
ENST00000320521 O9/59/07/swissmodel/15_430_7ckr.1.A
ENST00000266254 O9/59/22/swissmodel/4_357_6vzu.2.A
ENST00000504988 O9/59/25/swissmodel/40_131_6nan.1.A
ENST00000555685 O9/59/25/swissmodel/40_131_6nan.1.A
ENST00000202625 O9/59/32/swissmodel/2_704_1l9m.1.A
ENST00000291670 O9/59/54/swissmodel/2_541_2pfd.1.G
ENST00000376180 O9/59/65/swissmodel/72_400_4xbm.2.A
ENST00000307998 O9/59/67/swissmodel/56_322_6pog.1.B
ENST00000246115 O9/59/77/swissmodel/18_321_3v2w.1.A
ENST00000340722 O9/59/88/swissmodel/4_126_1jsg.1.B
ENST00000426677 O9/60/08/swissmodel/76_361_7cp9.1.J
ENST00000253719 O9/60/09/swissmodel/25_402_5mlg.1.A
ENST00000322563 O9/60/14/swissmodel/45_354_6ahy.2.B
ENST00000216068 O9/60/15/swissmodel/6_103_7kzm.1.3
ENST00000382580 O9/60/17/swissmodel/92_501_3i6w.1.A
ENST00000316757 O9/60/18/swissmodel/213_575_3suz.1.A
ENST00000520509 O9/60/20/swissmodel/100_369_1w98.1.B
ENST00000305046 P0/03/25/swissmodel/2_375_1u3t.1.A
ENST00000540430 P0/03/38/swissmodel/2_332_5nqb.1.A
ENST00000361740 P0/03/87/swissmodel/31_301_1umk.1.A
ENST00000264613 P0/04/50/swissmodel/20_1060_2j5w.1.A
ENST00000264870 P0/04/88/swissmodel/6_729_1f13.1.A
ENST00000373176 P0/05/68/swissmodel/1_193_1z83.2.A
ENST00000540303 P0/07/39/swissmodel/34_347_4f4o.1.C
ENST00000253496 P0/07/48/swissmodel/214_614_4dur.1.A
ENST00000372764 P0/07/49/swissmodel/166_426_2vnt.3.A
ENST00000220809 P0/07/50/swissmodel/125_561_4dur.1.A
ENST00000445409 P0/09/73/swissmodel/2_349_4rwn.1.A
ENST00000366667 P0/10/19/swissmodel/34_482_2wxw.1.A
ENST00000245907 P0/10/24/swissmodel/24_1663_3prx.1.B
ENST00000217423 P0/10/36/swissmodel/30_141_3qrd.2.B
ENST00000304749 P0/10/37/swissmodel/30_141_3qrd.2.B
ENST00000221930 P0/11/37/swissmodel/30_390_5vqf.2.A
ENST00000217386 P0/11/78/swissmodel/32_123_2lbh.1.A
ENST00000369582 P0/12/15/swissmodel/27_116_1xwd.1.A
ENST00000256592 P0/12/22/swissmodel/20_130_4mqw.1.B
ENST00000221421 P0/12/29/swissmodel/21_138_6p57.2.B
ENST00000332800 P0/12/42/swissmodel/27_216_1hwg.1.A
ENST00000449498 P0/15/62/swissmodel/24_189_2kz1.1.A
ENST00000380206 P0/15/63/swissmodel/24_188_2kz1.1.A
ENST00000357374 P0/15/66/swissmodel/24_189_2kz1.1.A
ENST00000239347 P0/15/67/swissmodel/24_189_2kz1.1.A
ENST00000380225 P0/15/68/swissmodel/24_189_2kz1.1.A
ENST00000259555 P0/15/69/swissmodel/24_189_2kz1.1.A
ENST00000380222 P0/15/70/swissmodel/24_189_2kz1.1.A
ENST00000413767 P0/15/71/swissmodel/24_189_2kz1.1.A
ENST00000379959 P0/15/89/swissmodel/22_186_2b5i.1.D
ENST00000374940 P0/19/06/swissmodel/27_206_6px6.1.A
ENST00000343139 P0/19/09/swissmodel/27_205_6px6.1.A
ENST00000380299 P0/20/42/swissmodel/2_147_6kye.1.D
ENST00000372555 P0/25/85/swissmodel/3_160_1a2x.1.A
ENST00000261007 P0/27/08/swissmodel/21_482_4boo.1.A
ENST00000314933 P0/27/46/swissmodel/114_250_5hzf.1.A
ENST00000259396 P0/27/63/swissmodel/19_196_3apx.1.A
ENST00000395792 P0/27/71/swissmodel/31_608_3v03.1.A
ENST00000504199 P0/27/74/swissmodel/20_474_1kw2.1.A
ENST00000265983 P0/27/90/swissmodel/47_462_1qjs.1.A
ENST00000440973 P0/33/72/swissmodel/178_545_4nqa.1.A
ENST00000264690 P0/39/52/swissmodel/20_629_6i44.1.A
ENST00000249389 P0/39/99/swissmodel/9_338_5w0p.1.A
ENST00000369951 P0/40/00/swissmodel/17_334_5dgy.1.B
ENST00000369929 P0/40/01/swissmodel/17_334_5dgy.1.B
ENST00000369935 P0/40/01/swissmodel/17_334_5dgy.1.B
ENST00000251849 P0/40/49/swissmodel/137_629_6nyb.1.A
ENST00000371174 P0/40/53/swissmodel/147_509_4qzb.1.A
ENST00000374479 P0/40/66/swissmodel/36_463_1hl8.1.E
ENST00000395248 P0/40/75/swissmodel/2_364_1ald.1.D
ENST00000259938 P0/41/18/swissmodel/23_107_1lpa.1.A
ENST00000264071 P0/43/50/swissmodel/1_429_3jaw.1.B
ENST00000293549 P0/46/28/swissmodel/57_370_6ahy.2.B
ENST00000290705 P0/47/31/swissmodel/1_61_4mt2.1.A
ENST00000306061 P0/47/32/swissmodel/1_61_4mt2.1.A
ENST00000334350 P0/47/33/swissmodel/1_61_4mt2.1.A
ENST00000259791 P0/49/08/swissmodel/10_123_6k1k.1.G
ENST00000380210 P0/50/13/swissmodel/24_189_2kz1.1.A
ENST00000421715 P0/50/14/swissmodel/24_189_2kz1.1.A
ENST00000380216 P0/50/15/swissmodel/24_189_2kz1.1.A
ENST00000537345 P0/50/23/swissmodel/26_1023_4ret.2.A
ENST00000367816 P0/50/26/swissmodel/14_303_4ret.1.B
ENST00000374855 P0/50/62/swissmodel/2_364_1fdj.1.C
ENST00000356962 P0/50/89/swissmodel/2_319_6q92.1.C
ENST00000397850 P0/51/07/swissmodel/23_698_1u8c.1.B
ENST00000263431 P0/51/29/swissmodel/100_683_3pfq.1.A
ENST00000317881 P0/51/41/swissmodel/3_294_1okc.1.A
ENST00000367412 P0/51/60/swissmodel/153_517_5o35.1.C
ENST00000379389 P0/51/61/swissmodel/2_157_5b83.2.A
ENST00000376285 P0/51/65/swissmodel/60_728_3u9s.1.A
ENST00000469217 P0/51/66/swissmodel/28_539_3iav.1.E
ENST00000374840 P0/51/86/swissmodel/20_500_3mk1.1.B
ENST00000397802 P0/54/23/swissmodel/99_398_7ae1.1.N
ENST00000393366 P0/54/96/swissmodel/62_135_6tt7.1.N
ENST00000411527 P0/55/38/swissmodel/1_220_3o6f.2.B
ENST00000303531 P0/57/71/swissmodel/101_668_3pfq.1.A
ENST00000225387 P0/58/13/swissmodel/28_215_3lwk.1.B
ENST00000352451 P0/59/76/swissmodel/39_193_6ysy.1.B
ENST00000262030 P0/65/76/swissmodel/59_525_2w6e.1.D
ENST00000369478 P0/67/29/swissmodel/29_205_1hnf.1.A
ENST00000505992 P0/67/30/swissmodel/1_217_2gpq.1.A
ENST00000346664 P0/67/34/swissmodel/118_284_3kqg.1.A
ENST00000415930 P0/67/44/swissmodel/2_557_1hm5.1.A
ENST00000368530 P0/67/53/swissmodel/12_285_7ko4.1.P
ENST00000311322 P0/68/58/swissmodel/30_471_6ob0.1.A
ENST00000447280 P0/70/93/swissmodel/21_398_1lj5.1.A
ENST00000394375 P0/70/98/swissmodel/28_398_1hlg.1.A
ENST00000366837 P0/70/99/swissmodel/27_454_4qla.1.A
ENST00000542275 P0/71/08/swissmodel/2_87_2cb8.1.A
ENST00000345913 P0/72/02/swissmodel/148_735_5uzu.1.B
ENST00000304801 P0/72/05/swissmodel/3_417_5o7d.1.A
ENST00000394236 P0/72/25/swissmodel/266_673_1h30.1.A
ENST00000340857 P0/73/05/swissmodel/12_120_6lab.1.V
ENST00000328850 P0/73/32/swissmodel/395_820_1k9a.1.A
ENST00000236671 P0/73/39/swissmodel/19_410_4amt.1.A
ENST00000332680 P0/73/55/swissmodel/2_339_5lpu.1.A
ENST00000371237 P0/73/58/swissmodel/61_590_3ojy.1.B
ENST00000224181 P0/73/60/swissmodel/30_202_2qos.1.A
ENST00000527323 P0/73/84/swissmodel/12_713_1df0.1.A
ENST00000334346 P0/74/38/swissmodel/1_61_4mt2.1.A
ENST00000389494 P0/75/10/swissmodel/23_514_6uwz.1.E
ENST00000052754 P0/75/85/swissmodel/51_355_1xec.1.A
ENST00000261416 P0/76/86/swissmodel/54_553_1o7a.1.A
ENST00000541669 P0/78/64/swissmodel/3_332_4aj4.1.A
ENST00000334701 P0/79/00/swissmodel/15_698_5fwl.1.A
ENST00000584307 P0/79/47/swissmodel/93_543_1y57.1.A
ENST00000378292 P0/79/51/swissmodel/11_284_7ko4.1.P
ENST00000013807 P0/79/92/swissmodel/100_297_6sxb.1.B
ENST00000260356 P0/79/96/swissmodel/550_1169_1yo8.1.A
ENST00000374022 P0/80/34/swissmodel/2_216_2zw3.1.G
ENST00000268035 P0/80/69/swissmodel/25_929_6pxv.1.A
ENST00000358559 P0/81/18/swissmodel/21_114_3ix0.2.A
ENST00000314754 P0/81/74/swissmodel/34_285_1ok1.1.A
ENST00000359621 P0/82/17/swissmodel/29_269_1bru.1.A
ENST00000375910 P0/82/18/swissmodel/29_269_1bru.1.A
ENST00000340802 P0/82/37/swissmodel/17_753_4u1r.1.A
ENST00000299855 P0/82/54/swissmodel/32_477_1su3.1.A
ENST00000278715 P0/83/97/swissmodel/18_357_5m6r.1.A
ENST00000379806 P0/85/59/swissmodel/30_390_3exe.1.A
ENST00000318493 P0/85/81/swissmodel/26_740_7mo7.1.D
ENST00000296350 P0/85/82/swissmodel/19_712_1ce2.1.A
ENST00000369295 P0/85/88/swissmodel/54_392_7bu6.1.A
ENST00000336411 P0/86/84/swissmodel/29_497_4d6z.1.A
ENST00000324015 P0/86/97/swissmodel/74_446_2r9y.1.A
ENST00000330339 P0/87/08/swissmodel/2_133_5oa3.1.V
ENST00000217961 P0/88/42/swissmodel/23_575_1p49.1.A
ENST00000337107 P0/88/61/swissmodel/24_270_1pyt.1.C
ENST00000323865 P0/89/08/swissmodel/35_415_7e2x.1.D
ENST00000290122 P0/90/93/swissmodel/24_270_1pyt.1.C
ENST00000199708 P0/91/05/swissmodel/1_142_1bz1.1.A
ENST00000304725 P0/92/28/swissmodel/30_141_3qrd.2.B
ENST00000279441 P0/92/38/swissmodel/32_476_1su3.1.A
ENST00000368046 P0/93/26/swissmodel/30_209_2dru.1.A
ENST00000248444 P0/93/27/swissmodel/5_721_2fgh.1.A
ENST00000262494 P0/94/71/swissmodel/1_354_3v00.1.A
ENST00000358278 P0/94/93/swissmodel/11_284_7ko4.1.P
ENST00000242285 P0/94/96/swissmodel/107_248_6wcj.1.B
ENST00000394295 P0/95/25/swissmodel/1_319_2zoc.1.A
ENST00000295228 P0/95/29/swissmodel/71_407_5hly.1.B
ENST00000265441 P0/95/44/swissmodel/40_349_6ahy.2.B
ENST00000371225 P0/97/58/swissmodel/31_273_4mzv.1.A
ENST00000374005 P0/97/69/swissmodel/79_527_1y57.1.A
ENST00000264162 P0/98/48/swissmodel/361_1365_5w21.1.A
ENST00000339145 P0/99/12/swissmodel/34_118_2loq.1.A
ENST00000295463 P0/99/23/swissmodel/20_500_3mk1.1.B
ENST00000218249 P0/C0/E4/swissmodel/9_180_6rir.1.B
ENST00000428956 P0/C0/L4/swissmodel/138_1315_5i5k.2.A
ENST00000435363 P0/C0/L5/swissmodel/138_1315_5i5k.2.A
ENST00000330180 P0/C0/S8/swissmodel/10_123_6k1k.1.G
ENST00000357320 P0/C0/S8/swissmodel/10_123_6k1k.1.G
ENST00000355016 P0/C1/H6/swissmodel/57_148_1id3.1.J
ENST00000311630 P0/C2/W1/swissmodel/90_283_5xn3.1.A
ENST00000354461 P0/C5/Y9/swissmodel/21_110_6m4h.1.E
ENST00000585527 P0/C6/S8/swissmodel/23_498_2id5.1.A
ENST00000399422 P0/C7/M7/swissmodel/42_578_2vze.3.A
ENST00000422142 P0/C7/M8/swissmodel/98_213_3m9z.1.B
ENST00000439660 P0/C7/P0/swissmodel/36_127_6avj.1.A
ENST00000415846 P0/C7/P3/swissmodel/3_565_7lre.1.A
ENST00000374006 P0/C7/U1/swissmodel/27_165_4wgk.1.A
ENST00000257627 P0/CE/71/swissmodel/3_109_1omd.1.A
ENST00000422359 P0/CF/75/swissmodel/31_366_1pp1.1.D
ENST00000215780 P0/CG/29/swissmodel/1_244_4mpf.1.A
ENST00000545289 P0/CG/31/swissmodel/243_519_5v3j.2.C
ENST00000289373 P0/CG/34/swissmodel/6_41_4pl7.1.A
ENST00000436583 P0/CG/35/swissmodel/6_41_4pl7.1.A
ENST00000400085 P0/CH/99/swissmodel/113_299_5v3m.1.C
ENST00000443676 P0/CI/00/swissmodel/112_300_5v3j.2.C
ENST00000457222 P0/CV/98/swissmodel/102_290_5day.1.A
ENST00000458511 P0/DI/81/swissmodel/1_140_2j3w.2.A
ENST00000543226 P0/DI/82/swissmodel/1_140_2j3w.2.A
ENST00000325558 P0/DJ/D8/swissmodel/18_388_2psg.1.B
ENST00000312403 P0/DJ/D9/swissmodel/18_388_2psg.1.A
ENST00000557640 P0/DJ/H9/swissmodel/20_145_6drf.1.A
ENST00000405158 P0/DJ/I8/swissmodel/19_122_4ip8.1.A
ENST00000526900 P0/DJ/I9/swissmodel/19_122_4ip8.1.A
ENST00000562197 P0/DK/B5/swissmodel/25_285_4cnm.1.A
ENST00000464121 P0/DM/35/swissmodel/1_61_4mt2.1.A
ENST00000340042 P1/00/75/swissmodel/178_376_5v3j.2.C
ENST00000225245 P1/01/47/swissmodel/26_91_3kbx.1.B
ENST00000367446 P1/01/55/swissmodel/5_537_1yvp.1.D
ENST00000216139 P1/03/23/swissmodel/43_301_1fiw.1.A
ENST00000377045 P1/03/98/swissmodel/97_588_6nyb.1.A
ENST00000409110 P1/05/23/swissmodel/13_388_3ugx.1.A
ENST00000291442 P1/05/88/swissmodel/50_391_4nqa.1.A
ENST00000327111 P1/05/89/swissmodel/81_408_4nqa.1.A
ENST00000238682 P1/06/00/swissmodel/24_412_5vqf.2.A
ENST00000396209 P1/06/20/swissmodel/10_148_2h8a.1.C
ENST00000589228 P1/06/44/swissmodel/14_380_4din.1.B
ENST00000233156 P1/06/46/swissmodel/52_267_4bd9.1.B
ENST00000295453 P1/06/96/swissmodel/20_500_3mk1.1.B
ENST00000226524 P1/07/20/swissmodel/39_104_1f9s.1.A
ENST00000288135 P1/07/21/swissmodel/11_508_2ec8.1.A
ENST00000228837 P1/07/67/swissmodel/81_208_1ijt.1.A
ENST00000330688 P1/08/26/swissmodel/83_416_4nqa.2.B
ENST00000264637 P1/08/27/swissmodel/50_383_3dzy.1.B
ENST00000331469 P1/09/66/swissmodel/21_157_6o3u.2.A
ENST00000323906 P1/10/49/swissmodel/3_274_6wvg.1.A
ENST00000583535 P1/10/55/swissmodel/27_1667_6xe9.1.D
ENST00000256997 P1/11/17/swissmodel/31_372_2hpa.1.A
ENST00000356113 P1/11/50/swissmodel/43_493_6ob0.1.A
ENST00000314251 P1/11/68/swissmodel/3_504_4zwb.1.A
ENST00000544665 P1/12/15/swissmodel/17_1099_5es4.1.A
ENST00000306071 P1/12/30/swissmodel/25_501_6uwz.1.C
ENST00000286479 P1/12/45/swissmodel/2_290_2pfr.1.A
ENST00000420607 P1/13/10/swissmodel/36_420_3mdd.1.C
ENST00000423485 P1/13/88/swissmodel/433_1215_6zy5.1.A
ENST00000369660 P1/14/41/swissmodel/1_117_3wxf.2.B
ENST00000550325 P1/14/73/swissmodel/19_424_4nqa.2.B
ENST00000405666 P1/14/74/swissmodel/73_421_4nqa.2.A
ENST00000334134 P1/14/87/swissmodel/34_189_1g82.1.B
ENST00000232461 P1/14/88/swissmodel/6_343_1got.1.A
ENST00000216605 P1/15/86/swissmodel/315_935_4iok.1.C
ENST00000225371 P1/16/78/swissmodel/131_715_5mfa.1.A
ENST00000278282 P1/16/84/swissmodel/21_91_1ccd.1.B
ENST00000318561 P1/16/86/swissmodel/87_197_2yad.2.A
ENST00000356956 P1/17/17/swissmodel/42_2282_6um1.1.A
ENST00000291041 P1/18/01/swissmodel/42_354_5dyk.1.A
ENST00000304502 P1/18/44/swissmodel/2_174_2v2u.1.A
ENST00000398491 P1/19/08/swissmodel/3_317_2h07.1.E
ENST00000318607 P1/19/40/swissmodel/8_408_6r5k.1.E
ENST00000312465 P1/20/34/swissmodel/83_227_1g82.1.B
ENST00000274024 P1/21/04/swissmodel/2_132_3akm.1.A
ENST00000281456 P1/22/35/swissmodel/3_294_1okc.1.A
ENST00000381401 P1/22/36/swissmodel/3_294_1okc.1.A
ENST00000367797 P1/22/59/swissmodel/29_2224_7kve.1.A
ENST00000394419 P1/28/14/swissmodel/25_892_1sjj.1.A
ENST00000354968 P1/28/29/swissmodel/39_197_5n69.1.C
ENST00000261769 P1/28/30/swissmodel/155_690_3q2v.1.A
ENST00000226207 P1/28/82/swissmodel/850_1926_7kog.1.A
ENST00000394965 P1/31/96/swissmodel/197_632_6hrh.1.A
ENST00000250151 P1/32/36/swissmodel/27_92_3kbx.1.B
ENST00000407280 P1/32/84/swissmodel/56_241_6nwx.1.A
ENST00000306385 P1/34/97/swissmodel/435_974_3kq4.1.B
