ENST00000322209 A0/A0/24RBG1/swissmodel/9_147_2duk.1.A
ENST00000200557 O7/50/78/swissmodel/234_716_5y2z.1.A
ENST00000499869 O7/50/83/swissmodel/8_606_1pev.1.A
ENST00000253799 O7/51/06/swissmodel/51_756_1pu4.1.A
ENST00000338821 O7/51/10/swissmodel/38_1046_6roi.1.A
ENST00000501748 O7/51/23/swissmodel/148_426_5wjq.1.C
ENST00000292478 O7/51/27/swissmodel/122_558_5i9g.1.A
ENST00000456430 O7/51/55/swissmodel/4_1221_4a0c.1.A
ENST00000416219 O7/51/85/swissmodel/55_934_4ycm.1.A
ENST00000299752 O7/53/09/swissmodel/238_764_5erd.1.A
ENST00000227322 O7/53/12/swissmodel/47_440_2qkd.1.A
ENST00000367175 O7/53/25/swissmodel/28_515_2id5.1.B
ENST00000647874 O7/53/42/swissmodel/2_701_4nre.1.A
ENST00000589717 O7/53/46/swissmodel/169_447_5wjq.1.C
ENST00000374050 O7/53/48/swissmodel/2_107_4dl0.2.B
ENST00000376652 O7/53/54/swissmodel/98_479_5u7x.1.A
ENST00000301825 O7/53/55/swissmodel/53_483_4cd3.1.A
ENST00000334696 O7/53/56/swissmodel/49_420_3zx2.2.B
ENST00000427401 O7/53/73/swissmodel/170_448_5wjq.1.C
ENST00000236192 O7/53/79/swissmodel/47_136_2kog.1.A
ENST00000345851 O7/53/82/swissmodel/320_740_6fpt.1.A
ENST00000397132 O7/53/86/swissmodel/176_441_1s31.1.A
ENST00000270590 O7/53/88/swissmodel/37_332_5ung.1.A
ENST00000578049 O7/53/96/swissmodel/1_157_2nup.1.C
ENST00000341016 O7/54/09/swissmodel/11_115_6ne3.1.C
ENST00000437685 O7/54/19/swissmodel/1_566_5dgo.1.A
ENST00000617122 O7/54/38/swissmodel/3_58_5xtc.1.V
ENST00000398138 O7/54/52/swissmodel/28_310_3dey.1.A
ENST00000392386 O7/54/62/swissmodel/45_337_4y61.1.A
ENST00000536459 O7/54/67/swissmodel/195_504_5v3m.1.C
ENST00000337940 O7/54/69/swissmodel/39_432_4iqr.2.A
ENST00000370828 O7/54/87/swissmodel/27_483_4ywt.2.A
ENST00000084798 O7/54/93/swissmodel/34_305_6g4t.1.A
ENST00000064724 O7/55/08/swissmodel/5_181_6ov2.1.A
ENST00000366676 O7/55/29/swissmodel/266_585_5wlc.20.A
ENST00000351625 O7/55/30/swissmodel/80_441_6c23.1.D
ENST00000367568 O7/55/58/swissmodel/2_260_3c98.1.B
ENST00000379480 O7/55/70/swissmodel/75_438_4v63.1.Y
ENST00000395326 O7/55/75/swissmodel/1_123_2ckz.2.A
ENST00000369304 O7/55/78/swissmodel/23_1116_5es4.1.A
ENST00000323205 O7/56/00/swissmodel/42_418_1fc4.1.A
ENST00000370110 O7/56/07/swissmodel/35_141_1xe0.1.B
ENST00000254928 O7/56/16/swissmodel/111_437_3r9x.1.A
ENST00000336429 O7/56/35/swissmodel/2_380_6kga.1.A
ENST00000334205 O7/56/76/swissmodel/27_675_4oli.1.A
ENST00000354373 O7/56/77/swissmodel/123_314_2fbe.3.A
ENST00000248983 O7/56/78/swissmodel/184_375_2fbe.3.A
ENST00000249007 O7/56/79/swissmodel/123_314_2fbe.3.A
ENST00000539900 O7/56/89/swissmodel/3_370_3lju.1.A
ENST00000373366 O7/57/12/swissmodel/2_213_2zw3.1.A
ENST00000590016 O7/57/71/swissmodel/8_319_2zub.1.A
ENST00000281141 O7/57/94/swissmodel/1_332_4zgn.1.A
ENST00000258930 O7/58/38/swissmodel/8_187_2l4h.1.A
ENST00000006275 O7/58/65/swissmodel/2_158_2j3t.1.B
ENST00000263985 O7/58/79/swissmodel/62_556_3ip4.1.B
ENST00000310193 O7/58/81/swissmodel/39_505_3dax.1.A
ENST00000273450 O7/58/91/swissmodel/367_901_4oe5.1.B
ENST00000356026 O7/59/00/swissmodel/42_257_1k7q.1.A
ENST00000616661 O7/59/11/swissmodel/32_277_1yb1.1.A
ENST00000518291 O7/59/14/swissmodel/263_556_4zlo.1.A
ENST00000301587 O7/59/47/swissmodel/4_150_6j5j.1.N
ENST00000618542 O7/59/51/swissmodel/20_147_1jhl.1.C
ENST00000453597 O7/59/53/swissmodel/3_346_4j80.2.A
ENST00000253407 O7/59/73/swissmodel/128_258_4qq2.1.A
ENST00000368947 O7/60/27/swissmodel/11_344_5lpu.1.A
ENST00000300107 O7/60/31/swissmodel/166_604_4i4l.1.C
ENST00000377961 O7/60/38/swissmodel/7_276_2q4u.1.A
ENST00000279263 O7/60/62/swissmodel/17_418_4quv.1.A
ENST00000372017 O7/60/70/swissmodel/12_96_2n0a.1.A
ENST00000449131 O7/60/90/swissmodel/2_364_6n23.1.D
ENST00000375349 O7/79/32/swissmodel/27_384_6aiy.1.A
ENST00000344604 O9/47/69/swissmodel/318_698_2a0z.1.A
ENST00000219660 O9/47/78/swissmodel/28_251_5i32.1.A
ENST00000160382 O9/48/05/swissmodel/4_426_5i9e.1.A
ENST00000253778 O9/48/08/swissmodel/2_682_1jxa.1.A
ENST00000397770 O9/48/10/swissmodel/9_425_2pbi.2.A
ENST00000360578 O9/48/11/swissmodel/43_179_1wlm.1.A
ENST00000284320 O9/48/26/swissmodel/111_598_2gw1.1.A
ENST00000318217 O9/48/32/swissmodel/3_830_4anj.1.A
ENST00000339876 O9/48/56/swissmodel/241_1026_6iaa.1.A
ENST00000328195 O9/49/03/swissmodel/12_248_1b54.1.A
ENST00000380050 O9/49/21/swissmodel/133_447_5g6v.1.A
ENST00000332231 O9/49/73/swissmodel/3_622_2jkt.1.A
ENST00000284136 O9/50/25/swissmodel/40_685_1olz.1.B
ENST00000605860 O9/50/45/swissmodel/22_314_3p0f.1.A
ENST00000288207 O9/50/67/swissmodel/131_391_5lqf.1.B
ENST00000646641 O9/51/36/swissmodel/7_302_3v2w.1.A
ENST00000272641 O9/51/56/swissmodel/112_254_6pnq.1.B
ENST00000306384 O9/51/83/swissmodel/3_90_2kog.1.A
ENST00000326005 O9/51/90/swissmodel/56_182_1zo0.1.A
ENST00000507827 O9/52/37/swissmodel/41_177_4q95.1.A
ENST00000612248 O9/52/58/swissmodel/139_321_4c9j.1.A
ENST00000260191 O9/52/64/swissmodel/27_440_6be1.1.A
ENST00000307300 O9/52/99/swissmodel/36_355_5xtc.1.2
ENST00000538336 O9/53/02/swissmodel/161_479_3jym.2.A
ENST00000252603 O9/53/36/swissmodel/7_249_3ico.1.A
ENST00000456849 O9/53/40/swissmodel/24_613_1x6v.1.A
ENST00000260653 O9/53/43/swissmodel/79_267_4egc.1.A
ENST00000354449 O9/53/52/swissmodel/13_686_4gsl.1.A
ENST00000578237 O9/53/61/swissmodel/163_548_6fln.1.A
ENST00000356401 O9/53/76/swissmodel/60_492_5tte.1.A
ENST00000338513 O9/53/77/swissmodel/2_212_2zw3.1.A
ENST00000513374 O9/53/79/swissmodel/13_198_5jxd.1.A
ENST00000506587 O9/53/94/swissmodel/5_527_5o9x.1.A
ENST00000396065 O9/53/95/swissmodel/43_434_2gam.2.A
ENST00000241124 O9/54/52/swissmodel/2_217_2zw3.1.A
ENST00000261296 O9/54/55/swissmodel/19_344_1g1a.1.B
ENST00000360325 O9/54/71/swissmodel/5_187_6ov2.1.A
ENST00000327720 O9/54/75/swissmodel/1_189_4egc.1.A
ENST00000574322 O9/54/76/swissmodel/58_236_6du2.1.A
ENST00000610426 O9/54/78/swissmodel/2_260_3jct.1.h
ENST00000504968 O9/54/87/swissmodel/523_1268_3eh1.1.A
ENST00000326499 O9/54/98/swissmodel/25_487_4cyf.1.A
ENST00000399139 O9/55/00/swissmodel/4_183_3x29.1.A
ENST00000378625 O9/55/44/swissmodel/69_425_3pfn.1.A
ENST00000392066 O9/55/73/swissmodel/85_718_5msc.1.A
ENST00000263857 O9/56/02/swissmodel/5_1719_4c2m.1.A
ENST00000265720 O9/56/20/swissmodel/29_315_6eza.1.A
ENST00000266594 O9/56/26/swissmodel/1_131_2je0.1.A
ENST00000306928 O9/56/65/swissmodel/20_368_4grv.1.A
ENST00000303892 O9/56/70/swissmodel/2_107_4dl0.2.B
ENST00000304546 O9/56/72/swissmodel/96_775_4cth.1.A
ENST00000380887 O9/57/18/swissmodel/100_432_4nqa.2.A
ENST00000357877 O9/57/54/swissmodel/38_648_1olz.1.B
ENST00000263116 O9/57/55/swissmodel/121_290_5szh.1.B
ENST00000508776 O9/57/57/swissmodel/1_699_3c7n.1.A
ENST00000359032 O9/57/82/swissmodel/3_621_2jkt.1.A
ENST00000295522 O9/58/32/swissmodel/5_187_6ov2.1.A
ENST00000587152 O9/58/34/swissmodel/10_649_4ci8.1.A
ENST00000341700 O9/58/37/swissmodel/9_355_3sn6.1.A
ENST00000262441 O9/58/38/swissmodel/67_455_5xez.2.A
ENST00000375787 O9/58/65/swissmodel/7_282_3p8e.1.A
ENST00000264833 O9/58/97/swissmodel/182_445_6qm3.1.A
ENST00000320521 O9/59/07/swissmodel/14_427_6g9x.1.A
ENST00000266254 O9/59/22/swissmodel/14_363_4o4i.1.F
ENST00000354280 O9/59/25/swissmodel/24_133_4bd9.1.B
ENST00000202625 O9/59/32/swissmodel/3_705_1f13.1.B
ENST00000397748 O9/59/54/swissmodel/2_541_2pfd.1.A
ENST00000401557 O9/59/71/swissmodel/27_144_6ng3.1.A
ENST00000252677 O9/59/72/swissmodel/46_392_5vqf.2.A
ENST00000268389 O9/59/76/swissmodel/30_175_5f89.2.B
ENST00000340722 O9/59/88/swissmodel/2_128_1qtu.1.A
ENST00000405636 O9/60/08/swissmodel/74_361_5o8o.1.A
ENST00000253719 O9/60/09/swissmodel/25_402_5mlg.1.A
ENST00000322563 O9/60/14/swissmodel/43_354_6ahy.1.B
ENST00000216068 O9/60/15/swissmodel/18_105_2xqq.3.B
ENST00000382580 O9/60/17/swissmodel/92_501_3i6w.1.B
ENST00000520509 O9/60/20/swissmodel/100_369_1w98.1.B
ENST00000305046 P0/03/25/swissmodel/2_375_1u3t.1.B
ENST00000540430 P0/03/38/swissmodel/2_332_5nqb.1.C
ENST00000361740 P0/03/87/swissmodel/30_301_3w5h.1.A
ENST00000264613 P0/04/50/swissmodel/20_1059_4enz.1.A
ENST00000264870 P0/04/88/swissmodel/6_729_1f13.1.B
ENST00000311923 P0/05/40/swissmodel/53_344_6gqk.1.A
ENST00000540303 P0/07/39/swissmodel/35_347_4wjg.1.C
ENST00000372764 P0/07/49/swissmodel/47_427_4nzq.1.A
ENST00000361899 P0/08/46/swissmodel/10_226_5are.1.V
ENST00000217423 P0/10/36/swissmodel/30_141_1g96.1.A
ENST00000304749 P0/10/37/swissmodel/30_141_1g96.1.A
ENST00000217386 P0/11/78/swissmodel/32_123_2lbh.1.A
ENST00000380293 P0/11/85/swissmodel/32_116_2bn2.1.A
ENST00000256592 P0/12/22/swissmodel/21_128_4ay9.1.B
ENST00000649238 P0/12/29/swissmodel/22_131_1qfw.1.B
ENST00000332800 P0/12/42/swissmodel/27_216_1hwg.1.A
ENST00000380206 P0/15/63/swissmodel/25_188_2lms.1.A
ENST00000357374 P0/15/66/swissmodel/24_189_2lms.1.A
ENST00000239347 P0/15/67/swissmodel/24_189_2lms.1.A
ENST00000380225 P0/15/68/swissmodel/24_189_2lms.1.A
ENST00000610521 P0/15/69/swissmodel/24_189_2lms.1.A
ENST00000380222 P0/15/70/swissmodel/24_189_2kz1.1.A
ENST00000413767 P0/15/71/swissmodel/24_189_2lms.1.A
ENST00000395388 P0/19/03/swissmodel/26_209_3pdo.1.A
ENST00000374940 P0/19/06/swissmodel/25_208_4d8p.1.A
ENST00000395363 P0/19/09/swissmodel/26_206_4ozf.1.A
ENST00000372555 P0/25/85/swissmodel/1_159_2jtz.1.A
ENST00000306390 P0/27/50/swissmodel/37_345_5a5c.1.A
ENST00000259396 P0/27/63/swissmodel/20_193_3kq0.1.A
ENST00000504199 P0/27/74/swissmodel/19_472_1j7e.2.A
ENST00000265983 P0/27/90/swissmodel/47_462_1qjs.1.A
ENST00000361851 P0/39/28/swissmodel/5_60_6j5i.1.T
ENST00000264690 P0/39/52/swissmodel/20_629_6i44.1.A
ENST00000249389 P0/39/99/swissmodel/9_338_5w0p.1.A
ENST00000369951 P0/40/00/swissmodel/21_339_6cmo.1.A
ENST00000595290 P0/40/01/swissmodel/21_340_5dgy.2.A
ENST00000374479 P0/40/66/swissmodel/36_466_2zwy.1.A
ENST00000642816 P0/40/75/swissmodel/2_364_1ald.1.D
ENST00000259938 P0/41/18/swissmodel/21_107_1eth.2.C
ENST00000263100 P0/42/17/swissmodel/26_494_6grs.1.B
ENST00000264071 P0/43/50/swissmodel/1_426_5jco.1.F
ENST00000293549 P0/46/28/swissmodel/56_370_6ahy.1.B
ENST00000290705 P0/47/31/swissmodel/1_61_4mt2.1.A
ENST00000330439 P0/47/32/swissmodel/1_61_4mt2.1.A
ENST00000334350 P0/47/33/swissmodel/1_61_4mt2.1.A
ENST00000380210 P0/50/13/swissmodel/24_189_2lms.1.A
ENST00000421715 P0/50/14/swissmodel/24_189_2lms.1.A
ENST00000380216 P0/50/15/swissmodel/24_189_2lms.1.A
ENST00000295598 P0/50/23/swissmodel/27_1023_4xe5.1.A
ENST00000367816 P0/50/26/swissmodel/1_303_3wgv.2.B
ENST00000356962 P0/50/89/swissmodel/5_318_4ie1.1.A
ENST00000302347 P0/51/07/swissmodel/23_696_3k6s.2.B
ENST00000317881 P0/51/41/swissmodel/3_294_1okc.1.A
ENST00000367412 P0/51/60/swissmodel/213_649_5o35.1.C
ENST00000374840 P0/51/86/swissmodel/20_503_1zef.1.A
ENST00000355938 P0/54/96/swissmodel/63_134_6j54.1.P
ENST00000423113 P0/55/56/swissmodel/25_727_4g1m.1.B
ENST00000643927 P0/57/71/swissmodel/101_668_3pfq.1.A
ENST00000225387 P0/58/13/swissmodel/27_215_3lwk.1.A
ENST00000352451 P0/59/76/swissmodel/43_193_2m3s.1.A
ENST00000333070 P0/62/39/swissmodel/64_509_1y57.1.A
ENST00000262030 P0/65/76/swissmodel/59_525_1bmf.1.D
ENST00000357780 P0/67/27/swissmodel/92_332_3s84.1.B
ENST00000505992 P0/67/30/swissmodel/27_217_1ipb.1.A
ENST00000447280 P0/70/93/swissmodel/21_398_4aqh.1.A
ENST00000394375 P0/70/98/swissmodel/28_398_1hlg.1.A
ENST00000272167 P0/70/99/swissmodel/27_447_4qla.1.A
ENST00000627305 P0/71/08/swissmodel/2_87_2fj9.1.A
ENST00000345913 P0/72/02/swissmodel/132_735_5mfa.1.A
ENST00000304801 P0/72/05/swissmodel/14_417_2p9t.1.A
ENST00000332680 P0/73/55/swissmodel/2_339_5lpu.1.A
ENST00000371237 P0/73/58/swissmodel/61_590_3ojy.1.B
ENST00000052754 P0/75/85/swissmodel/51_355_1xec.1.A
ENST00000261416 P0/76/86/swissmodel/53_552_5bro.1.A
ENST00000541669 P0/78/64/swissmodel/2_332_5kkc.1.A
ENST00000334701 P0/79/00/swissmodel/15_698_5fwk.1.A
ENST00000378292 P0/79/51/swissmodel/1_284_1c1g.2.A
ENST00000359621 P0/82/17/swissmodel/29_269_1bru.1.A
ENST00000375910 P0/82/18/swissmodel/29_269_1bru.1.A
ENST00000508393 P0/83/19/swissmodel/2_380_3cos.1.A
ENST00000379806 P0/85/59/swissmodel/30_390_3exe.1.A
ENST00000318493 P0/85/81/swissmodel/40_740_6gcu.1.A
ENST00000296350 P0/85/82/swissmodel/20_712_1lcf.1.A
ENST00000369295 P0/85/88/swissmodel/51_394_6e67.2.A
ENST00000538448 P0/86/31/swissmodel/80_526_1qcf.1.A
ENST00000324015 P0/86/97/swissmodel/12_437_2wy0.1.A
ENST00000361566 P0/87/27/swissmodel/76_286_6jlb.1.C
ENST00000337107 P0/88/61/swissmodel/29_270_1pyt.1.C
ENST00000323865 P0/89/08/swissmodel/31_418_5v54.1.A
ENST00000420846 P0/89/62/swissmodel/6_233_5tcx.1.A
ENST00000608478 P0/90/38/swissmodel/134_288_1bla.1.A
ENST00000290122 P0/90/93/swissmodel/28_270_1pyt.1.C
ENST00000199708 P0/91/05/swissmodel/3_142_3gqr.2.C
ENST00000304725 P0/92/28/swissmodel/31_140_1rn7.1.A
ENST00000310418 P0/94/97/swissmodel/100_225_6sbz.1.D
ENST00000394295 P0/95/25/swissmodel/11_319_1aow.1.A
ENST00000295228 P0/95/29/swissmodel/69_407_5ntu.1.A
ENST00000265441 P0/95/44/swissmodel/39_349_6ahy.1.B
ENST00000312648 P0/95/64/swissmodel/27_160_5c07.2.D
ENST00000374005 P0/97/69/swissmodel/79_527_1y57.1.A
ENST00000264162 P0/98/48/swissmodel/354_1367_5w21.1.A
ENST00000339145 P0/99/12/swissmodel/30_122_2loq.1.A
ENST00000295463 P0/99/23/swissmodel/20_500_1zef.1.A
ENST00000218249 P0/C0/E4/swissmodel/10_179_5szj.1.A
ENST00000355016 P0/C1/H6/swissmodel/57_148_2pyo.1.F
ENST00000413299 P0/C2/63/swissmodel/58_335_5oq5.1.A
ENST00000612221 P0/C2/64/swissmodel/38_342_5lw1.2.B
ENST00000311630 P0/C2/W1/swissmodel/93_283_6dn7.1.A
ENST00000262365 P0/C5/J1/swissmodel/108_329_4lg1.1.A
ENST00000620016 P0/C5/Y9/swissmodel/21_101_6a7u.1.A
ENST00000585527 P0/C6/S8/swissmodel/24_498_2id5.1.B
ENST00000530447 P0/C7/H9/swissmodel/48_372_4fip.1.A
ENST00000527080 P0/C7/I0/swissmodel/48_372_3mhs.1.A
ENST00000434006 P0/C7/L1/swissmodel/35_94_2leo.1.A
ENST00000437810 P0/C7/M6/swissmodel/32_114_4r8g.1.A
ENST00000399422 P0/C7/M7/swissmodel/45_578_2wd9.1.A
ENST00000422142 P0/C7/M8/swissmodel/98_212_5mgt.1.A
ENST00000532411 P0/C7/T3/swissmodel/25_312_6mxt.1.A
ENST00000643851 P0/C7/U1/swissmodel/30_165_4wgk.1.A
ENST00000333254 P0/C7/W6/swissmodel/18_147_4tql.1.A
ENST00000610350 P0/C7/X1/swissmodel/45_342_4p17.1.A
ENST00000452633 P0/C8/69/swissmodel/4_757_5iz5.1.A
ENST00000429565 P0/CB/33/swissmodel/113_404_5wjq.1.C
ENST00000421491 P0/CB/38/swissmodel/10_369_6r5k.1.B
ENST00000530464 P0/CB/47/swissmodel/95_298_6erp.1.A
ENST00000257627 P0/CE/71/swissmodel/1_109_1ttx.1.A
ENST00000422359 P0/CF/75/swissmodel/25_366_1pp1.1.A
ENST00000448552 P0/CG/13/swissmodel/13_114_5msm.1.B
ENST00000424439 P0/CG/21/swissmodel/2_116_6fq3.1.A
ENST00000619044 P0/CG/24/swissmodel/10_288_5wjq.1.C
ENST00000289373 P0/CG/34/swissmodel/6_41_4pl7.1.A
ENST00000419165 P0/CG/35/swissmodel/6_41_4pl7.1.A
ENST00000400085 P0/CH/99/swissmodel/61_299_5v3m.1.C
ENST00000400120 P0/CI/00/swissmodel/61_299_5v3m.1.C
ENST00000329758 P0/CI/25/swissmodel/131_450_4cg4.1.A
ENST00000448984 P0/CI/26/swissmodel/131_450_4cg4.1.A
ENST00000617444 P0/CK/96/swissmodel/72_374_5y78.1.A
ENST00000457222 P0/CV/98/swissmodel/102_290_5day.1.B
ENST00000426950 P0/CV/99/swissmodel/106_297_2e50.1.B
ENST00000287721 P0/CW/00/swissmodel/102_290_5day.1.B
ENST00000428845 P0/CW/01/swissmodel/102_290_5day.1.B
ENST00000556126 P0/DI/80/swissmodel/14_47_2na8.1.A
ENST00000458511 P0/DI/81/swissmodel/1_140_2j3w.2.A
ENST00000543226 P0/DI/82/swissmodel/1_140_2j3w.2.A
ENST00000325558 P0/DJ/D8/swissmodel/17_388_2psg.1.A
ENST00000312403 P0/DJ/D9/swissmodel/17_388_2psg.1.A
ENST00000557640 P0/DJ/H9/swissmodel/19_156_6drf.1.A
ENST00000529528 P0/DJ/I9/swissmodel/19_122_4ip9.1.A
ENST00000367123 P0/DJ/J0/swissmodel/5_452_5i6r.1.A
ENST00000638719 P0/DJ/R0/swissmodel/7_214_2xtp.1.A
ENST00000562197 P0/DK/B5/swissmodel/26_289_5xws.1.A
ENST00000464121 P0/DM/35/swissmodel/1_61_4mt2.1.A
ENST00000596516 P0/DM/E0/swissmodel/44_246_2e50.1.B
ENST00000392886 P0/DM/L3/swissmodel/29_217_1hwh.1.A
ENST00000563322 P0/DM/M9/swissmodel/9_295_2a3r.1.A
ENST00000595228 P0/DM/R2/swissmodel/23_91_1ccd.1.A
ENST00000241356 P0/DM/S8/swissmodel/7_305_5uen.1.A
ENST00000434992 P0/DM/W2/swissmodel/2_45_2km6.1.A
ENST00000581138 P0/DN/26/swissmodel/1_164_4n1s.1.A
ENST00000419275 P0/DN/37/swissmodel/1_164_4dgd.1.A
ENST00000369929 P0/DN/77/swissmodel/21_340_5dgy.2.A
ENST00000599405 P0/DN/78/swissmodel/21_340_5dgy.2.A
ENST00000377280 P0/DN/87/swissmodel/22_131_1qfw.1.B
ENST00000514853 P0/DO/97/swissmodel/108_257_6ian.1.A
ENST00000317543 P0/DP/57/swissmodel/23_97_2n99.1.A
ENST00000437818 P0/DP/73/swissmodel/23_65_5lcs.1.A
ENST00000400079 P0/DP/74/swissmodel/23_65_5lcs.1.A
ENST00000368100 P0/DP/A2/swissmodel/27_259_3jz7.1.B
ENST00000302979 P0/DP/B6/swissmodel/19_120_6eu0.1.K
ENST00000600766 P0/DP/D5/swissmodel/198_476_5wjq.1.C
ENST00000357474 P0/DP/D6/swissmodel/142_811_3dwb.1.A
ENST00000402825 P0/DP/D8/swissmodel/214_883_3dwb.1.A
ENST00000400113 P0/DP/H7/swissmodel/1_445_5kx5.1.A
ENST00000321253 P0/DP/H8/swissmodel/1_445_5kx5.1.A
ENST00000291577 P0/DP/I2/swissmodel/44_265_1vhq.1.A
ENST00000362074 P0/DP/K4/swissmodel/28_219_5uk5.1.A
ENST00000600799 P0/DP/K5/swissmodel/38_135_4h9p.1.A
ENST00000576178 P0/DQ/D5/swissmodel/32_341_5zbh.1.A
ENST00000333385 P0/DT/A3/swissmodel/101_263_5uq1.2.B
ENST00000340073 P0/DT/A3/swissmodel/101_263_5uq1.2.B
ENST00000575125 P0/DT/A3/swissmodel/101_263_5uq1.2.B
ENST00000340042 P1/00/75/swissmodel/106_374_5wjq.1.C
ENST00000400968 P1/01/55/swissmodel/4_537_1yvp.2.D
ENST00000216139 P1/03/23/swissmodel/43_301_1fiw.1.A
ENST00000409110 P1/05/23/swissmodel/14_395_1cf1.1.A
ENST00000291442 P1/05/88/swissmodel/52_393_4nqa.2.A
ENST00000010404 P1/06/20/swissmodel/10_148_2h8a.1.A
ENST00000295453 P1/06/96/swissmodel/20_500_1zef.1.A
ENST00000458610 P1/07/47/swissmodel/19_139_2x44.1.A
ENST00000228837 P1/07/67/swissmodel/57_208_1bla.1.A
ENST00000330688 P1/08/26/swissmodel/85_417_4nqa.2.A
ENST00000280696 P1/08/28/swissmodel/93_460_4nqa.1.B
ENST00000331469 P1/09/66/swissmodel/21_157_4kuz.1.A
ENST00000356113 P1/11/50/swissmodel/42_493_6ob0.1.A
ENST00000314251 P1/11/68/swissmodel/1_504_4zw9.1.A
ENST00000648685 P1/12/15/swissmodel/17_1099_5es4.1.A
ENST00000286479 P1/12/45/swissmodel/2_290_2pfr.1.A
ENST00000369620 P1/14/13/swissmodel/28_514_6e07.1.A
ENST00000312439 P1/14/64/swissmodel/43_412_5k6w.1.A
ENST00000406487 P1/14/65/swissmodel/33_323_5d4k.1.A
ENST00000229022 P1/14/73/swissmodel/21_424_4nqa.2.B
ENST00000406310 P1/14/74/swissmodel/76_421_4nqa.2.A
ENST00000334134 P1/14/87/swissmodel/34_196_1g82.1.A
ENST00000225371 P1/16/78/swissmodel/131_713_5mfa.1.A
ENST00000278282 P1/16/84/swissmodel/22_91_1utg.1.A
ENST00000318561 P1/16/86/swissmodel/87_197_2yad.2.B
ENST00000291041 P1/18/01/swissmodel/42_354_5dyk.1.A
ENST00000304502 P1/18/44/swissmodel/2_174_2jdf.1.A
ENST00000398491 P1/19/08/swissmodel/3_317_2h07.1.B
ENST00000312465 P1/20/34/swissmodel/87_227_1g82.1.A
ENST00000274024 P1/21/04/swissmodel/2_132_2mo5.1.A
ENST00000281456 P1/22/35/swissmodel/3_294_1okc.1.A
ENST00000381401 P1/22/36/swissmodel/3_294_1okc.1.A
ENST00000559087 P1/26/44/swissmodel/49_408_5vqf.2.A
ENST00000457836 P1/26/94/swissmodel/51_445_2bff.1.A
ENST00000538545 P1/28/14/swissmodel/25_892_1sjj.1.A
ENST00000572316 P1/28/29/swissmodel/39_197_5n69.1.C
ENST00000373558 P1/29/31/swissmodel/86_536_1y57.1.A
ENST00000469224 P1/31/96/swissmodel/197_632_6hrh.1.B
ENST00000371923 P1/35/84/swissmodel/42_505_6c94.1.A
ENST00000545399 P1/36/37/swissmodel/20_1013_3wgu.1.A
ENST00000396056 P1/36/82/swissmodel/219_497_5wjq.1.C
ENST00000323798 P1/38/07/swissmodel/21_630_5suk.1.C
ENST00000345060 P1/39/45/swissmodel/33_363_6e67.2.A
ENST00000369413 P1/40/60/swissmodel/5_361_1kew.1.A
ENST00000650983 P1/41/51/swissmodel/39_317_4c16.1.A
ENST00000441259 P1/42/22/swissmodel/23_552_3nsj.1.A
ENST00000377199 P1/43/73/swissmodel/134_495_4cg4.2.A
ENST00000538967 P1/44/16/swissmodel/36_442_6cm4.1.A
ENST00000368195 P1/46/16/swissmodel/26_914_6pxv.1.A
ENST00000317370 P1/46/72/swissmodel/21_471_5eqg.1.A
ENST00000263321 P1/46/79/swissmodel/19_454_5m8q.2.A
ENST00000296046 P1/50/88/swissmodel/21_415_3glj.1.A
ENST00000434724 P1/51/70/swissmodel/72_497_4d61.1.9
ENST00000297283 P1/52/59/swissmodel/2_244_6h26.1.A
ENST00000351273 P1/53/09/swissmodel/33_375_1nd6.1.A
ENST00000234396 P1/53/13/swissmodel/42_497_5voz.1.D
ENST00000417535 P1/55/09/swissmodel/35_315_4rs1.1.A
ENST00000322875 P1/55/29/swissmodel/33_285_1ojy.2.B
ENST00000336097 P1/55/31/swissmodel/1_152_3l7u.1.A
ENST00000299440 P1/59/18/swissmodel/395_1010_6cij.1.B
ENST00000313433 P1/59/27/swissmodel/41_176_2pi2.1.A
ENST00000293761 P1/60/50/swissmodel/2_662_2p0m.2.A
ENST00000609923 P1/62/60/swissmodel/36_330_6gci.1.A
ENST00000307363 P1/62/78/swissmodel/29_647_3thc.1.A
ENST00000394829 P1/62/98/swissmodel/22_495_4or9.1.A
ENST00000316361 P1/63/89/swissmodel/31_421_6ebk.1.B
ENST00000461988 P1/64/35/swissmodel/6_677_6j79.1.A
ENST00000648595 P1/64/52/swissmodel/4_687_4pyg.1.A
ENST00000255266 P1/64/99/swissmodel/10_821_6mzb.1.B
ENST00000262545 P1/65/19/swissmodel/123_595_4omc.1.A
ENST00000229264 P1/65/20/swissmodel/1_340_1tbg.1.A
ENST00000618917 P1/65/62/swissmodel/26_242_1xta.1.B
ENST00000619989 P1/66/19/swissmodel/27_92_3kbx.1.A
ENST00000619989 P1/66/19/swissmodel/27_92_3kbx.1.A
ENST00000402744 P1/68/70/swissmodel/46_459_3mn8.1.A
ENST00000407106 P1/69/30/swissmodel/1_416_2hzy.1.A
ENST00000426559 P1/69/49/swissmodel/6_141_1sa1.1.E
ENST00000356929 P1/70/19/swissmodel/129_407_5wjq.1.C
ENST00000288177 P1/70/23/swissmodel/114_408_5wjq.1.C
ENST00000334213 P1/70/24/swissmodel/82_363_5v3j.2.C
ENST00000298299 P1/70/26/swissmodel/22_215_5wjq.1.C
ENST00000302609 P1/70/30/swissmodel/115_393_5wjq.1.C
