TRAJ23 A0A075B6U7
ZNF527 Q8NB42
CARMIL3 Q8ND23
RCBTB1 Q8NDN9
ENGASE Q8NFI3
WDR36 Q8NI36
DTX3L Q8TDB6
FAM151A Q8WW52
ADGRV1 Q8WXG9
ATOH1 Q92858
EMG1 Q92979
MR1 Q95460
TPD52L3 Q96J77
ARX Q96QS3
XPO6 Q96QU8
TMEM43 Q9BTV4
SELENOO Q9BVL4
PAAT Q9H8K7
COG4 Q9H9E3
ISG20L2 Q9H9L3
TMEM14B Q9NUH8
GRHL1 Q9NZI5
APEX2 Q9UBZ4
MAD2L2 Q9UI95
PCDHB8 Q9UN66
KDM2A Q9Y2K7
MTCL1 Q9Y4B5
TELO2 Q9Y4R8
PCDHA11 Q9Y5I1
UBIAD1 Q9Y5Z9
SIRT4 Q9Y6E7
C19orf85 A0A1B0GUS0
ELOA3DP A6NLF2
C4orf47 A7E2U8
ZNF587B E7ETH6
PPP1R12A O14974
PIN1P1 O15428
HUS1 O60921
KERA O60938
N4BP1 O75113
CSDE1 O75534
PDE8B O95263
CD3D P04234
TUBB4A P04350
PRR29 P0C7W0
FTH1P19 P0C7X4
BMP4 P12644
MYH8 P13535
CNTFR P26992
CRHR1 P34998
PDE6B P35913
HELZ P42694
ATP4B P51164
MNAT1 P51948
RAD23A P54725
PPP1CB P62140
RPS15A P62244
LRP2 P98164
PSG9 Q00887
CAV1 Q03135
ICA1 Q05084
RBPJ Q06330
EIF3A Q14152
GRM4 Q14833
PDK3 Q15120
ANO4 Q32M45
AMZ1 Q400G9
ZCWPW2 Q504Y3
HS1BP3 Q53T59
AARS2 Q5JTZ9
EFHC1 Q5JVL4
FAM83B Q5T0W9
UBR4 Q5T4S7
NCR3LG1 Q68D85
VHLL Q6RSH7
NHS Q6T4R5
GIGYF2 Q6Y7W6
TMEM182 Q6ZP80
CFAP20DC Q6ZVT6
RABEPK Q7Z6M1
AKAP14 Q86UN6
FAM124A Q86V42
NCAPG2 Q86XI2
NME9 Q86XW9
CALHM1 Q8IU99
PLEKHH2 Q8IVE3
SAMD9L Q8IVG5
ZC3H3 Q8IXZ2
CCDC144CP Q8IYA2
ALDH16A1 Q8IZ83
SHISA5 Q8N114
TAFA2 Q8N3H0
ZNF525 Q8N782
SIGLECL1 Q8N7X8
KRI1 Q8N9T8
SMYD1 Q8NB12
GIMAP8 Q8ND71
OR10G2 Q8NGC3
PFN4 Q8NHR9
DMXL2 Q8TDJ6
ADAMTS17 Q8TE56
SMIM4 Q8WVI0
PCNP Q8WW12
ARHGEF2 Q92974
C11orf52 Q96A22
PTH2 Q96A98
TRMT61A Q96FX7
CELF6 Q96J87
PIWIL1 Q96J94
UHRF2 Q96PU4
BTBD10 Q9BSF8
RBM24 Q9BX46
TEX12 Q9BXU0
PITPNM2 Q9BZ72
TTTY12 Q9BZ98
TTC12 Q9H892
PDF Q9HBH1
LPAR2 Q9HBW0
TNFRSF12A Q9NP84
LIN7C Q9NUP9
NLRP2 Q9NX02
PSD3 Q9NYI0
FAM120A Q9NZB2
MYOF Q9NZM1
CRIPT Q9P021
CACNA1I Q9P0X4
OR12D3 Q9UGF7
USP24 Q9UPU5
PSG8 Q9UQ74
SQOR Q9Y6N5
IGHV3-73 A0A0B4J1V6
CRYAA2 A0A140G945
KRTAP23-1 A1A580
VPS37C A5D8V6
LINC01548 A6NM66
CFAP97D1 B2RV13
MCIDAS D6RGH6
ETV2 O00321
PGRMC2 O15173
ZNHIT1 O43257
HCRTR1 O43613
NRDC O43847
GFRA3 O60609
DNAJA2 O60884
LRP4 O75096
RFPL1 O75677
CYP7B1 O75881
TMCC1 O94876
PGM3 O95394
IGHV3-53 P01767
IGLC3 P0DOY3
NDUFB7 P17568
TYRP1 P17643
PSMA5 P28066
PRDX6 P30041
WEE1 P30291
OXTR P30559
HOXD13 P35453
SLC11A2 P49281
CLK3 P49761
BCAT1 P54687
RASSF7 Q02833
ZBTB16 Q05516
POLE Q07864
CATR1 Q13166
MTA1 Q13330
CBFB Q13951
CNGB1 Q14028
MXD4 Q14582
MED1 Q15648
NEDD8 Q15843
SLC14A2 Q15849
HFE Q30201
KRTAP13-2 Q52LG2
SGO2 Q562F6
ZC3H12B Q5HYM0
DIPK1A Q5T7M9
ZNF618 Q5T7W0
SPATA31A1 Q5TZJ5
ETFRF1 Q6IPR1
PRMT9 Q6P2P2
ACSM6 Q6P461
VWA1 Q6PCB0
DNM1P34 Q6PK57
CRIP3 Q6Q6R5
TMC5 Q6UXY8
LYSMD3 Q7Z3D4
LUZP1 Q86V48
MYPOP Q86VE0
RP1L1 Q8IWN7
CCDC116 Q8IYX3
SDR16C5 Q8N3Y7
ATG16L2 Q8NAA4
NGDN Q8NEJ9
WFDC11 Q8NEX6
OR5AP2 Q8NGF4
ZNF563 Q8TA94
DYDC1 Q8WWB3
ZNF75CP Q92670
KIAA1143 Q96AT1
MOCOS Q96EN8
HARBI1 Q96MB7
STAC3 Q96MF2
ZFP3 Q96NJ6
SCLT1 Q96NL6
MCEE Q96PE7
SMIM7 Q9BQ49
TMEM59 Q9BXS4
SCAPER Q9BY12
NKX6-2 Q9C056
ZBP1 Q9H171
MEGF9 Q9H1U4
VPS33B Q9H267
CLTRN Q9HBJ8
CRLF2 Q9HC73
SYBU Q9NX95
HACD3 Q9P035
SENP1 Q9P0U3
DOK5 Q9P104
TXNDC16 Q9P2K2
NXF1 Q9UBU9
REV1 Q9UBZ9
LIMD1 Q9UGP4
IL36A Q9UHA7
SYNPO2 Q9UMS6
PCDHA7 Q9UN72
CARD8 Q9Y2G2
MAST1 Q9Y2H9
FADS3 Q9Y5Q0
AP1M2 Q9Y6Q5
IGHV4-4 A0A075B6R2
LOC100509620 A0A075B734
LOC389895 A0A7P0TBJ1
BCLAF3 A2AJT9
C7orf77 A4D0Y5
PSMB11 A5LHX3
GOLGA6L10 A6NI86
RFPL4A A6NLU0
BTBD18 B2RXH4
CACNA1A O00555
NMT2 O60551
GADD45B O75293
ADAP1 O75689
URI1 O94763
ALX3 O95076
AHSA1 O95433
SFT2D2 O95562
CAVIN2 O95810
IGLV2-23 P01705
IGHV4-30-4 P0DP06
AMY1A P0DUB6
PYGB P11216
EDN3 P14138
GYPE P15421
CYP3A5 P20815
PTGS1 P23219
TNFSF4 P23510
ACSL1 P33121
ACTN2 P35609
SERPINF1 P36955
CDKN1C P49918
CSRP3 P50461
VAMP7 P51809
FKBP1B P68106
SMAD3 P84022
TNFRSF17 Q02223
DSC1 Q08554
CAMSAP2 Q08AD1
TMEM62 Q0P6H9
PTPN13 Q12923
KARS1 Q15046
TRIP13 Q15645
NFE2L2 Q16236
ASIC2 Q16515
NNAT Q16517
PHKG1 Q16816
BCL7A Q4VC05
C6orf118 Q5T5N4
LCE4A Q5TA78
ANGEL2 Q5VTE6
ARHGEF16 Q5VV41
C1orf140 Q5VVS0
USPL1 Q5W0Q7
METRNL Q641Q3
BRAWNIN Q69YU5
CYB5R2 Q6BCY4
PRPF8 Q6P2Q9
ARMH1 Q6PIY5
XKR5 Q6UX68
USP50 Q70EL3
RNF144B Q7Z419
DCP2 Q8IU60
TRAPPC5 Q8IUR0
DZIP1L Q8IYY4
LRRC18 Q8N456
ZNF808 Q8N4W9
KCTD17 Q8N5Z5
MRPL43 Q8N983
KDF1 Q8NAX2
PLA2G15 Q8NCC3
GALNT6 Q8NCL4
OR14A16 Q8NHC5
OR14C36 Q8NHC7
SKA2 Q8WVK7
BRI3BP Q8WY22
PIK3R5 Q8WYR1
HERVK_113 Q902F9
NSMAF Q92636
CD101 Q93033
FAM227B Q96M60
FERD3L Q96RJ6
RAD9A Q99638
HCAR1 Q9BXC0
R3HDML Q9H3Y0
ACSS3 Q9H6R3
VCPKMT Q9H867
B3GAT2 Q9NPZ5
ST7 Q9NRC1
SNTG1 Q9NSN8
PARVA Q9NVD7
DUSP12 Q9UNI6
TNN Q9UQP3
ATF5 Q9Y2D1
SLC35A3 Q9Y2D2
BOLA1 Q9Y3E2
STRAP Q9Y3F4
CBY1 Q9Y3M2
IPP Q9Y573
TRAPPC1 Q9Y5R8
ARFGEF2 Q9Y6D5
IGLON5 A6NGN9
DDX11L8 A8MPP1
GRXCR1 A8MXD5
TBC1D3L B9A6J9
ARPC5 O15511
ZZEF1 O43149
RAD1 O60671
APP P05067
MYL1 P05976
FABP1 P07148
OR5AC1 P0C628
SLFN14 P0C7P3
MTRNR2L4 P0CJ71
ACADM P11310
GNB3 P16520
ZNF8 P17098
CDK11B P21127
DRD3 P35462
SPAM1 P38567
TFPI2 P48307
FXR2 P51116
ADAR P55265
NRG3 P56975
TAS2R30 P59541
GMFB P60983
ADAM8 P78325
RHOG P84095
PRR20B P86481
FAM86JP Q05BU3
C1QBP Q07021
ANK3 Q12955
NR1H3 Q13133
GRIN2B Q13224
MFAP5 Q13361
PMS2P3 Q13401
FLNC Q14315
DHX8 Q14562
EIF4H Q15056
INSYN1 Q2T9L4
TRMT5 Q32P41
GLYR1 Q49A26
ZBTB41 Q5SVQ8
EYS Q5T1H1
FAM91A1 Q658Y4
TMEM200B Q69YZ2
TXNRD3NB Q6F5E7
LCN12 Q6JVE5
DRICH1 Q6PGQ1
FBXW12 Q6X9E4
SLCO4C1 Q6ZQN7
CEFIP Q711Q0
CHST15 Q7LFX5
PABPN1 Q86U42
OAF Q86UD1
SHLD2 Q86V20
GLCCI1 Q86VQ1
RBM45 Q8IUH3
HSCB Q8IWL3
SELENOH Q8IZQ5
PGBD5 Q8N414
MREG Q8N565
MAB21L3 Q8N8X9
ZNF114 Q8NC26
NAXE Q8NCW5
ZNF596 Q8TC21
NUP205 Q92621
TFG Q92734
ARL5B Q96KC2
PPP1R13B Q96KQ4
H2AC14 Q99878
RETNLB Q9BQ08
MGME1 Q9BQP7
JPH2 Q9BR39
ALG12 Q9BV10
TIPIN Q9BVW5
POLDIP3 Q9BY77
PCDH11X Q9BZA7
ARHGAP39 Q9C0H5
RASSF4 Q9H2L5
ADAM7 Q9H2U9
STN1 Q9H668
PTGES2 Q9H7Z7
TMEM165 Q9HC07
MYOZ2 Q9NPC6
SERHL Q9NQF3
GPR27 Q9NS67
INKA2 Q9NTI7
RNF146 Q9NTX7
CCM2L Q9NUG4
GPATCH2L Q9NWQ4
MRPL22 Q9NWU5
SLC39A1 Q9NY26
PODXL2 Q9NZ53
CFDP1 Q9UEE9
PLXNB3 Q9ULL4
ARHGAP26 Q9UNA1
PLAGL2 Q9UPG8
MRPS7 Q9Y2R9
NOSIP Q9Y314
TNFRSF11A Q9Y6Q6
TRAJ43 A0A075B6V1
UBE2L5 A0A1B0GUS4
TMEM129 A0AVI4
CIB4 A0PJX0
WTIP A6NIX2
ACOD1 A6NK06
MAGEB17 A8MXT2
AZIN1 O14977
KHNYN O15037
PMM2 O15305
INPP4B O15327
SOX12 O15370
PPIP5K2 O43314
AKAP8 O43823
CRLF1 O75462
IL1A P01583
GC P02774
GAPDH P04406
LPA P08519
GIG44 P09565
TMSB15A P0CG34
RBMY1A1 P0DJD3
PRKACA P17612
CD1B P29016
APLNR P35414
GUCA1A P43080
MAP1B P46821
PLAAT3 P53816
TAS2R39 P59534
KRTAP10-2 P60368
DNAH14 Q0VDD8
ST3GAL1 Q11201
GNL2 Q13823
GBX1 Q14549
MYBPC3 Q14896
COL19A1 Q14993
ARHGAP19 Q14CB8
ZRSR2 Q15696
ALX1 Q15699
IAH1 Q2TAA2
ZNF506 Q5JVG8
RBM20 Q5T481
ADAMTSL4-AS1 Q5T5F5
DCAF12 Q5T6F0
SERTAD4-AS1 Q5TG53
LCN1P1 Q5VSP4
ZNF425 Q6IV72
STYK1 Q6J9G0
ZNF280D Q6N043
ANKRD11 Q6UB99
C5orf46 Q6UWT4
C16orf89 Q6UX73
GOLT1A Q6ZVE7
FAM183BP Q6ZVS7
MEGF8 Q7Z7M0
SLC22A16 Q86VW1
LRRC28 Q86X40
CERS3 Q8IU89
AQP12A Q8IXF9
SPRYD3 Q8NCJ5
TMEM52 Q8NDY8
DIPK2A Q8NDZ4
OR9I1 Q8NGQ6
OR4X1 Q8NH49
ASAP3 Q8TDY4
APH1B Q8WW43
OR8D1 Q8WZ84
RAD54L Q92698
SYMPK Q92797
PMM1 Q92871
DLX4 Q92988
UTP4 Q969X6
ATG4C Q96DT6
CNRIP1 Q96F85
RPGRIP1 Q96KN7
MAGEB18 Q96M61
NT5C1B Q96P26
AARSD1 Q9BTE6
MND1 Q9BWT6
ZNF341 Q9BYN7
KRTAP2-2 Q9BYT5
TXLNGY Q9BZA5
INO80B Q9C086
TMX4 Q9H1E5
ECT2 Q9H8V3
PLEKHF2 Q9H8W4
MKKS Q9HB66
TRIM36 Q9NQ86
CATSPERZ Q9NTU4
BLOC1S4 Q9NUP1
TMEM160 Q9NX00
CHMP5 Q9NZZ3
POLR1H Q9P1U0
STOX2 Q9P2F5
HCST Q9UBK5
SLC12A6 Q9UHW9
ZNF107 Q9UII5
BTNL2 Q9UIR0
STAG3 Q9UJ98
CAMK2A Q9UQM7
IGLJ6 A0A0A0MT93
IGHV3-66 A0A0C4DH42
IGKV1-9 A0A0C4DH69
SCYGR4 A0A286YEV6
FAM221B A6H8Z2
ARGFX A6NJG6
MSI1 O43347
HTRA2 O43464
XPNPEP2 O43895
ASTN2 O75129
SNN O75324
JRK O75564
ARL6IP5 O75915
RECQL4 O94761
DDAH2 O95865
ADH1B P00325
CSTA P01040
TRGV3 P03979
LPL P06858
ALPI P09923
CCDC172 P0C7W6
NHLRC4 P0CG21
SRGAP2C P0DJJ0
ZNF35 P13682
OSM P13725
PKM P14618
ZNF43 P17038
ATF3 P18847
RABIF P47224
CXCL12 P48061
ATP12A P54707
CTBP2 P56545
RPS11 P62280
IRX4 P78413
BASP1 P80723
HOXC5 Q00444
COX10 Q12887
MRPL58 Q14197
VEPH1 Q14D04
FIGN Q5HY92
LDLRAD2 Q5SZI1
ZNF684 Q5T5D7
MRPL2 Q5T653
C9orf153 Q5TBE3
SHE Q5VZ18
DMRTA1 Q5VZB9
CC2D2B Q6DHV5
THOC7 Q6I9Y2
TBC1D3C Q6IPX1
RAB12 Q6IQ22
KRTAP5-4 Q6L8H1
IYD Q6PHW0
TMEM65 Q6PI78
TTC33 Q6PID6
CROCCP2 Q86T23
PNMA8A Q86V59
IRF2BP1 Q8IU81
WWC1 Q8IX03
RPAP2 Q8IXW5
C1orf158 Q8N1D5
INTS1 Q8N201
FBXL16 Q8N461
ENDOV Q8N8Q3
C1orf131 Q8NDD1
OR6J1 Q8NGC5
OR10K1 Q8NGX5
U2AF1L4 Q8WU68
RAB2B Q8WUD1
DYNLT2B Q8WW35
DDX12P Q92771
HDAC10 Q969S8
DNAJA3 Q96EY1
RPL10L Q96L21
BIRC8 Q96P09
ACAP3 Q96P50
ERMAP Q96PL5
ASCL2 Q99929
GORASP1 Q9BQQ3
SLC17A9 Q9BYT1
OSBPL8 Q9BZF1
P2RY12 Q9H244
RESF1 Q9HCM1
TXNRD2 Q9NNW7
DNAAF6 Q9NQM4
CHRAC1 Q9NRG0
CCL28 Q9NRJ3
INIP Q9NRY2
TMEM140 Q9NV12
CMTM6 Q9NX76
TAS2R13 Q9NYV9
SH3BP4 Q9P0V3
TAAR2 Q9P1P5
CTTNBP2NL Q9P2B4
HMGXB4 Q9UGU5
GLS2 Q9UI32
ZFP30 Q9Y2G7
MYO5A Q9Y4I1
TTLL3 Q9Y4R7
MAU2 Q9Y6X3
IGHV4-30-2 A0A087WSY4
TRAV3 A0A0B4J244
DPPA5 A6NC42
PALM3 A6NDB9
FAM90A10P A6NDY2
LINC00587 B1AMM8
HOXA2 O43364
SUV39H1 O43463
OAZ2 O95190
GJB5 O95377
GDF11 O95390
PCNT O95613
IGHG4 P01861
NBPF7 P0C2Y1
GAGE12I P0CL82
PRR23D2 P0DMB1
PTPRF P10586
DEFA4 P12838
COX5A P20674
SCP2 P22307
MMP11 P24347
EEF1G P26641
ELK4 P28324
DSG3 P32926
HSPA1L P34931
MMP12 P39900
LIMS1 P48059
PSMB2 P49721
HNRNPM P52272
EFNA3 P52797
CDH13 P55290
YPEL3 P61236
PPP1CA P62136
RPS16 P62249
SKP1 P63208
MC2R Q01718
ADCY1 Q08828
USP17L24 Q0WX57
HTR4 Q13639
COX17 Q14061
EFTUD2 Q15029
ZNF124 Q15973
CCDC6 Q16204
NKPD1 Q17RQ9
GNPTAB Q3T906
ZNF569 Q5MCW4
ERICH3 Q5RHP9
SWT1 Q5T5J6
ANKRD45 Q5TZF3
ALS2CL Q60I27
FOXR2 Q6PJQ5
USP17L6P Q6QN14
MSANTD1 Q6ZTZ1
CCDC149 Q6ZUS6
TTLL10 Q6ZVT0
CYS1 Q717R9
SDCCAG8 Q86SQ7
PRUNE1 Q86TP1
ASPG Q86U10
KLB Q86Z14
VRK3 Q8IV63
MUSTN1 Q8IVN3
HOMEZ Q8IX15
BEST3 Q8N1M1
TXNDC5 Q8NBS9
OR13C8 Q8NGS7
OR10AG1 Q8NH19
PPP1R35 Q8TAP8
MGARP Q8TDB4
HASPIN Q8TF76
FRS2 Q8WU20
FOXD4L4 Q8WXT5
MRTFA Q969V6
ACD Q96AP0
DDIT4L Q96D03
PLEKHA8 Q96JA3
HHIPL1 Q96JK4
CEP20 Q96NB1
DERL3 Q96Q80
MPHOSPH8 Q99549
HDAC8 Q9BY41
KRTAP2-4 Q9BYR9
ZNF407 Q9C0G0
BLZF1 Q9H2G9
FANCE Q9HB96
SRA1 Q9HD15
ADAP2 Q9NPF8
PPAN Q9NQ55
EPS15L1 Q9UBC2
B4GALT7 Q9UBV7
GGA1 Q9UJY5
CADPS Q9ULU8
SLC7A7 Q9UM01
MYO6 Q9UM54
MTMR6 Q9Y217
SLC22A13 Q9Y226
SIGLEC7 Q9Y286
HECTD4 Q9Y4D8
SAMM50 Q9Y512
TRAJ20 A0A075B6Z1
TRAV16 A0A0A6YYK6
IGHV1-18 A0A0C4DH31
RPS27AP5 A0A2R8Y422
TRBV4-1 A0A577
MT1DP A1L3X4
FRG2C A6NGY1
CCDC154 A6NI56
HMGN4 O00479
PPM1G O15355
SLC16A3 O15427
BCL2L11 O43521
ADCY3 O60266
NPHS1 O60500
SMPD2 O60906
ROCK2 O75116
TACC1 O75410
CTAG2 O75638
CNMD O75829
NOL4 O94818
SNUPN O95149
HTR3B O95264
FARS2 O95363
TGFB1 P01137
VIP P01282
MT-ND4 P03905
OST4 P0C6T2
IQCF3 P0C7M6
EGR2 P11161
HMGA1 P17096
MYL12A P19105
ORM2 P19652
FGFR3 P22607
PLN P26678
AGTR1 P30556
VHL P40337
RBM34 P42696
RPS9 P46781
MARCKSL1 P49006
SGSH P51688
AKR1D1 P51857
ATP1B3 P54709
DGCR2 P98153
IL9R Q01113
ROR2 Q01974
PMS2P11 Q13670
AUH Q13825
C16orf72 Q14CZ0
POU4F3 Q15319
JMJD1C Q15652
ZNF394 Q53GI3
ACTBL2 Q562R1
DYNLT4 Q5JR98
NEXMIF Q5QGS0
TMEM225 Q6GV28
RTL6 Q6ICC9
TMEM108 Q6UXF1
IDO2 Q6ZQW0
FRA10AC1 Q70Z53
ZFAND4 Q86XD8
CUL9 Q8IWT3
SIX6OS1 Q8N1H7
ZSCAN1 Q8NBB4
OR4C15 Q8NGM1
ING5 Q8WYH8
SLC9A6 Q92581
DHX38 Q92620
PEX13 Q92968
ROPN1L Q96C74
OTUB2 Q96DC9
LRRC39 Q96DD0
RAB3C Q96E17
URB1-AS1 Q96HZ7
ZBED3 Q96IU2
FEM1C Q96JP0
DNAJC30 Q96LL9
GPR78 Q96P69
RCHY1 Q96PM5
OR8B4 Q96RC9
YME1L1 Q96TA2
FEZ1 Q99689
PRXL2A Q9BRX8
TMEM208 Q9BTX3
DPCD Q9BVM2
HERC2P3 Q9BVR0
SORBS1 Q9BX66
HSD3B7 Q9H2F3
TNKS2 Q9H2K2
EPB41L1 Q9H4G0
JADE2 Q9NQC1
KMT5A Q9NQR1
COL20A1 Q9P218
MYOT Q9UBF9
WNT16 Q9UBV4
DNAI1 Q9UI46
XPO7 Q9UIA9
RPH3AL Q9UNE2
RIMS2 Q9UQ26
UFC1 Q9Y3C8
CD2AP Q9Y5K6
SSU72P5 A0A1W2PQ64
RBAKDN A6NC62
ZNF860 A6NHJ4
OR6C70 A6NIJ9
ZBBX A8MT70
PDXK O00764
LCE2B O14633
EXOC3 O60645
KLHL41 O60662
ABCC9 O60706
SCGB2A1 O75556
STK10 O94804
RASGRP1 O95267
ZBED1 O96006
SSB P05455
DBH P09172
QDPR P09417
ZNF888 P0CJ79
CHGA P10645
IRF1 P10914
CFL1 P23528
GCLM P48507
TMED10 P49755
LHX2 P50458
P2RX1 P51575
ERVK-16 P61578
POLR2G P62487
SH3BP2 P78314
HTRA3 P83110
PPP2R2B Q00005
CDKL1 Q00532
AMPD3 Q01432
ZNF252P-AS1 Q0IIN9
ABR Q12979
MRPL28 Q13084
STK3 Q13188
DHX34 Q14147
SF1 Q15637
ZNF805 Q5CZA5
PRAMEF20 Q5VT98
ATPSCKMT Q6P4H8
GALNT18 Q6P9A2
DHRS4L2 Q6PKH6
NXPE4 Q6UWF7
KIAA1549L Q6ZVL6
TAS1R3 Q7RTX0
NPHP3 Q7Z494
POGLUT3 Q7Z4H8
VPS13B Q7Z7G8
DTX1 Q86Y01
BPIFA4P Q86YQ2
WFDC3 Q8IUB2
DCUN1D3 Q8IWE4
TCEAL8 Q8IYN2
SLC22A24 Q8N4F4
LZTR1 Q8N653
ZNF676 Q8N7Q3
GDPD1 Q8N9F7
ANKRD53 Q8N9V6
C20orf203 Q8NBC4
SLC38A9 Q8NBW4
RBM15B Q8NDT2
CPEB3 Q8NE35
OR52L1 Q8NGH7
OR5AR1 Q8NGP9
MOSPD2 Q8NHP6
LRTOMT Q8WZ04
SYN2 Q92777
CORO2A Q92828
BORCS5 Q969J3
NT5C3B Q969T7
PRR11 Q96HE9
CCDC34 Q96HJ3
MAP6 Q96JE9
MFSD14A Q96MC6
OR2V2 Q96R30
NR1H4 Q96RI1
ADPGK Q9BRR6
MTA3 Q9BTC8
BDH2 Q9BUT1
CINP Q9BW66
B3GNT5 Q9BYG0
NRSN2 Q9GZP1
SRR Q9GZT4
SIL1 Q9H173
ELOVL6 Q9H5J4
FAM124B Q9H5Z6
NPVF Q9HCQ7
SLC40A1 Q9NP59
INPP5E Q9NRR6
ADARB2 Q9NS39
QPCTL Q9NXS2
CDKN2AIP Q9NXV6
EIF2AK4 Q9P2K8
RSL24D1 Q9UHA3
PROCR Q9UNN8
NUDC Q9Y266
PRELID3B Q9Y3B1
CAPN6 Q9Y6Q1
IGHD2OR15-2B A0A075B7B9
IGHV3OR16-10 A0A075B7F0
TEX53 A0A1B0GU33
C17orf113 A0A1B0GUU1
LOC728392 A0A494C1I1
GXYLT2 A0PJZ3
PABPN1L A6NDY0
TCAF2 A6NFQ2
OR5H1 A6NKK0
COL6A6 A6NMZ7
E2F3 O00716
PRRG1 O14668
RER1 O15258
ZMYND10 O75800
NFAT5 O94916
UBOX5 O94941
F13A1 P00488
IFNA7 P01567
HLA-DQA2 P01906
FTH1 P02794
TFF1 P04155
KRT1 P04264
ANXA2 P07355
PLEK P08567
STS P08842
CHRNB1 P11230
HOXB8 P17481
HRH2 P25021
APEX1 P27695
CEACAM8 P31997
TCF7 P36402
POU3F4 P49335
KLK7 P49862
PRKX P51817
TKTL1 P51854
FUT6 P51993
CDH6 P55285
LMO4 P61968
TCHH Q07283
CACNA1S Q13698
NFE2L1 Q14494
CEACAM16 Q2WEN9
FAM209B Q5JX69
NUP188 Q5SRE5
ATG16L1 Q676U5
TNS3 Q68CZ2
CWF19L1 Q69YN2
SNORC Q6UX34
KCP Q6ZWJ8
MOB2 Q70IA6
ZAR1 Q86SH2
KRTAP1-3 Q8IUG1
PASD1 Q8IV76
SLC22A9 Q8IVM8
RCOR2 Q8IZ40
LINC01465 Q8N7H1
CELF2-AS1 Q8N7Q2
ATP6V0D2 Q8N8Y2
MINDY2 Q8NBR6
NEXN-AS1 Q8NBZ9
SLAIN1 Q8ND83
ZNF740 Q8NDX6
OR10J5 Q8NHC4
ZFP90 Q8TF47
GIPC2 Q8TF65
PIH1D2 Q8WWB5
NELFB Q8WX92
SOCS4 Q8WXH5
TTC9 Q92623
TMEM203 Q969S6
TXNDC15 Q96J42
HIC2 Q96JB3
PRICKLE1 Q96MT3
TIGD1 Q96MW7
SERPINB12 Q96P63
PURB Q96QR8
KIAA1671 Q9BY89
TTTY13 Q9BZ97
TINAGL1 Q9GZM7
SLC5A7 Q9GZV3
RNF32 Q9H0A6
NSRP1 Q9H0G5
CHST11 Q9NPF2
KIF13B Q9NQT8
PCMTD2 Q9NV79
CZIB Q9NWV4
ALKBH4 Q9NXW9
RCC2 Q9P258
IPO11 Q9UI26
APPL1 Q9UKG1
TLK1 Q9UKI8
FBXO4 Q9UKT5
STX8 Q9UNK0
MACF1 Q9UPN3
PRELID1 Q9Y255
B3GNT3 Q9Y2A9
NISCH Q9Y2I1
PPIL1 Q9Y3C6
NME7 Q9Y5B8
LRRFIP2 Q9Y608
TRAJ56 A0A075B6Z2
IGHV3-74 A0A0B4J1X5
SCYGR7 A0A286YF01
CRYM-AS1 A6NIL9
NOTO A8MTQ0
PROB1 E7EW31
GOLGA8N F8WBI6
PPP6C O00743
MRAS O14807
AIM2 O14862
OPA1 O60313
TSC22D2 O75157
SNAPC5 O75971
ABL1 P00519
TGFA P01135
IGHV2-5 P01817
ANXA1 P04083
IGKV3-11 P04433
GSTA1 P08263
UBTFL6 P0CB48
SCYGR9 P0DSO2
KRT5 P13647
FABP4 P15090
PTPRG P23470
SPR P35270
LTBR P36941
PSMD8 P48556
FHIT P49789
ASIC1 P78348
IRX3 P78415
ADAMTSL3 P82987
HTRA4 P83105
ZXDA P98168
RBM3 P98179
KLC1 Q07866
PDE4C Q08493
TRIM26 Q12899
REST Q13127
FHL2 Q14192
ZMYM3 Q14202
ZMYND11 Q15326
ZNF141 Q15928
DEFB116 Q30KQ4
NSUN5P1 Q3KNT7
COX19 Q49B96
TCEAL5 Q5H9L2
SDE2 Q6IQ49
MIS18BP1 Q6P0N0
DUS1L Q6P1R4
UNQ9370/PRO34162 Q6UXP9
C3P1 Q6ZMU1
LINC02898 Q6ZV80
SV2A Q7L0J3
LUZP2 Q86TE4
TBC1D26 Q86UD7
CENATAC Q86UT8
RASAL3 Q86YV0
DDIAS Q8IXT1
CCDC105 Q8IYK2
GALNT4 Q8N4A0
FAM110B Q8TC76
TMEM263 Q8WUH6
KBTBD7 Q8WVZ9
KRT35 Q92764
PHKB Q93100
VWCE Q96DN2
DYDC2 Q96IM9
RBM41 Q96IZ5
DCAF5 Q96JK2
GJD4 Q96KN9
BMF Q96LC9
ADCY10 Q96PN6
DUX5 Q96PT3
TRNT1 Q96Q11
ZNF587 Q96SQ5
EYA3 Q99504
RGPD5 Q99666
RBBP8 Q99708
SCP2D1-AS1 Q9BR46
PLCD4 Q9BRC7
TMEM204 Q9BSN7
RBM42 Q9BTD8
FAM174C Q9BVV8
MAGEB5 Q9BZ81
NACA2 Q9H009
MRPL18 Q9H0U6
A4GALT Q9NPC4
TIGAR Q9NQ88
DUSP22 Q9NRW4
GPR83 Q9NYM4
COMMD9 Q9P000
TUBGCP4 Q9UGJ1
SRP68 Q9UHB9
ABT1 Q9ULW3
MAFF Q9ULX9
NSFL1C Q9UNZ2
VPS9D1 Q9Y2B5
HEY1 Q9Y5J3
ORC6 Q9Y5N6
IGLV5-37 A0A075B6J1
TRAJ26 A0A075B6V7
TRBV13 A0A0A6YYD4
IGHV1-24 A0A0C4DH33
MUC21 A0A0G2JKD1
PXDNL A1KZ92
CTAGE15 A4D2H0
