ENST00000390247 A0/A0/75B6H7/swissmodel/18_116_5wt9.1.B
ENST00000401558 O1/49/80/swissmodel/5_1048_5dis.1.A
ENST00000265990 O1/49/81/swissmodel/3_1801_6g7e.1.A
ENST00000357084 O1/49/83/swissmodel/1_994_1t5t.1.A
ENST00000265382 O1/49/86/swissmodel/15_393_3wzz.1.A
ENST00000378131 O1/49/90/swissmodel/12_165_2o8a.1.B
ENST00000314666 O1/50/67/swissmodel/5_1334_4lgy.1.A
ENST00000370397 O1/51/11/swissmodel/15_660_5ebz.1.F
ENST00000311351 O1/51/16/swissmodel/3_133_4m75.1.A
ENST00000269228 O1/51/18/swissmodel/334_1255_5u74.1.A
ENST00000325203 O1/51/23/swissmodel/122_493_3ghg.1.B
ENST00000368564 O1/51/31/swissmodel/9_506_1wa5.1.B
ENST00000295685 O1/51/44/swissmodel/1_282_4xei.1.D
ENST00000607635 O1/51/60/swissmodel/51_332_2pa8.1.A
ENST00000273179 O1/51/94/swissmodel/82_264_2hhl.3.A
ENST00000283713 O1/51/95/swissmodel/2_723_3ffn.1.A
ENST00000377050 O1/52/05/swissmodel/7_163_5b83.1.A
ENST00000395131 O1/52/12/swissmodel/13_114_6nr9.1.V
ENST00000374617 O1/52/13/swissmodel/99_588_6rxz.6.A
ENST00000370963 O1/52/17/swissmodel/4_220_1gul.1.A
ENST00000366559 O1/52/29/swissmodel/8_444_5y77.1.A
ENST00000407800 O1/52/35/swissmodel/31_138_3j9m.60.A
ENST00000371437 O1/52/39/swissmodel/1_70_5xtc.1.B
ENST00000369449 O1/52/47/swissmodel/11_247_2r5g.1.A
ENST00000318157 O1/52/63/swissmodel/24_64_1fd4.1.B
ENST00000302247 O1/52/63/swissmodel/24_64_1fd4.1.B
ENST00000211287 O1/52/64/swissmodel/2_351_3coi.1.A
ENST00000373719 O1/52/94/swissmodel/325_1038_5lvv.1.A
ENST00000380183 O1/52/96/swissmodel/2_676_4nre.1.A
ENST00000231188 O1/53/03/swissmodel/34_850_6n52.1.A
ENST00000268261 O1/53/05/swissmodel/4_246_2q4r.1.A
ENST00000508540 O1/53/35/swissmodel/23_347_5mx1.1.A
ENST00000325307 O1/53/47/swissmodel/1_164_2yrq.1.A
ENST00000216190 O1/53/71/swissmodel/162_527_5k4b.2.A
ENST00000305264 O1/53/79/swissmodel/2_370_4a69.1.A
ENST00000281701 O1/53/81/swissmodel/256_855_3cf3.1.A
ENST00000316273 O1/53/82/swissmodel/30_392_5i5u.1.A
ENST00000398585 O1/53/93/swissmodel/146_491_5ce1.1.A
ENST00000263269 O1/53/99/swissmodel/49_870_5uow.1.B
ENST00000374212 O1/54/31/swissmodel/45_186_6m97.1.A
ENST00000259392 O1/54/32/swissmodel/3_140_6m97.1.A
ENST00000285238 O1/54/38/swissmodel/202_1526_6bhu.1.A
ENST00000334444 O1/54/40/swissmodel/96_1432_6bhu.1.A
ENST00000417669 O1/54/42/swissmodel/43_323_3rl5.1.A
ENST00000296795 O1/54/55/swissmodel/27_697_3ciy.1.C
ENST00000378988 O1/54/79/swissmodel/89_313_2wa0.1.A
ENST00000361644 O1/54/80/swissmodel/87_313_2wa0.1.A
ENST00000378982 O1/54/81/swissmodel/85_310_2wa0.1.A
ENST00000438167 O1/54/96/swissmodel/43_164_6g5j.1.A
ENST00000223369 O1/54/98/swissmodel/1_192_3kyq.1.A
ENST00000294742 O1/55/11/swissmodel/9_150_1k8k.1.G
ENST00000272645 O1/55/14/swissmodel/14_142_5iy7.1.D
ENST00000264664 O1/55/20/swissmodel/69_207_1nun.1.A
ENST00000336079 O1/55/23/swissmodel/132_578_6o5f.1.A
ENST00000332029 O1/55/24/swissmodel/59_211_6c5x.1.C
ENST00000302036 O1/55/27/swissmodel/12_325_1lww.1.C
ENST00000228606 O1/55/28/swissmodel/34_508_3n9y.1.A
ENST00000379984 O1/55/37/swissmodel/58_224_3jd6.1.A
ENST00000530507 O1/55/39/swissmodel/9_181_6n9g.1.A
ENST00000368444 O1/55/40/swissmodel/2_132_1fdq.1.A
ENST00000371442 O1/55/41/swissmodel/97_309_6ff4.1.W
ENST00000413302 O1/55/47/swissmodel/22_379_5svk.1.A
ENST00000395145 O1/55/51/swissmodel/4_185_6ov2.1.A
ENST00000336812 O4/31/43/swissmodel/112_793_6qid.1.A
ENST00000383314 O4/31/48/swissmodel/167_476_5e8j.1.A
ENST00000307892 O4/31/69/swissmodel/31_147_1ldc.1.A
ENST00000324000 O4/31/73/swissmodel/89_380_5cxy.1.B
ENST00000296684 O4/31/81/swissmodel/51_175_6g2j.1.Q
ENST00000329321 O4/31/94/swissmodel/11_361_4bv0.2.A
ENST00000264639 O4/32/42/swissmodel/44_534_5l4k.1.G
ENST00000265174 O4/32/52/swissmodel/34_624_1x6v.1.A
ENST00000264029 O4/32/80/swissmodel/29_560_5z66.1.A
ENST00000371711 O4/32/86/swissmodel/110_381_4l41.1.B
ENST00000274711 O4/33/00/swissmodel/34_361_5z8x.1.A
ENST00000251170 O4/33/04/swissmodel/233_668_4tlg.1.A
ENST00000253401 O4/33/07/swissmodel/11_432_4mt6.1.A
ENST00000219919 O4/33/15/swissmodel/15_271_6f7h.1.A
ENST00000439435 O4/33/20/swissmodel/50_204_3f1r.1.A
ENST00000379715 O4/33/24/swissmodel/1_172_5y6l.1.B
ENST00000372257 O4/34/14/swissmodel/80_335_1zbh.1.C
ENST00000304979 O4/34/47/swissmodel/5_177_1mzw.1.A
ENST00000303790 O4/34/48/swissmodel/80_402_6ebk.1.A
ENST00000376687 O4/34/63/swissmodel/115_411_2r3a.1.A
ENST00000258080 O4/34/64/swissmodel/139_457_1lcy.1.A
ENST00000235835 O4/34/88/swissmodel/37_359_2bp1.1.A
ENST00000337432 O4/35/02/swissmodel/13_349_2zub.1.A
ENST00000256389 O4/35/06/swissmodel/202_670_3g5c.1.A
ENST00000286317 O4/35/13/swissmodel/8_176_5u0p.1.J
ENST00000220420 O4/35/48/swissmodel/2_719_1f13.1.B
ENST00000599359 O4/35/57/swissmodel/92_240_3ugn.1.A
ENST00000178638 O4/35/70/swissmodel/31_290_1jcz.1.B
ENST00000540677 O4/35/81/swissmodel/134_403_2r83.1.A
ENST00000329003 O4/36/03/swissmodel/25_310_4n6h.1.A
ENST00000403528 O4/36/13/swissmodel/26_373_4zj8.1.A
ENST00000370862 O4/36/14/swissmodel/39_383_5wqc.1.A
ENST00000373166 O4/36/17/swissmodel/9_172_1wc8.1.A
ENST00000499023 O4/36/60/swissmodel/186_499_5mqf.1.D
ENST00000394249 O4/36/63/swissmodel/2_450_4l6y.1.A
ENST00000369103 O4/36/65/swissmodel/35_165_2i59.1.A
ENST00000259037 O4/36/74/swissmodel/52_189_5gup.26.A
ENST00000237889 O4/36/76/swissmodel/10_89_5xtc.1.H
ENST00000544855 O4/36/77/swissmodel/28_74_5xtc.1.N
ENST00000252102 O4/36/78/swissmodel/15_99_1s3a.1.A
ENST00000591090 O4/36/81/swissmodel/24_345_3h84.1.B
ENST00000368865 O4/36/84/swissmodel/6_324_4owr.1.A
ENST00000260113 O4/36/92/swissmodel/64_252_3q2u.1.A
ENST00000310613 O4/37/04/swissmodel/4_296_2z5f.1.A
ENST00000252699 O4/37/07/swissmodel/44_911_1sjj.1.A
ENST00000423497 O4/37/09/swissmodel/16_207_6g4w.1.3
ENST00000546954 O4/37/15/swissmodel/1_71_6i3y.1.D
ENST00000409006 O4/37/31/swissmodel/1_203_6i6b.1.A
ENST00000350796 O4/37/39/swissmodel/13_400_6u3e.1.A
ENST00000254101 O4/37/41/swissmodel/59_272_6b2e.1.B
ENST00000300113 O4/37/45/swissmodel/11_196_2bec.1.A
ENST00000393512 O4/37/47/swissmodel/1_589_1w63.1.A
ENST00000256854 O4/37/76/swissmodel/111_548_5xix.1.B
ENST00000367109 O4/37/81/swissmodel/138_532_5y86.1.A
ENST00000392318 O4/37/95/swissmodel/15_860_2dfs.1.A
ENST00000300291 O4/38/09/swissmodel/20_227_3bho.1.A
ENST00000443314 O4/38/13/swissmodel/1_399_3e6u.1.A
ENST00000232888 O4/38/18/swissmodel/74_466_6rxz.24.A
ENST00000543927 O4/38/19/swissmodel/100_266_2rli.1.A
ENST00000336307 O4/38/20/swissmodel/21_412_2pe4.1.A
ENST00000376819 O4/38/27/swissmodel/40_345_1lwu.1.C
ENST00000380843 O4/38/37/swissmodel/49_381_2y42.1.B
ENST00000354831 O4/38/47/swissmodel/94_1150_3p7o.1.A
ENST00000296591 O4/38/54/swissmodel/91_476_4bxs.1.B
ENST00000426216 O4/38/61/swissmodel/115_1147_6roj.1.A
ENST00000369799 O4/38/65/swissmodel/101_530_3mtg.1.A
ENST00000368174 O4/38/66/swissmodel/22_346_5a2e.1.A
ENST00000347644 O4/38/68/swissmodel/172_586_3tij.1.A
ENST00000371106 O4/38/95/swissmodel/50_648_3ctz.1.A
ENST00000297431 O4/39/13/swissmodel/8_433_5ujm.1.E
ENST00000372969 O4/39/20/swissmodel/2_105_5xtc.1.P
ENST00000215368 O4/39/21/swissmodel/33_173_2wo3.1.B
ENST00000287600 O4/39/24/swissmodel/1_150_5nal.1.A
ENST00000286758 O4/39/27/swissmodel/23_101_4zai.2.B
ENST00000392857 O4/39/29/swissmodel/17_432_5uj7.1.B
ENST00000359579 O6/02/18/swissmodel/1_316_1zua.1.A
ENST00000376442 O6/02/31/swissmodel/331_1023_5wsg.1.h
ENST00000597595 O6/02/34/swissmodel/7_140_3l50.1.A
ENST00000283916 O6/02/35/swissmodel/132_414_3nxp.1.A
ENST00000259241 O6/02/43/swissmodel/67_355_5t03.1.A
ENST00000543491 O6/02/45/swissmodel/33_734_6e6b.1.A
ENST00000268835 O6/02/56/swissmodel/19_368_2ji4.1.A
ENST00000359441 O6/02/58/swissmodel/33_180_2fdb.1.A
ENST00000391806 O6/02/59/swissmodel/33_260_5ms4.2.A
ENST00000366898 O6/02/60/swissmodel/1_465_5c1z.1.A
ENST00000382159 O6/02/62/swissmodel/6_64_4kfm.1.C
ENST00000156471 O6/03/06/swissmodel/19_1381_4pj3.1.A
ENST00000252085 O6/03/30/swissmodel/30_666_6e6b.1.A
ENST00000400181 O6/03/41/swissmodel/172_836_3zms.1.A
ENST00000005284 O6/03/59/swissmodel/3_207_5weo.1.B
ENST00000310127 O6/04/23/swissmodel/105_1216_6k7k.1.A
ENST00000360409 O6/04/62/swissmodel/26_595_2qql.1.A
ENST00000356554 O6/04/76/swissmodel/156_627_5kkb.1.A
ENST00000230085 O6/04/93/swissmodel/4_158_5f0j.1.C
ENST00000361464 O6/05/02/swissmodel/57_715_6hki.1.A
ENST00000304842 O6/05/07/swissmodel/64_338_5wrj.1.A
ENST00000368932 O6/05/08/swissmodel/71_578_6icz.1.W
ENST00000319769 O6/05/12/swissmodel/73_346_4l41.1.B
ENST00000483209 O6/05/13/swissmodel/69_340_6fwt.1.A
ENST00000245810 O6/05/42/swissmodel/60_155_5mr9.1.B
ENST00000380815 O6/05/47/swissmodel/23_372_6gpk.1.A
ENST00000378165 O6/05/51/swissmodel/112_498_4c2x.1.A
ENST00000300177 O6/05/65/swissmodel/72_184_5aej.1.A
ENST00000223127 O6/05/68/swissmodel/33_738_6fxm.1.A
ENST00000258416 O6/05/73/swissmodel/45_234_2jgb.1.A
ENST00000379721 O6/05/75/swissmodel/31_86_1pce.1.A
ENST00000540964 O6/06/02/swissmodel/84_626_3w3g.1.A
ENST00000260010 O6/06/03/swissmodel/27_581_6nig.1.A
ENST00000274721 O6/06/09/swissmodel/43_355_6gl7.1.D
ENST00000382038 O6/06/71/swissmodel/13_275_3a1j.1.C
ENST00000373625 O6/06/84/swissmodel/12_506_1wa5.1.B
ENST00000316423 O6/07/01/swissmodel/1_465_5vr8.1.A
ENST00000338754 O6/07/04/swissmodel/61_352_3ap3.1.A
ENST00000261200 O6/07/06/swissmodel/2_1549_6c3o.1.H
ENST00000343813 O6/07/25/swissmodel/10_282_5v7p.1.A
ENST00000375241 O6/07/29/swissmodel/48_379_1ohc.1.A
ENST00000332509 O6/07/33/swissmodel/81_806_6aun.1.B
ENST00000232905 O6/07/39/swissmodel/1_113_2if1.1.A
ENST00000249041 O6/07/55/swissmodel/13_308_4djh.1.B
ENST00000295256 O6/07/60/swissmodel/1_199_4ec0.1.B
ENST00000371588 O6/07/62/swissmodel/26_256_5mlz.1.A
ENST00000476371 O6/07/83/swissmodel/28_128_5aj3.1.K
ENST00000367080 O6/08/25/swissmodel/27_450_5hr5.1.A
ENST00000369550 O6/08/32/swissmodel/48_408_3uai.1.A
ENST00000400752 O6/08/44/swissmodel/36_159_3apa.1.A
ENST00000432992 O6/08/61/swissmodel/171_475_6ikn.1.A
ENST00000371139 O6/08/80/swissmodel/1_104_1d4t.1.A
ENST00000260228 O6/08/82/swissmodel/34_483_1ck7.1.A
ENST00000317089 O6/08/84/swissmodel/4_357_4j80.2.A
ENST00000374500 O6/08/88/swissmodel/61_169_2zfh.1.A
ENST00000254661 O6/08/94/swissmodel/29_143_6e3y.1.G
ENST00000253796 O6/08/95/swissmodel/58_170_6e3y.1.G
ENST00000242249 O6/08/96/swissmodel/30_143_6e3y.1.G
ENST00000309519 O6/09/09/swissmodel/104_365_6fwt.1.A
ENST00000259470 O6/09/11/swissmodel/21_334_1cs8.1.A
ENST00000258774 O6/09/21/swissmodel/3_280_3ggr.1.B
ENST00000261813 O6/09/25/swissmodel/12_118_6nr9.1.Q
ENST00000233826 O6/09/28/swissmodel/16_335_5kuk.1.A
ENST00000266719 O6/09/38/swissmodel/42_350_5yq5.3.A
ENST00000251372 O7/50/19/swissmodel/27_420_6aed.1.A
ENST00000245620 O7/50/22/swissmodel/27_418_6aed.1.A
ENST00000449561 O7/50/23/swissmodel/26_425_6grs.1.B
ENST00000449969 O7/50/38/swissmodel/39_900_4qj3.1.B
ENST00000263733 O7/50/63/swissmodel/18_404_4kqb.1.A
ENST00000200557 O7/50/78/swissmodel/234_716_5y2z.1.A
ENST00000499869 O7/50/83/swissmodel/8_606_1pev.1.A
ENST00000253799 O7/51/06/swissmodel/51_756_1pu4.1.A
ENST00000456430 O7/51/55/swissmodel/4_1221_4a0c.1.A
ENST00000367996 O7/51/73/swissmodel/218_805_6qig.1.C
ENST00000262429 O7/51/85/swissmodel/55_934_4ycm.1.A
ENST00000207870 O7/51/91/swissmodel/7_531_4bc4.1.A
ENST00000262507 O7/52/08/swissmodel/92_311_6awl.1.A
ENST00000275428 O7/52/23/swissmodel/14_183_3cry.1.A
ENST00000233627 O7/52/51/swissmodel/58_213_6qc3.26.A
ENST00000215631 O7/52/93/swissmodel/1_160_2kg4.1.A
ENST00000367993 O7/53/06/swissmodel/34_463_5xtd.1.P
ENST00000274093 O7/53/11/swissmodel/46_362_3jad.1.A
ENST00000227322 O7/53/12/swissmodel/47_440_2qkd.1.A
ENST00000282344 O7/53/17/swissmodel/19_370_5k16.2.A
ENST00000329565 O7/53/24/swissmodel/1_88_1zza.1.A
ENST00000261918 O7/53/26/swissmodel/46_633_3nvq.1.A
ENST00000264933 O7/53/40/swissmodel/26_191_2zn8.1.A
ENST00000380377 O7/53/47/swissmodel/4_106_1h7c.1.A
ENST00000374050 O7/53/48/swissmodel/2_107_4dl0.2.B
ENST00000238497 O7/53/51/swissmodel/120_444_5xmi.1.A
ENST00000376652 O7/53/54/swissmodel/98_479_5u7x.1.A
ENST00000301825 O7/53/55/swissmodel/53_483_4cd3.1.A
ENST00000334696 O7/53/56/swissmodel/49_420_3zx2.2.B
ENST00000521578 O7/53/65/swissmodel/1_169_1r6h.1.A
ENST00000257861 O7/53/66/swissmodel/2_729_3ffn.1.A
ENST00000373212 O7/53/68/swissmodel/2_114_1u6t.1.A
ENST00000236192 O7/53/79/swissmodel/47_136_2kog.1.A
ENST00000274137 O7/53/80/swissmodel/29_123_5xtb.1.Q
ENST00000270590 O7/53/88/swissmodel/37_332_5ung.1.A
ENST00000351328 O7/53/90/swissmodel/30_464_5uqs.1.A
ENST00000296102 O7/53/94/swissmodel/14_65_6nu3.24.A
ENST00000437685 O7/54/19/swissmodel/1_566_5dgo.1.A
ENST00000373382 O7/54/36/swissmodel/8_326_5f0j.1.B
ENST00000329559 O7/54/38/swissmodel/3_58_5xtc.1.V
ENST00000249269 O7/54/39/swissmodel/45_488_5gup.57.A
ENST00000367411 O7/54/49/swissmodel/186_491_6b5c.1.A
ENST00000398138 O7/54/52/swissmodel/28_310_3dey.1.A
ENST00000370828 O7/54/87/swissmodel/27_483_4ywt.2.A
ENST00000263774 O7/54/89/swissmodel/43_250_6qbx.25.A
ENST00000084798 O7/54/93/swissmodel/34_305_6g4t.1.A
ENST00000433866 O7/55/06/swissmodel/6_53_3ci9.1.B
ENST00000064724 O7/55/08/swissmodel/5_181_6ov2.1.A
ENST00000263360 O7/55/30/swissmodel/80_441_6c23.1.D
ENST00000312175 O7/55/31/swissmodel/1_89_2ezx.1.A
ENST00000335508 O7/55/33/swissmodel/82_1304_5z58.1.1
ENST00000367568 O7/55/58/swissmodel/2_260_3c98.1.B
ENST00000379480 O7/55/70/swissmodel/75_438_4v63.1.Y
ENST00000395326 O7/55/75/swissmodel/1_123_2ckz.2.A
ENST00000008938 O7/55/94/swissmodel/29_195_2aph.3.A
ENST00000299642 O7/55/96/swissmodel/25_191_1sl6.4.A
ENST00000323205 O7/56/00/swissmodel/42_418_1fc4.1.A
ENST00000316963 O7/56/08/swissmodel/6_229_1fj2.1.A
ENST00000254928 O7/56/16/swissmodel/111_437_3r9x.1.A
ENST00000370509 O7/56/29/swissmodel/49_218_1xhn.1.A
ENST00000398019 O7/56/35/swissmodel/2_380_6kga.1.A
ENST00000270879 O7/56/36/swissmodel/86_299_2j5z.1.A
ENST00000323853 O7/56/43/swissmodel/36_2125_6qw6.1.S
ENST00000367833 O7/56/63/swissmodel/12_257_5w0w.1.B
ENST00000354373 O7/56/77/swissmodel/123_314_2fbe.3.A
ENST00000249007 O7/56/79/swissmodel/123_314_2fbe.3.A
ENST00000282412 O7/56/88/swissmodel/2_373_4rag.1.A
ENST00000265846 O7/56/89/swissmodel/3_370_3lju.1.A
ENST00000231498 O7/56/94/swissmodel/20_1375_5ijo.1.Q
ENST00000218340 O7/56/95/swissmodel/37_350_3bh6.1.B
ENST00000373366 O7/57/12/swissmodel/2_213_2zw3.1.A
ENST00000412168 O7/57/15/swissmodel/31_218_2i3y.1.A
ENST00000221486 O7/57/92/swissmodel/2_299_3puf.2.A
ENST00000281141 O7/57/94/swissmodel/1_332_4zgn.1.A
ENST00000303151 O7/58/17/swissmodel/9_139_6ahr.1.G
ENST00000380051 O7/58/18/swissmodel/2_363_6ahr.1.L
ENST00000290354 O7/58/28/swissmodel/6_277_2hrb.1.A
ENST00000476257 O7/58/30/swissmodel/27_402_3f5n.2.A
ENST00000217958 O7/58/32/swissmodel/1_226_1tr4.1.A
ENST00000258930 O7/58/38/swissmodel/8_187_2l4h.1.A
ENST00000308724 O7/58/43/swissmodel/3_590_1w63.1.A
ENST00000372759 O7/58/44/swissmodel/10_474_5syt.1.A
ENST00000006275 O7/58/65/swissmodel/2_158_2j3t.1.B
ENST00000415913 O7/58/74/swissmodel/3_414_6bkx.1.A
ENST00000263985 O7/58/79/swissmodel/62_556_3ip4.1.B
ENST00000310193 O7/58/81/swissmodel/39_505_3dax.1.A
ENST00000337227 O7/58/84/swissmodel/3_186_2qs9.1.A
ENST00000272452 O7/58/97/swissmodel/15_302_2gwh.1.B
ENST00000262406 O7/59/16/swissmodel/7_424_2pbi.2.A
ENST00000369541 O7/59/34/swissmodel/13_225_5mqf.1.K
ENST00000263182 O7/59/36/swissmodel/1_385_4bgk.1.A
ENST00000301587 O7/59/47/swissmodel/4_150_6j5j.1.N
ENST00000453597 O7/59/53/swissmodel/3_346_4j80.2.A
ENST00000368947 O7/60/27/swissmodel/11_344_5lpu.1.A
ENST00000300107 O7/60/31/swissmodel/166_604_4i4l.1.C
ENST00000377961 O7/60/38/swissmodel/7_276_2q4u.1.A
ENST00000279263 O7/60/62/swissmodel/17_418_4quv.1.A
ENST00000372017 O7/60/70/swissmodel/12_96_2n0a.1.A
ENST00000488633 O7/60/71/swissmodel/4_335_3fm0.1.A
ENST00000378209 O7/60/75/swissmodel/82_326_1v0d.1.A
ENST00000449131 O7/60/90/swissmodel/2_364_6n23.1.D
ENST00000274625 O7/60/93/swissmodel/33_180_2fdb.1.A
ENST00000480798 O7/60/96/swissmodel/25_145_2ch9.1.A
ENST00000375349 O7/79/32/swissmodel/27_384_6aiy.1.A
ENST00000397928 O9/47/59/swissmodel/57_1503_6drj.1.A
ENST00000284031 O9/47/60/swissmodel/8_282_2ci1.1.A
ENST00000265471 O9/47/66/swissmodel/76_335_1kws.1.B
ENST00000263955 O9/47/68/swissmodel/29_336_3d0e.1.A
ENST00000219660 O9/47/78/swissmodel/28_251_5i32.1.A
ENST00000249750 O9/47/88/swissmodel/27_518_6alj.1.A
ENST00000160382 O9/48/05/swissmodel/4_426_5i9e.1.A
ENST00000253778 O9/48/08/swissmodel/2_682_1jxa.1.A
ENST00000397770 O9/48/10/swissmodel/9_425_2pbi.2.A
ENST00000360578 O9/48/11/swissmodel/43_179_1wlm.1.A
ENST00000509910 O9/48/17/swissmodel/53_140_4naw.3.A
ENST00000372343 O9/48/29/swissmodel/19_953_2xwu.1.B
ENST00000318217 O9/48/32/swissmodel/3_830_4anj.1.A
ENST00000280551 O9/48/55/swissmodel/266_1032_3efo.1.B
ENST00000328195 O9/49/03/swissmodel/12_248_1b54.1.A
ENST00000266079 O9/49/06/swissmodel/6_941_5o9z.1.G
ENST00000265741 O9/49/21/swissmodel/133_447_5g6v.1.A
ENST00000261858 O9/49/23/swissmodel/102_617_6hzz.1.B
ENST00000320717 O9/49/25/swissmodel/137_643_5uqe.1.A
ENST00000448903 O9/49/73/swissmodel/3_622_2jkt.1.A
ENST00000284136 O9/50/25/swissmodel/40_685_1olz.1.B
ENST00000605860 O9/50/45/swissmodel/22_314_3p0f.1.A
ENST00000013222 O9/50/50/swissmodel/5_261_2a14.1.A
ENST00000323469 O9/50/57/swissmodel/4_176_2gf0.1.A
ENST00000445193 O9/50/59/swissmodel/4_124_6ahu.1.H
ENST00000288207 O9/50/67/swissmodel/131_391_5lqf.1.B
ENST00000444842 O9/50/69/swissmodel/50_336_6cq8.1.B
ENST00000379847 O9/51/39/swissmodel/3_126_5xth.26.A
ENST00000564644 O9/51/49/swissmodel/15_360_3nbz.1.B
ENST00000374045 O9/51/50/swissmodel/88_251_2re9.1.A
ENST00000361640 O9/51/54/swissmodel/11_331_2bp1.1.A
ENST00000380680 O9/51/64/swissmodel/2_117_2gow.1.A
ENST00000302386 O9/51/66/swissmodel/1_117_5yir.1.A
ENST00000485876 O9/51/67/swissmodel/2_84_5xtc.1.C
ENST00000184266 O9/51/68/swissmodel/2_129_5xtc.1.W
ENST00000299166 O9/51/69/swissmodel/34_186_5xtc.1.K
ENST00000476279 O9/51/78/swissmodel/36_101_5lnk.1.8
ENST00000301457 O9/51/82/swissmodel/4_113_5gup.13.A
ENST00000306384 O9/51/83/swissmodel/3_90_2kog.1.A
ENST00000326005 O9/51/90/swissmodel/56_182_1zo0.1.A
ENST00000377942 O9/52/06/swissmodel/31_712_6e6b.1.A
ENST00000205557 O9/52/55/swissmodel/5_1500_6c3o.1.H
ENST00000252506 O9/52/57/swissmodel/11_159_2wal.1.A
ENST00000271751 O9/52/59/swissmodel/10_749_5k7l.1.A
ENST00000260191 O9/52/64/swissmodel/27_440_6be1.1.A
ENST00000310803 O9/52/67/swissmodel/53_593_4l9m.1.A
ENST00000300213 O9/52/73/swissmodel/14_360_3ay5.1.A
ENST00000281031 O9/52/98/swissmodel/1_119_5xtc.1.O
ENST00000252711 O9/52/99/swissmodel/36_355_5xtc.1.2
ENST00000252603 O9/53/36/swissmodel/7_249_3ico.1.A
ENST00000456849 O9/53/40/swissmodel/24_613_1x6v.1.A
ENST00000354449 O9/53/52/swissmodel/13_686_4gsl.1.A
ENST00000324331 O9/53/63/swissmodel/47_451_3teg.1.A
ENST00000374514 O9/53/72/swissmodel/9_231_5syn.1.A
ENST00000356401 O9/53/76/swissmodel/60_492_5tte.1.A
ENST00000338513 O9/53/77/swissmodel/2_212_2zw3.1.A
ENST00000504771 O9/53/79/swissmodel/13_198_5jxd.1.A
ENST00000257868 O9/53/90/swissmodel/66_407_5ntu.1.A
ENST00000506587 O9/53/94/swissmodel/5_527_5o9x.1.A
ENST00000396065 O9/53/95/swissmodel/43_434_2gam.2.A
ENST00000449771 O9/53/98/swissmodel/14_923_4f7z.1.A
ENST00000375916 O9/54/45/swissmodel/18_187_2wew.1.A
ENST00000437198 O9/54/53/swissmodel/1_512_3d45.1.A
ENST00000261296 O9/54/55/swissmodel/19_344_1g1a.1.B
ENST00000373202 O9/54/70/swissmodel/110_553_4q6r.1.A
ENST00000360325 O9/54/71/swissmodel/5_187_6ov2.1.A
ENST00000327720 O9/54/75/swissmodel/1_189_4egc.1.A
ENST00000573600 O9/54/76/swissmodel/58_236_6du2.1.A
ENST00000377403 O9/54/79/swissmodel/24_523_6e07.1.A
ENST00000445369 O9/54/84/swissmodel/5_186_6ov2.1.A
ENST00000398844 O9/54/86/swissmodel/346_1093_2nup.1.B
ENST00000367928 O9/54/97/swissmodel/22_483_4cyf.1.A
ENST00000326499 O9/54/98/swissmodel/25_487_4cyf.1.A
ENST00000399137 O9/55/00/swissmodel/4_183_3x29.1.A
ENST00000378198 O9/55/51/swissmodel/23_360_4gew.1.A
ENST00000310392 O9/55/68/swissmodel/69_369_4rfq.1.A
ENST00000292147 O9/55/71/swissmodel/21_253_4chl.1.A
ENST00000263857 O9/56/02/swissmodel/5_1719_4c2m.1.A
ENST00000247843 O9/56/19/swissmodel/19_156_5xtz.1.C
ENST00000266594 O9/56/26/swissmodel/1_131_2je0.1.A
ENST00000173229 O9/56/31/swissmodel/35_456_4ove.1.A
ENST00000166139 O9/56/33/swissmodel/35_244_3b4v.1.C
ENST00000370981 O9/56/61/swissmodel/37_207_2gf0.1.A
ENST00000306928 O9/56/65/swissmodel/20_368_4grv.1.A
ENST00000303892 O9/56/70/swissmodel/2_107_4dl0.2.B
ENST00000304546 O9/56/72/swissmodel/96_775_4cth.1.A
ENST00000585603 O9/57/07/swissmodel/76_220_6ahu.1.D
ENST00000379953 O9/57/11/swissmodel/26_162_3b2d.1.C
ENST00000337225 O9/57/15/swissmodel/35_111_2hdl.1.A
ENST00000222120 O9/57/16/swissmodel/19_192_2iez.1.A
ENST00000380887 O9/57/18/swissmodel/100_432_4nqa.2.A
ENST00000282841 O9/57/49/swissmodel/1_295_6c56.1.A
ENST00000294312 O9/57/50/swissmodel/40_175_2p23.1.A
ENST00000357877 O9/57/54/swissmodel/38_648_1olz.1.B
ENST00000296464 O9/57/57/swissmodel/1_699_3c7n.1.A
ENST00000249299 O9/57/77/swissmodel/4_73_6ah0.1.R
ENST00000359032 O9/57/82/swissmodel/3_621_2jkt.1.A
ENST00000379883 O9/57/86/swissmodel/2_793_4a2w.1.A
ENST00000262430 O9/58/22/swissmodel/39_493_4f0x.1.A
ENST00000287295 O9/58/31/swissmodel/125_611_4lii.1.A
ENST00000295522 O9/58/32/swissmodel/5_187_6ov2.1.A
ENST00000494426 O9/58/33/swissmodel/5_230_3fy7.2.A
ENST00000587152 O9/58/34/swissmodel/10_649_4ci8.1.A
ENST00000341700 O9/58/37/swissmodel/9_355_3sn6.1.A
ENST00000262441 O9/58/38/swissmodel/67_455_5xez.2.A
ENST00000261047 O9/58/43/swissmodel/10_185_2r2i.1.A
ENST00000469520 O9/58/61/swissmodel/6_308_2wef.1.A
ENST00000375789 O9/58/65/swissmodel/7_282_3p8e.1.A
