transcript,gene,bp,all,syn,mis,non,splice_site,frameshift,,,
NM_002965,S100A9,345,-5.2849,-5.7886,-5.4798,-6.7179,-7.3520,-6.6605,,,
NM_002964,S100A8,282,-5.3719,-5.8409,-5.5763,-7.0641,-7.3453,-6.7481,,,
NM_002962,S100A5,279,-5.3907,-5.8486,-5.5988,-7.1721,-7.3715,-6.7527,,,
NM_019554,S100A4,306,-5.3754,-5.8546,-5.5746,-7.0848,-7.3454,-6.7126,,,
NM_001001827,OR2T35,972,-4.8591,-5.4003,-5.0207,-6.5602,-7.5916,-6.2106,,,
NM_006271,S100A1,285,-5.3443,-5.7866,-5.5611,-7.0781,-7.3564,-6.7435,,,
NM_001004695,OR2T33,963,-4.8369,-5.3677,-5.0055,-6.4564,-7.7640,-6.2147,,,
NM_002960,S100A3,306,-5.2997,-5.8098,-5.4882,-6.8229,-7.3454,-6.7126,,,
NM_005978,S100A2,294,-5.4524,-5.9840,-5.6472,-6.7595,-7.3390,-6.7300,,,
NM_018186,C1orf112,2562,-4.5251,-5.1031,-4.7006,-5.9645,-6.0316,-5.7897,,,
NM_182581,C1orf111,786,-4.9554,-5.5093,-5.1257,-6.4097,-7.0479,-6.3029,,,
NM_178550,C1orf110,909,-4.9940,-5.5566,-5.1554,-6.4472,NA,-6.2397,,,
NM_024709,C1orf115,429,-5.2472,-5.6951,-5.4560,-7.0546,-7.3858,-6.5659,,,
NM_021179,C1orf114,1527,-4.7350,-5.3429,-4.9102,-5.8600,-6.7655,-6.0145,,,
NM_016274,PLEKHO1,1230,-4.6983,-5.2626,-4.8667,-6.1192,-6.7012,-6.1084,,,
NM_004091,E2F2,1314,-4.6264,-5.0831,-4.8400,-6.2842,-6.4151,-6.0797,,,
NM_022735,ACBD3,1587,-4.7428,-5.3499,-4.9160,-5.9277,-6.5518,-5.9977,,,
NM_032360,ACBD6,849,-4.9369,-5.4525,-5.1400,-6.3297,-6.5080,-6.2694,,,
NM_013328,PYCR2,963,-4.8094,-5.3045,-5.0041,-6.4120,-6.6173,-6.2147,,,
NM_004388,CTBS,1158,-4.8622,-5.4635,-5.0229,-6.2832,-6.5807,-6.1346,,,
NM_018841,GNG12,219,-5.5946,-6.1401,-5.7756,-7.1493,-7.3457,-6.8579,,,
NM_014777,URB2,4575,-4.1880,-4.7029,-4.3726,-5.6415,-6.4506,-5.5379,,,
NM_016257,HPCAL4,576,-4.9049,-5.3730,-5.1043,-6.6317,-7.0305,-6.4379,,,
NM_213566,DFFA,807,-4.8696,-5.3613,-5.0629,-6.5185,-6.7506,-6.2914,,,
NM_004402,DFFB,1017,-4.7251,-5.2651,-4.8993,-6.3011,-6.5726,-6.1910,,,
NM_001127361,RNF19B,1764,-4.8110,-5.3832,-4.9834,-6.2170,-6.4996,-5.9518,,,
NM_005897,IPP,1755,-4.6583,-5.2889,-4.8156,-5.9233,-6.5040,-5.9540,,,
NM_002506,NGF,726,-4.8654,-5.4259,-5.0196,-6.5406,-7.7896,-6.3374,,,
NM_001242739,ZNF691,948,-4.8693,-5.4791,-5.0085,-6.4343,NA,-6.2215,,,
NM_001136036,ZNF692,1575,-4.6196,-5.1935,-4.7818,-6.2169,-6.3516,-6.0010,,,
NM_020394,ZNF695,1548,-4.7899,-5.3746,-4.9492,-6.1297,NA,-6.0085,,,
NM_001080470,ZNF697,1638,-4.5328,-5.0233,-4.7120,-6.3577,NA,-5.9840,,,
NM_001017402,LAMB3,3519,-4.2148,-4.7926,-4.3794,-5.6865,-5.9858,-5.6519,,,
NM_133494,NEK7,909,-4.9199,-5.5314,-5.1004,-6.1076,-6.4504,-6.2397,,,
NM_153832,GPR161,1590,-4.5917,-5.1097,-4.7726,-6.1227,-6.7516,-5.9969,,,
NM_015714,G0S2,312,-5.1573,-5.6499,-5.3468,-6.7291,-7.7654,-6.7042,,,
NM_015534,ZZZ3,2712,-4.4867,-5.1010,-4.6535,-5.6993,-6.3489,-5.7650,,,
NM_004319,ASTN1,3885,-4.1790,-4.7059,-4.3614,-5.6953,-6.0065,-5.6089,,,
NM_001010846,SHE,1488,-4.6405,-5.1492,-4.8353,-6.0835,-6.4637,-6.0257,,,
NM_001126,ADSS,1371,-4.7096,-5.2414,-4.9016,-6.2446,-6.1850,-6.0613,,,
NM_001077195,ZNF436,1413,-4.7106,-5.2917,-4.8731,-6.0614,-7.0477,-6.0482,,,
NM_001012758,NUDT17,987,-4.8543,-5.3956,-5.0540,-6.0943,-6.5072,-6.2040,,,
NM_022873,IFI6,417,-5.0951,-5.4924,-5.3374,-7.0326,-6.9841,-6.5782,,,
NM_001130841,RTCA,1140,-4.7885,-5.3427,-4.9743,-6.1817,-6.3608,-6.1414,,,
NM_030812,ACTL8,1101,-4.6572,-5.1619,-4.8390,-6.2389,-7.3441,-6.1565,,,
NM_005819,STX6,768,-4.9706,-5.5831,-5.1421,-6.3760,-6.3589,-6.3130,,,
NM_021023,CFHR3,993,-4.9115,-5.4934,-5.0865,-6.2970,-6.4800,-6.2014,,,
NM_152501,PYHIN1,1479,-4.7247,-5.3007,-4.8892,-6.1830,-6.5711,-6.0283,,,
NM_001231,CASQ1,1191,-4.7474,-5.2366,-4.9591,-6.2842,-6.2486,-6.1224,,,
NM_001232,CASQ2,1200,-4.7926,-5.3392,-4.9745,-6.3304,-6.3514,-6.1191,,,
NM_175852,TXLNA,1641,-4.6023,-5.1697,-4.7681,-6.0983,-6.4603,-5.9832,,,
NM_004578,RAB4A,657,-4.9829,-5.5245,-5.1862,-6.1938,-6.6182,-6.3807,,,
NM_018724,IL20,531,-5.1415,-5.7412,-5.3143,-6.4562,-6.7474,-6.4732,,,
NM_001185156,IL24,624,-5.0909,-5.6372,-5.2761,-6.5396,-6.6906,-6.4031,,,
NM_006845,KIF2C,2178,-4.4856,-5.0613,-4.6633,-5.8986,-5.9961,-5.8603,,,
NM_001559,IL12RB2,2589,-4.4912,-5.0632,-4.6668,-5.8405,-6.2053,-5.7852,,,
NM_207043,ENSA,402,-5.2442,-5.7306,-5.4545,-6.7499,-6.8709,-6.5941,,,
NM_007274,ACOT7,1113,-4.6062,-5.0829,-4.8039,-6.3829,-6.4446,-6.1518,,,
NM_005057,RBBP5,1617,-4.6873,-5.2353,-4.8845,-5.9384,-6.2965,-5.9896,,,
NM_005610,RBBP4,1278,-4.7728,-5.3429,-4.9524,-6.1621,-6.3337,-6.0918,,,
NM_001193532,RAB42,657,-5.3396,-5.8492,-5.5195,-6.9327,NA,-6.3807,,,
NM_032341,DDI2,1200,-4.7151,-5.2951,-4.8876,-6.0635,-6.4517,-6.1191,,,
NM_152663,RALGPS2,1752,-4.6460,-5.2097,-4.8407,-5.9303,-6.0982,-5.9548,,,
NM_001146110,MIER1,1590,-4.7307,-5.3657,-4.9048,-5.9213,-6.2076,-5.9969,,,
NM_018997,MRPS21,264,-5.2786,-5.9446,-5.4190,-6.5921,-7.3534,-6.7767,,,
NM_006243,PPP2R5A,1461,-4.7117,-5.2666,-4.8998,-6.1172,-6.2020,-6.0337,,,
NM_018417,ADCY10,4833,-4.2104,-4.7874,-4.3858,-5.5770,-5.8273,-5.5141,,,
NM_004974,KCNA2,1500,-4.6943,-5.2703,-4.8576,-6.0325,-7.7651,-6.0222,,,
NM_002232,KCNA3,1728,-4.4064,-4.8761,-4.6003,-6.0920,NA,-5.9608,,,
NM_023007,JMJD4,1392,-4.5235,-4.9965,-4.7238,-6.1348,-6.6460,-6.0547,,,
NM_014359,OPTC,999,-4.7822,-5.3055,-4.9547,-6.6573,-6.6514,-6.1987,,,
NM_001080850,CCDC30,2352,-4.6027,-5.2157,-4.7848,-5.7339,-6.2235,-5.8269,,,
NM_004474,FOXD2,1488,-4.8689,-5.3239,-5.0628,-6.8982,NA,-6.0257,,,
NM_012183,FOXD3,1437,-4.7472,-5.1864,-4.9521,-6.6566,NA,-6.0409,,,
NM_000300,PLA2G2A,435,-5.1708,-5.7301,-5.3379,-6.8580,-6.8652,-6.5598,,,
NM_001105572,PLA2G2C,453,-5.1942,-5.6905,-5.3917,-6.5573,NA,-6.5422,,,
NM_014589,PLA2G2E,429,-5.0845,-5.5803,-5.2755,-6.7715,-6.9467,-6.5659,,,
NM_012400,PLA2G2D,438,-5.1922,-5.7705,-5.3711,-6.5001,-6.8691,-6.5568,,,
NM_022819,PLA2G2F,636,-4.9931,-5.4979,-5.1855,-6.5426,-6.8183,-6.3949,,,
NM_022774,DEM1,1122,-4.8919,-5.4453,-5.0602,-6.3128,-7.6208,-6.1483,,,
NM_015139,SLC35D1,1068,-4.7865,-5.2816,-4.9937,-6.3069,-6.3373,-6.1697,,,
NM_018090,NECAP2,792,-4.8727,-5.4184,-5.0617,-6.2314,-6.5124,-6.2996,,,
NM_001243526,HYI,819,-5.0956,-5.6486,-5.2931,-6.3737,-6.6130,-6.2850,,,
NM_001004693,OR2T10,939,-4.9373,-5.5170,-5.0860,-6.5636,-7.6538,-6.2256,,,
NM_001001964,OR2T11,951,-4.8931,-5.4273,-5.0596,-6.5275,-7.7818,-6.2201,,,
NM_001004692,OR2T12,963,-4.8324,-5.3536,-5.0053,-6.4496,-7.7640,-6.2147,,,
NM_198074,OR2C3,963,-4.8464,-5.3565,-5.0257,-6.4033,NA,-6.2147,,,
NM_002614,PDZK1,1560,-4.7192,-5.2983,-4.8852,-6.1552,-6.5033,-6.0052,,,
NM_001013674,C1orf141,1203,-4.8712,-5.4167,-5.0516,-6.2961,-6.6641,-6.1180,,,
NM_004326,BCL9,4281,-4.2206,-4.7855,-4.3805,-5.7271,-6.5796,-5.5668,,,
NM_004073,PLK3,1941,-4.5127,-5.0681,-4.6874,-5.9865,-6.2413,-5.9103,,,
NM_024869,FAM110D,816,-5.4489,-5.9376,-5.6394,-6.9634,NA,-6.2866,,,
NM_021186,ZP4,1623,-4.6420,-5.2014,-4.8310,-6.0006,-6.1326,-5.9880,,,
NM_001013641,TMEM82,1032,-4.7323,-5.2204,-4.9272,-6.3609,-6.6544,-6.1846,,,
NM_001199662,PMF1-BGLAP,636,-4.9788,-5.4986,-5.1663,-6.5469,-6.6928,-6.3949,,,
NM_020452,ATP8B2,3672,-4.2239,-4.7673,-4.4007,-5.7811,-5.9179,-5.6334,,,
NM_001007255,KLHDC9,867,-4.7807,-5.3165,-4.9613,-6.1554,-7.0364,-6.2603,,,
NM_020440,PTGFRN,2640,-4.3030,-4.8162,-4.4866,-5.8141,-6.4723,-5.7767,,,
NM_152379,C1orf131,882,-4.9114,-5.4520,-5.0891,-6.5341,-6.5697,-6.2528,,,
NM_001122770,ZBTB37,1512,-4.8725,-5.5251,-5.0104,-6.2260,-7.1622,-6.0188,,,
NM_138796,SPATA17,1086,-4.8202,-5.4286,-5.0093,-5.9231,-6.3964,-6.1625,,,
NM_001256599,TRIM46,2211,-4.3815,-4.9311,-4.5509,-5.8811,-6.4357,-5.8537,,,
NM_025188,TRIM45,1743,-4.5757,-5.1313,-4.7432,-6.0616,-6.6516,-5.9570,,,
NM_005547,IVL,1758,-5.0146,-5.5411,-5.2161,-6.1766,-7.5919,-5.9533,,,
NM_001159352,REG4,477,-5.1608,-5.6958,-5.3641,-6.4379,-6.7567,-6.5198,,,
NM_002525,NRD1,3660,-4.3243,-4.8840,-4.5041,-5.8003,-5.8539,-5.6348,,,
NM_006617,NES,4866,-4.1765,-4.7058,-4.3524,-5.6304,-6.8724,-5.5111,,,
NM_003953,MPZL1,810,-4.9893,-5.5145,-5.1773,-6.4839,-6.6928,-6.2898,,,
NM_017900,AURKAIP1,600,-4.9440,-5.4619,-5.1159,-6.7094,-7.3417,-6.4202,,,
NM_133467,CITED4,555,-5.5185,-5.9193,-5.7472,-7.4414,NA,-6.4540,,,
NM_012394,PFDN2,465,-5.0725,-5.6272,-5.2491,-6.5051,-6.8701,-6.5309,,,
NM_005957,MTHFR,1971,-4.4599,-4.9918,-4.6408,-5.9407,-6.3449,-5.9036,,,
NM_014644,PDE4DIP,7041,-4.0393,-4.6301,-4.2152,-5.3164,-5.6709,-5.3507,,,
NM_005216,DDOST,1371,-4.6758,-5.1939,-4.8589,-6.3207,-6.4402,-6.0613,,,
NM_153339,PUSL1,912,-4.8440,-5.3429,-5.0314,-6.5810,-6.7184,-6.2383,,,
NM_003125,SPRR1B,270,-5.5219,-6.0838,-5.7021,-6.8200,-7.5186,-6.7669,,,
NM_022157,RRAGC,1200,-4.9337,-5.4858,-5.1160,-6.3312,-6.6223,-6.1191,,,
NM_018298,MCOLN3,1662,-4.6870,-5.2757,-4.8669,-5.9805,-6.2183,-5.9777,,,
NM_153259,MCOLN2,1701,-4.6484,-5.2298,-4.8152,-6.1629,-6.2417,-5.9676,,,
NM_001103,ACTN2,2685,-4.3073,-4.8188,-4.4962,-5.8891,-6.0483,-5.7694,,,
NM_005704,PTPRU,4341,-4.0597,-4.5841,-4.2416,-5.6583,-5.8113,-5.5607,,,
NM_002840,PTPRF,5724,-3.9438,-4.4664,-4.1215,-5.5692,-5.8657,-5.4406,,,
NM_002838,PTPRC,3915,-4.3051,-4.8751,-4.4828,-5.7777,-5.7945,-5.6056,,,
NM_000130,F5,6675,-4.0890,-4.6645,-4.2575,-5.4604,-5.9769,-5.3739,,,
NM_183062,PRSS38,981,-4.7526,-5.2319,-4.9546,-6.2895,-6.7441,-6.2066,,,
NM_005517,HMGN2,273,-5.4919,-6.0161,-5.7048,-7.1160,-6.7227,-6.7622,,,
NM_172071,RC3H1,3402,-4.3410,-4.9526,-4.5152,-5.5070,-6.1033,-5.6666,,,
NM_005101,ISG15,498,-4.9424,-5.3922,-5.1476,-6.7301,-7.3420,-6.5011,,,
NM_001004343,MAP1LC3C,444,-5.1342,-5.6598,-5.3128,-6.8782,-6.8673,-6.5509,,,
NM_199294,APITD1,417,-5.3313,-5.8953,-5.5408,-6.4626,-6.8126,-6.5782,,,
NM_000815,GABRD,1359,-4.5216,-4.9869,-4.7237,-6.2505,-6.5040,-6.0651,,,
NM_198551,MIA3,5724,-4.1666,-4.7406,-4.3355,-5.5841,-5.9344,-5.4406,,,
NM_001047980,NBPF7,1266,-4.8047,-5.3582,-4.9887,-6.1488,-6.5119,-6.0959,,,
NM_032264,NBPF3,1902,-4.5891,-5.1212,-4.7899,-5.8622,-6.2340,-5.9191,,,
NM_003126,SPTA1,7260,-4.0091,-4.6100,-4.1814,-5.2908,-5.6235,-5.3374,,,
NM_001134420,CDC7,1725,-4.6961,-5.2989,-4.8553,-6.1581,-6.3610,-5.9615,,,
NM_000298,PKLR,1725,-4.4399,-4.9763,-4.6122,-6.0666,-6.3461,-5.9615,,,
NM_005449,FAIM3,1173,-4.8596,-5.3993,-5.0473,-6.2121,-6.6489,-6.1290,,,
NM_001008661,CCBL2,1365,-4.7895,-5.3928,-4.9582,-6.1968,-6.2827,-6.0632,,,
NM_004978,KCNC4,1908,-4.3281,-4.8115,-4.5152,-6.0682,-6.8742,-5.9177,,,
NM_001639,APCS,672,-5.0961,-5.6442,-5.2793,-6.3699,-7.3521,-6.3709,,,
NM_020808,SIPA1L2,5169,-4.0713,-4.5779,-4.2653,-5.5074,-5.9965,-5.4849,,,
NM_024686,TTLL7,2664,-4.4636,-5.1107,-4.6273,-5.6578,-6.0814,-5.7728,,,
NM_017619,RNPC3,1554,-5.7613,-6.5240,-5.8548,-7.4374,NA,-6.0069,,,
NM_024420,PLA2G4A,2250,-4.5567,-5.1431,-4.7269,-6.0191,-6.0857,-5.8461,,,
NM_173508,SLC35F3,1473,-4.5491,-5.0314,-4.7476,-6.1173,-6.5449,-6.0301,,,
NM_080629,COL11A1,5457,-4.1495,-4.7376,-4.3280,-5.6119,-5.5035,-5.4614,,,
NM_001114938,CCDC17,1869,-4.7370,-5.2918,-4.8998,-6.2185,NA,-5.9267,,,
NM_005558,LAD1,1554,-4.6261,-5.1929,-4.7914,-6.1721,-6.4220,-6.0069,,,
NM_206886,CCDC18,3900,-4.3794,-4.9893,-4.5554,-5.6005,-5.9472,-5.6072,,,
NM_012337,CCDC19,1656,-4.5763,-5.2423,-4.7243,-5.8463,-6.3048,-5.9793,,,
NM_001098722,GNG4,228,-5.4871,-6.0473,-5.6479,-7.2835,-7.3452,-6.8404,,,
NM_005274,GNG5,207,-5.4858,-6.0126,-5.6646,-7.1516,-7.4007,-6.8823,,,
NM_013339,ALG6,1524,-4.7345,-5.3060,-4.9140,-6.1601,-6.2329,-6.0153,,,
NM_005478,INSL5,408,-5.2819,-5.9111,-5.4255,-6.7337,-7.3448,-6.5877,,,
NM_020197,SMYD2,1302,-4.7322,-5.2783,-4.9190,-6.2419,-6.2093,-6.0837,,,
NM_001167740,SMYD3,1287,-4.7947,-5.3759,-4.9732,-6.1256,-6.3590,-6.0887,,,
NM_006147,IRF6,1404,-4.7136,-5.2798,-4.8866,-6.0865,-6.5702,-6.0509,,,
NM_001017961,FAM78B,786,-4.8752,-5.4232,-5.0371,-6.5125,-7.3632,-6.3029,,,
NM_003993,CLK2,1497,-4.5317,-5.2143,-4.6804,-5.7194,-6.3105,-6.0231,,,
NM_030918,SNX27,1587,-4.6092,-5.1319,-4.8129,-5.8746,-6.3262,-5.9977,,,
NM_003443,ZBTB17,2412,-4.3202,-4.7997,-4.5174,-5.9852,-6.2678,-5.8159,,,
NM_017891,C1orf159,597,-5.3736,-5.8629,-5.5534,-7.4296,-7.5920,-6.4223,,,
NM_152290,C1orf158,585,-5.0804,-5.6176,-5.2624,-6.5590,-6.8611,-6.4312,,,
NM_145278,C1orf150,408,-5.3288,-5.9222,-5.5121,-6.6444,-6.7480,-6.5877,,,
NM_021633,KLHL12,1707,-4.6489,-5.2737,-4.8001,-6.0698,-6.3981,-5.9661,,,
NM_198317,KLHL17,1929,-4.3994,-4.8730,-4.5985,-6.0771,-6.3932,-5.9130,,,
NM_004958,MTOR,7650,-3.9236,-4.4992,-4.0987,-5.2699,-5.6045,-5.3147,,,
NM_018207,TRIM62,1428,-4.5079,-4.9865,-4.7017,-6.1797,-6.7412,-6.0436,,,
NM_032588,TRIM63,1062,-4.7885,-5.3333,-4.9683,-6.2992,-6.4437,-6.1722,,,
NM_001004342,TRIM67,2352,-4.5253,-5.0013,-4.7187,-6.1345,NA,-5.8269,,,
NM_017646,TRIT1,1404,-4.6745,-5.2476,-4.8487,-6.0454,-6.3733,-6.0509,,,
NM_019605,SERTAD4,1071,-4.8656,-5.4384,-5.0430,-6.0884,-7.0682,-6.1685,,,
NM_014762,DHCR24,1551,-4.5246,-5.0409,-4.7133,-6.0358,-6.3128,-6.0077,,,
NM_022756,MEAF6,606,-4.9817,-5.5596,-5.1672,-6.2590,-6.5248,-6.4158,,,
NM_024408,NOTCH2,7416,-3.9795,-4.5526,-4.1434,-5.4593,-5.8378,-5.3281,,,
NM_152665,TCTEX1D1,540,-5.1706,-5.8260,-5.3166,-6.5550,-6.8739,-6.4659,,,
NM_001013632,TCTEX1D4,666,-5.1687,-5.6341,-5.3622,-7.1140,-7.7125,-6.3748,,,
NM_007262,PARK7,570,-5.0775,-5.6417,-5.2489,-6.6998,-6.6476,-6.4424,,,
NM_005060,RORC,1557,-4.5914,-5.1688,-4.7662,-5.9514,-6.2431,-6.0060,,,
NM_002393,MDM4,1473,-4.7374,-5.2974,-4.9229,-6.0460,-6.3957,-6.0301,,,
NM_005012,ROR1,2814,-4.4167,-4.9731,-4.5824,-5.9805,-6.3493,-5.7490,,,
NM_012316,KPNA6,1611,-4.6347,-5.2180,-4.8162,-5.9393,-6.1555,-5.9912,,,
NM_000567,CRP,675,-5.0169,-5.5144,-5.2056,-6.5729,-7.3521,-6.3690,,,
NM_003820,TNFRSF14,852,-4.7845,-5.2600,-4.9892,-6.4621,-6.5082,-6.2679,,,
NM_004195,TNFRSF18,726,-4.9357,-5.3870,-5.1626,-6.3488,-6.8232,-6.3374,,,
NM_001199873,B4GALT3,1182,-4.6896,-5.3190,-4.8440,-5.9708,-6.6489,-6.1257,,,
NM_003780,B4GALT2,1119,-4.6226,-5.1534,-4.7959,-6.2425,-6.6413,-6.1495,,,
NM_003665,FCN3,900,-4.8508,-5.4186,-5.0259,-6.2831,-6.4981,-6.2441,,,
NM_016334,GPR89B,1368,-4.7410,-5.3678,-4.9120,-6.0446,-6.1543,-6.0622,,,
NM_001097616,GPR89C,963,-4.9207,-5.5546,-5.0812,-6.2595,-6.4516,-6.2147,,,
NM_001097613,GPR89A,1293,-4.7636,-5.3946,-4.9337,-6.0549,-6.1826,-6.0867,,,
NM_001006658,CR2,3279,-4.3496,-4.9384,-4.5201,-5.6901,-6.0336,-5.6826,,,
NM_000651,CR1,7470,-3.9814,-4.5363,-4.1476,-5.3899,NA,-5.3250,,,
NM_001066,TNFRSF1B,1386,-4.6305,-5.1186,-4.8270,-6.2615,-6.4608,-6.0565,,,
NM_015999,ADIPOR1,1128,-4.7760,-5.3574,-4.9349,-6.3374,-6.5779,-6.1460,,,
NM_002832,PTPN7,1398,-4.7032,-5.2769,-4.8811,-6.0103,-6.4256,-6.0528,,,
NM_001101663,NBPF24,2598,-4.5152,-5.0437,-4.7161,-5.8394,-6.0980,-5.7837,,,
NM_018650,MARK1,2388,-4.4675,-5.0761,-4.6420,-5.6588,-6.1677,-5.8203,,,
NM_002963,S100A7,306,-5.3589,-5.8869,-5.5308,-7.1721,-7.3563,-6.7126,,,
NM_182517,C1orf210,342,-5.2560,-5.8114,-5.4246,-6.7449,-7.3696,-6.6643,,,
NM_152374,C1orf216,690,-4.9730,-5.5344,-5.1386,-6.3766,-7.7434,-6.3595,,,
NM_032257,ZMYND12,1098,-4.8237,-5.4102,-4.9933,-6.1997,-6.5043,-6.1577,,,
NM_024494,WNT2B,1176,-4.6068,-5.2228,-4.7586,-5.9540,-6.7536,-6.1279,,,
NM_014424,HSPB7,513,-4.9283,-5.4152,-5.1153,-6.7532,-7.0548,-6.4882,,,
NM_207334,FAM43B,990,-4.9817,-5.4482,-5.1715,-6.8856,NA,-6.2027,,,
NM_001010978,LDLRAD1,618,-5.0738,-5.5890,-5.2829,-6.5120,-6.4908,-6.4073,,,
NM_001013693,LDLRAD2,819,-4.7646,-5.2223,-4.9695,-6.5565,-6.7491,-6.2850,,,
NM_002143,HPCA,582,-4.8989,-5.3821,-5.0926,-6.5403,-7.0468,-6.4334,,,
NM_020524,PBXIP1,2196,-4.5070,-5.0759,-4.6727,-5.9782,-6.3935,-5.8567,,,
NM_020443,NAV1,5634,-4.0379,-4.5642,-4.2167,-5.6104,-5.9244,-5.4475,,,
NM_147193,GLIS1,1863,-4.4376,-4.9156,-4.6318,-6.1575,-6.5199,-5.9281,,,
NM_207348,SLC25A34,915,-4.7738,-5.2868,-4.9617,-6.2643,-6.7408,-6.2369,,,
NM_032315,SLC25A33,966,-4.8777,-5.4501,-5.0440,-6.3813,-6.6231,-6.2133,,,
NM_001010883,FAM102B,1083,-4.8738,-5.4507,-5.0523,-6.4160,-6.2510,-6.1637,,,
NM_173642,RIMKLA,1176,-4.8085,-5.3521,-4.9810,-6.3197,-6.8191,-6.1279,,,
NM_001045479,S100A7L2,339,-5.3954,-5.9514,-5.5555,-7.2577,-7.3563,-6.6681,,,
NM_003921,BCL10,702,-5.0174,-5.6013,-5.1948,-6.3179,-6.6815,-6.3520,,,
NM_021222,PRUNE,1362,-4.7533,-5.3024,-4.9369,-6.1133,-6.5108,-6.0641,,,
NM_001005487,OR13G1,924,-4.9471,-5.5361,-5.0888,-6.7217,-7.6404,-6.2326,,,
NM_022120,OXCT2,1554,-4.4586,-4.9244,-4.6541,-6.1604,NA,-6.0069,,,
NM_207356,C1orf174,732,-4.8885,-5.3934,-5.0849,-6.2947,-6.8761,-6.3338,,,
NM_001002912,C1orf173,4593,-4.2579,-4.8073,-4.4329,-5.6793,-6.2111,-5.5362,,,
NM_152365,C1orf172,1197,-4.6569,-5.2448,-4.8092,-6.1418,-7.0595,-6.1202,,,
NM_030645,SH3BP5L,1182,-4.6303,-5.1701,-4.8067,-6.0788,-6.6475,-6.1257,,,
NM_004892,SEC22B,648,-5.0168,-5.5644,-5.2177,-6.0952,NA,-6.3867,,,
NM_000028,AGL,4599,-4.2543,-4.8748,-4.4233,-5.5162,-5.8134,-5.5356,,,
NM_033440,CELA2A,810,-4.7972,-5.2706,-5.0091,-6.4578,-6.3622,-6.2898,,,
NM_015849,CELA2B,810,-4.8048,-5.2600,-5.0288,-6.4304,-6.3622,-6.2898,,,
NM_178191,ATPIF1,183,-5.2373,-5.7209,-5.4504,-6.5428,-7.3273,-6.9359,,,
NM_018845,SLC50A1,666,-4.9520,-5.4777,-5.1451,-6.3562,-6.6539,-6.3748,,,
NM_005026,PIK3CD,3135,-4.2111,-4.7149,-4.4001,-5.8596,-5.9906,-5.7021,,,
NM_020883,ZSWIM5,3558,-4.2793,-4.8534,-4.4489,-5.6233,-6.2367,-5.6471,,,
NM_004872,TMEM59,972,-4.8577,-5.3469,-5.0680,-6.2955,-6.5086,-6.2106,,,
NM_001199679,TMEM56,792,-5.0033,-5.5710,-5.1727,-6.5505,-6.6480,-6.2996,,,
NM_018202,TMEM57,1995,-4.5492,-5.1062,-4.7272,-5.9217,-6.3534,-5.8984,,,
NM_033504,TMEM54,669,-4.9470,-5.4565,-5.1301,-6.7814,-6.6809,-6.3729,,,
NM_178545,TMEM52,630,-5.1386,-5.6442,-5.3203,-6.8660,-7.1983,-6.3990,,,
NM_024587,TMEM53,834,-4.7630,-5.3174,-4.9216,-6.4468,-7.0608,-6.2771,,,
NM_001136216,TMEM51,762,-4.8449,-5.2900,-5.0623,-6.3598,-7.3440,-6.3164,,,
NM_032305,POLR3GL,657,-4.9758,-5.6135,-5.1374,-6.3481,-6.4162,-6.3807,,,
NM_024836,ZNF672,1359,-4.5196,-5.0375,-4.6958,-6.0586,-7.7946,-6.0651,,,
NM_033213,ZNF670,1170,-4.8865,-5.4937,-5.0424,-6.2525,-6.8703,-6.1301,,,
NM_024066,ERI3,1014,-4.7791,-5.2762,-4.9829,-6.2544,-6.4475,-6.1923,,,
NM_138417,KTI12,1065,-4.5496,-5.0332,-4.7347,-6.3162,-7.6698,-6.1710,,,
NM_178549,ZNF678,1743,-4.7951,-5.3960,-4.9503,-6.1164,-7.6991,-5.9570,,,
NM_004528,MGST3,459,-5.1544,-5.7822,-5.3344,-6.3842,-6.5216,-6.5365,,,
NM_001242891,CSDE1,2535,-4.4856,-5.1032,-4.6453,-5.8584,-6.1096,-5.7943,,,
NM_024674,LIN28A,630,-4.9035,-5.3934,-5.0964,-6.5420,-6.8767,-6.3990,,,
NM_031935,HMCN1,16908,-3.6609,-4.2393,-3.8317,-5.0651,-5.3241,-4.9702,,,
NM_002953,RPS6KA1,2208,-4.4423,-4.9788,-4.6188,-6.1488,-6.0822,-5.8543,,,
NM_017707,ASAP3,2712,-4.3520,-4.8625,-4.5518,-5.8630,-5.8927,-5.7650,,,
NM_015102,NPHP4,4281,-4.0825,-4.5692,-4.2700,-5.6978,-7.7621,-5.5668,,,
NM_001902,CTH,1218,-4.7865,-5.3574,-4.9694,-6.2196,-6.2180,-6.1127,,,
NM_001001998,EXOSC10,2658,-4.3791,-4.9228,-4.5704,-5.7367,-5.9687,-5.7738,,,
NM_001024227,ARF1,546,-4.9667,-5.4851,-5.1437,-6.7338,-6.8654,-6.4611,,,
NM_001040125,PQLC2,876,-4.7504,-5.2310,-4.9608,-6.5314,-6.1982,-6.2558,,,
NM_018166,FAM176B,498,-4.9262,-5.3834,-5.1256,-6.7413,-7.5862,-6.5011,,,
NM_145205,HMGB4,561,-5.0950,-5.6736,-5.2671,-6.3343,-7.6010,-6.4493,,,
NM_001013660,FRRS1,1881,-4.6353,-5.2102,-4.8108,-6.0529,-6.2018,-5.9239,,,
